chutney,,,,,,,,,,,,,,,,,,,
knor,ginger garlic paste,MTR Idli,,,,,,,,,,,,,,,,,
milk,chicken,eggs,pancakes,,,,,,,,,,,,,,,,
curd,,,,,,,,,,,,,,,,,,,
vegetable basket,peanuts,chocolate,french fries,mushroom,sulaa vines,fresh bread,,,,,,,,,,,,,
parle g,strawberries,,,,,,,,,,,,,,,,,,
vegetable basket,milk,almonds,whole wheat basmati rice,cooking oil,chocolate,french fries,light mayo,curd,,,,,,,,,,,
red wine,spaghetti,mineral water,ramdev mirchi,french fries,parle g,pancakes,Roohafza,,,,,,,,,,,,
french fries,,,,,,,,,,,,,,,,,,,
parle g,,,,,,,,,,,,,,,,,,,
maggi,tomatoes,mineral water,cooking oil,,,,,,,,,,,,,,,,
melons,hajmola,,,,,,,,,,,,,,,,,,
whole wheat basmati rice,,,,,,,,,,,,,,,,,,,
curd,,,,,,,,,,,,,,,,,,,
parle g,,,,,,,,,,,,,,,,,,,
spaghetti,axe body spray,,,,,,,,,,,,,,,,,,
burgers,maggi,spaghetti,olive oil,salmon,cooking oil,mushroom,tomato juice,,,,,,,,,,,,
turkey,burgers,eggs,french fries,pasta,green tea,,,,,,,,,,,,,,
parle g,,,,,,,,,,,,,,,,,,,
mineral water,patanjali tea,almonds,pancakes,eggs,,,,,,,,,,,,,,,
burgers,french fries,yogurt cake,,,,,,,,,,,,,,,,,
cake,oil,mushroom,pancakes,yogurt cake,,,,,,,,,,,,,,,
turkey,eggs,,,,,,,,,,,,,,,,,,
milk,frooti,,,,,,,,,,,,,,,,,,
french fries,cottage cheese,,,,,,,,,,,,,,,,,,
tomatoes,meatballs,french fries,,,,,,,,,,,,,,,,,
mineral water,eggs,cake,curd,,,,,,,,,,,,,,,,
turkey,mineral water,eggs,mortien,,,,,,,,,,,,,,,,
french fries,,,,,,,,,,,,,,,,,,,
vegetables mix,,,,,,,,,,,,,,,,,,,
buns,milk,chicken,vegetables mix,cereals,curd,,,,,,,,,,,,,,
knor,butter,chocolate,,,,,,,,,,,,,,,,,
paneer,spaghetti,milk,eggs,chocolate,pancakes,fresh bread,,,,,,,,,,,,,
burgers,spaghetti,mineral water,milk,french fries,,,,,,,,,,,,,,,
antioxydant juice,mushroom,,,,,,,,,,,,,,,,,,
mushroom,trolly bag,,,,,,,,,,,,,,,,,,
fruit basket,spaghetti,french fries,parle g,,,,,,,,,,,,,,,,
burgers,energy bar,eggs,,,,,,,,,,,,,,,,,
peanuts,french fries,,,,,,,,,,,,,,,,,,
burgers,sulaa vines,fresh bread,,,,,,,,,,,,,,,,,
whole wheat basmati rice,,,,,,,,,,,,,,,,,,,
tomatoes,olive oil,,,,,,,,,,,,,,,,,,
hot dogs,,,,,,,,,,,,,,,,,,,
mineral water,,,,,,,,,,,,,,,,,,,
parle g,,,,,,,,,,,,,,,,,,,
sulaa vines,,,,,,,,,,,,,,,,,,,
spaghetti,mop,french fries,,,,,,,,,,,,,,,,,
wholed cheeze,mineral water,basmati rice,frooti,,,,,,,,,,,,,,,,
Roohafza,,,,,,,,,,,,,,,,,,,
paneer,kissan puree,spaghetti,,,,,,,,,,,,,,,,,
mineral water,chocolate,chicken,,,,,,,,,,,,,,,,,
burgers,red wine,tomatoes,paneer,mineral water,pancakes,,,,,,,,,,,,,,
wholed cheeze,spaghetti,mineral water,eggs,gums,frooti,axe body spray,Roohafza,,,,,,,,,,,,
burgers,mineral water,,,,,,,,,,,,,,,,,,
cake,gums,green tea,chocolate,sulaa vines,,,,,,,,,,,,,,,
maggi,vegetable basket,milk,butter,cake,,,,,,,,,,,,,,,
mineral water,cooking oil,french fries,,,,,,,,,,,,,,,,,
french fries,,,,,,,,,,,,,,,,,,,
chicken tikka,knor,olive oil,condoms,,,,,,,,,,,,,,,,
mineral water,,,,,,,,,,,,,,,,,,,
spaghetti,olive oil,eggs,brownies,tomato juice,curd,,,,,,,,,,,,,,
tomatoes,olive oil,french wine,chocolate,frooti,trolly bag,,,,,,,,,,,,,,
milk,,,,,,,,,,,,,,,,,,,
vegetable basket,tomatoes,neckrest,eggs,sulaa vines,frooti,light mayo,,,,,,,,,,,,,
burgers,spirit fish,tomatoes,pepper,spaghetti,french wine,trolly bag,chocolate,green tea,,,,,,,,,,,
chicken tikka,spaghetti,hot dogs,,,,,,,,,,,,,,,,,
patanjali tea,muffins,,,,,,,,,,,,,,,,,,
burgers,,,,,,,,,,,,,,,,,,,
energy bar,,,,,,,,,,,,,,,,,,,
chicken tikka,tomatoes,mineral water,knor,milk,vegetables mix,cake,kinder joy,frooti,mushroom,hot dogs,cottage cheese,curd,,,,,,,
vegetable basket,peanuts,milk,almonds,chicken,eggs,whole wheat basmati rice,green beans,frooti,,,,,,,,,,,
chocolate,wholed cheeze,cooking oil,mushroom,,,,,,,,,,,,,,,,
chocolate,milk,olive oil,,,,,,,,,,,,,,,,,
muffins,,,,,,,,,,,,,,,,,,,
french fries,,,,,,,,,,,,,,,,,,,
buns,yogurt cake,,,,,,,,,,,,,,,,,,
wholed cheeze,buns,spaghetti,mineral water,milk,cooking oil,frooti,,,,,,,,,,,,,
red wine,pepper,muffins,sulaa vines,green tea,,,,,,,,,,,,,,,
chocolate,ramdev mirchi,muffins,eggs,french fries,cottage cheese,pancakes,5 star,,,,,,,,,,,,
snickers,curd,trolly bag,,,,,,,,,,,,,,,,,
peanuts,patanjali tea,whole wheat basmati rice,cake,french fries,cottage cheese,tomato juice,green tea,,,,,,,,,,,,
curd,,,,,,,,,,,,,,,,,,,
play dude magazines,,,,,,,,,,,,,,,,,,,
vegetable basket,tomatoes,paneer,pepper,spaghetti,mineral water,olive oil,sulaa vines,frooti,pepper spray,hot dogs,protein bar,green tea,,,,,,,
turkey,buns,mineral water,,,,,,,,,,,,,,,,,
parle g,,,,,,,,,,,,,,,,,,,
parle g,,,,,,,,,,,,,,,,,,,
parle g,,,,,,,,,,,,,,,,,,,
sulaa vines,,,,,,,,,,,,,,,,,,,
chocolate,curd,,,,,,,,,,,,,,,,,,
pancakes,,,,,,,,,,,,,,,,,,,
parle g,,,,,,,,,,,,,,,,,,,
vegetable basket,tomatoes,paneer,spaghetti,mineral water,knor,milk,tea,chocolate,hot dogs,cauliflower,curd,,,,,,,,
green tea,,,,,,,,,,,,,,,,,,,
mineral water,knor,oil,cooking oil,trolly bag,,,,,,,,,,,,,,,
chocolate,parle g,,,,,,,,,,,,,,,,,,
sulaa vines,,,,,,,,,,,,,,,,,,,
buns,tomatoes,paneer,mineral water,patanjali tea,mushroom,protein bar,,,,,,,,,,,,,
parle g,,,,,,,,,,,,,,,,,,,
french wine,toothpaste,,,,,,,,,,,,,,,,,,
turkey,chicken tikka,mineral water,olive oil,butter,french wine,green tea,brownies,fresh bread,,,,,,,,,,,
spaghetti,mineral water,milk,eggs,salad,tomato juice,,,,,,,,,,,,,,
wholed cheeze,oil,chocolate bread,green tea,french fries,parle g,MTR Idli,light mayo,curd,,,,,,,,,,,
spaghetti,,,,,,,,,,,,,,,,,,,
wholed cheeze,mineral water,chocolate,french fries,fresh bread,,,,,,,,,,,,,,,
energy bar,curd,,,,,,,,,,,,,,,,,,
wholed cheeze,buns,paneer,spaghetti,mineral water,butter,salmon,basmati rice,cadbury white chocolate,clothes accessories,french fries,,,,,,,,,
mineral water,chocolate,eggs,,,,,,,,,,,,,,,,,
spaghetti,mineral water,milk,eggs,,,,,,,,,,,,,,,,
salmon,eggs,,,,,,,,,,,,,,,,,,
burgers,eggs,cake,chocolate,,,,,,,,,,,,,,,,
red wine,paneer,spaghetti,mineral water,almonds,,,,,,,,,,,,,,,
turkey,tomatoes,spaghetti,mineral water,salmon,,,,,,,,,,,,,,,
spaghetti,mineral water,chocolate,,,,,,,,,,,,,,,,,
wholed cheeze,mineral water,chutney,salmon,cereals,,,,,,,,,,,,,,,
burgers,wholed cheeze,vegetable basket,paneer,kissan puree,mineral water,knor,milk,olive oil,strawberries,cerelac,curd,,,,,,,,
spaghetti,mineral water,milk,,,,,,,,,,,,,,,,,
parle g,,,,,,,,,,,,,,,,,,,
spaghetti,mineral water,milk,olive oil,eggs,brownies,melons,,,,,,,,,,,,,
mop,french fries,,,,,,,,,,,,,,,,,,
fruit basket,eggs,cake,mushroom,,,,,,,,,,,,,,,,
wholed cheeze,tomatoes,paneer,knor,milk,olive oil,butter,pancakes,mortien,cooking oil,ketchup,,,,,,,,,
maggi,spaghetti,vegetables mix,pancakes,frooti,mint,,,,,,,,,,,,,,
chocolate,turkey,maggi,vegetable basket,whole wheat pasta,pepper,mineral water,milk,olive oil,eggs,cake,cooking oil,cereals,french fries,mint,,,,,
chocolate,french fries,,,,,,,,,,,,,,,,,,
pepper,spaghetti,,,,,,,,,,,,,,,,,,
paneer,spaghetti,sandwich,kinley,green tea,,,,,,,,,,,,,,,
cooking oil,french fries,,,,,,,,,,,,,,,,,,
wholed cheeze,vegetable basket,milk,trolly bag,frooti,,,,,,,,,,,,,,,
maggi,french fries,sulaa vines,,,,,,,,,,,,,,,,,
tomatoes,,,,,,,,,,,,,,,,,,,
mop,eggs,green tea,chocolate,french fries,sulaa vines,axe body spray,,,,,,,,,,,,,
burgers,yams,milk,eggs,melons,,,,,,,,,,,,,,,
chocolate,,,,,,,,,,,,,,,,,,,
vegetable basket,spaghetti,milk,strawberries,,,,,,,,,,,,,,,,
maggi,spaghetti,yams,milk,cooking oil,chicken,cadbury white chocolate,toothpaste,,,,,,,,,,,,
spaghetti,vegetables mix,pancakes,,,,,,,,,,,,,,,,,
spirit fish,mineral water,trolly bag,mushroom,,,,,,,,,,,,,,,,
parle g,,,,,,,,,,,,,,,,,,,
red wine,mineral water,green tea,,,,,,,,,,,,,,,,,
burgers,,,,,,,,,,,,,,,,,,,
paneer,olive oil,,,,,,,,,,,,,,,,,,
chocolate,paneer,spaghetti,mineral water,salmon,eggs,cooking oil,french fries,,,,,,,,,,,,
vegetable basket,milk,green grapes,pancakes,tea,,,,,,,,,,,,,,,
maggi,chocolate,white wine,,,,,,,,,,,,,,,,,
red wine,maggi,vegetable basket,mineral water,milk,whole wheat basmati rice,fresh bread,green tea,,,,,,,,,,,,
vegetable basket,spaghetti,carrots,,,,,,,,,,,,,,,,,
cake,oatmeal,,,,,,,,,,,,,,,,,,
buns,paneer,trolly bag,french fries,,,,,,,,,,,,,,,,
eggs,chocolate,sunsilk,green tea,,,,,,,,,,,,,,,,
maggi,curd,,,,,,,,,,,,,,,,,,
ramdev mirchi,eggs,eggplant,,,,,,,,,,,,,,,,,
turkey,eggs,pancakes,,,,,,,,,,,,,,,,,
tomatoes,mineral water,,,,,,,,,,,,,,,,,,
pepper,olive oil,green tea,frooti,zucchini,,,,,,,,,,,,,,,
wholed cheeze,mineral water,trolly bag,cake,whole weat flour,salad,,,,,,,,,,,,,,
cake,french fries,,,,,,,,,,,,,,,,,,
chocolate,paneer,kissan puree,spaghetti,parle g,MTR Idli,green tea,,,,,,,,,,,,,
paneer,mineral water,milk,whole wheat basmati rice,cake,yogurt cake,light mayo,,,,,,,,,,,,,
french fries,mushroom,green tea,,,,,,,,,,,,,,,,,
cereals,parle g,yogurt cake,tomato juice,fresh bread,green tea,,,,,,,,,,,,,,
turkey,pepper,carrots,,,,,,,,,,,,,,,,,
milk,chicken,cadbury white chocolate,frooti,curd,,,,,,,,,,,,,,,
tomatoes,chocolate,sulaa vines,curd,,,,,,,,,,,,,,,,
meatballs,olive oil,clothes accessories,green tea,french fries,curd,,,,,,,,,,,,,,
eggs,chocolate,parle g,curd,,,,,,,,,,,,,,,,
spaghetti,mineral water,,,,,,,,,,,,,,,,,,
olive oil,chutney,yogurt cake,,,,,,,,,,,,,,,,,
turkey,mineral water,milk,salmon,eggs,protein bar,,,,,,,,,,,,,,
gums,,,,,,,,,,,,,,,,,,,
milk,french fries,,,,,,,,,,,,,,,,,,
eggs,,,,,,,,,,,,,,,,,,,
whole wheat pasta,mineral water,olive oil,energy bar,frooti,curd,,,,,,,,,,,,,,
frooti,,,,,,,,,,,,,,,,,,,
mortien,,,,,,,,,,,,,,,,,,,
mint,,,,,,,,,,,,,,,,,,,
turkey,maggi,vegetable basket,tomatoes,fruit basket,chicken,gums,cooking oil,frooti,Roohafza,green tea,,,,,,,,,
parle g,,,,,,,,,,,,,,,,,,,
cake,,,,,,,,,,,,,,,,,,,
maggi,,,,,,,,,,,,,,,,,,,
knor,olive oil,chicken,cooking oil,cottage cheese,,,,,,,,,,,,,,,
wholed cheeze,buns,chicken,french fries,,,,,,,,,,,,,,,,
spirit fish,MTR Achaar,olive oil,french wine,basmati rice,,,,,,,,,,,,,,,
pancakes,parle g,,,,,,,,,,,,,,,,,,
ramdev mirchi,sulaa vines,,,,,,,,,,,,,,,,,,
maggi,vegetable basket,milk,nonfat milk,eggs,green beans,french fries,frooti,pepper spray,pancakes,light mayo,melons,tomato juice,,,,,,,
milk,melons,,,,,,,,,,,,,,,,,,
spaghetti,whole weat flour,cottage cheese,protein bar,,,,,,,,,,,,,,,,
antioxydant juice,,,,,,,,,,,,,,,,,,,
curd,,,,,,,,,,,,,,,,,,,
chocolate,tomatoes,paneer,kissan puree,mineral water,salmon,pancakes,,,,,,,,,,,,,
mineral water,,,,,,,,,,,,,,,,,,,
turkey,tomatoes,spaghetti,french fries,mushroom,,,,,,,,,,,,,,,
turkey,burgers,red wine,tomatoes,spaghetti,mineral water,peanuts,vegetables mix,pancakes,french fries,,,,,,,,,,
french fries,,,,,,,,,,,,,,,,,,,
spaghetti,chocolate,almonds,chicken,eggs,cooking oil,french fries,sulaa vines,,,,,,,,,,,,
burgers,maggi,pepper,spaghetti,mineral water,almonds,chicken,mortien,curd,,,,,,,,,,,
eggs,parle g,,,,,,,,,,,,,,,,,,
wholed cheeze,paneer,chocolate,french fries,,,,,,,,,,,,,,,,
buns,vegetable basket,paneer,spaghetti,knor,eggs,tea,chocolate,tomato juice,zucchini,,,,,,,,,,
chocolate,red wine,vegetable basket,tomatoes,paneer,spaghetti,eggs,mortien,green beans,green tea,french fries,parle g,,,,,,,,
olive oil,,,,,,,,,,,,,,,,,,,
eggs,condoms,cereals,green tea,,,,,,,,,,,,,,,,
turkey,spirit fish,buns,whole wheat pasta,spaghetti,mineral water,milk,pancakes,cake,french fries,mushroom,pepper spray,zucchini,,,,,,,
chocolate,,,,,,,,,,,,,,,,,,,
paneer,spaghetti,mineral water,antioxydant juice,french fries,,,,,,,,,,,,,,,
burgers,chicken tikka,whole wheat pasta,mineral water,olive oil,trolly bag,frooti,cottage cheese,brownies,,,,,,,,,,,
curd,,,,,,,,,,,,,,,,,,,
yams,,,,,,,,,,,,,,,,,,,
peanuts,eggs,brownies,,,,,,,,,,,,,,,,,
turkey,buns,spaghetti,pancakes,green tea,,,,,,,,,,,,,,,
cake,parle g,pancakes,curd,,,,,,,,,,,,,,,,
buns,maggi,paneer,spaghetti,mineral water,milk,pancakes,cake,gums,mortien,chicken,whole weat flour,french fries,frooti,pepper spray,,,,,
green tea,,,,,,,,,,,,,,,,,,,
french fries,,,,,,,,,,,,,,,,,,,
french wine,cake,kinley,mint,,,,,,,,,,,,,,,,
maggi,french fries,,,,,,,,,,,,,,,,,,
burgers,vegetable basket,mineral water,patanjali tea,whole wheat basmati rice,frooti,,,,,,,,,,,,,,
oil,carrots,tomato juice,,,,,,,,,,,,,,,,,
eggs,,,,,,,,,,,,,,,,,,,
mineral water,chocolate,chicken,green tea,,,,,,,,,,,,,,,,
cake,french fries,,,,,,,,,,,,,,,,,,
burgers,almonds,eggs,french fries,,,,,,,,,,,,,,,,
strawberries,,,,,,,,,,,,,,,,,,,
green beans,,,,,,,,,,,,,,,,,,,
vegetable basket,,,,,,,,,,,,,,,,,,,
jalebi,tomatoes,fruit basket,spaghetti,,,,,,,,,,,,,,,,
paneer,pepper,milk,olive oil,butter,mortien,green tea,chocolate,mushroom,,,,,,,,,,,
fruit basket,spaghetti,green grapes,,,,,,,,,,,,,,,,,
fruit basket,,,,,,,,,,,,,,,,,,,
knor,,,,,,,,,,,,,,,,,,,
buns,tomatoes,spaghetti,mineral water,chutney,eggs,cake,french fries,,,,,,,,,,,,
vegetable basket,french fries,mashed potato,,,,,,,,,,,,,,,,,
maggi,whole wheat basmati rice,cake,sulaa vines,pancakes,green tea,,,,,,,,,,,,,,
mineral water,french fries,protein bar,,,,,,,,,,,,,,,,,
MTR Achaar,eggs,,,,,,,,,,,,,,,,,,
burgers,milk,cooking oil,hot dogs,,,,,,,,,,,,,,,,
chicken tikka,spaghetti,milk,muffins,frooti,hot dogs,curd,,,,,,,,,,,,,
burgers,whole wheat basmati rice,,,,,,,,,,,,,,,,,,
kissan puree,olive oil,gums,strawberries,curd,,,,,,,,,,,,,,,
mineral water,,,,,,,,,,,,,,,,,,,
mineral water,,,,,,,,,,,,,,,,,,,
mineral water,knor,chicken,green tea,,,,,,,,,,,,,,,,
milk,Roohafza,,,,,,,,,,,,,,,,,,
turkey,wholed cheeze,knor,green tea,,,,,,,,,,,,,,,,
eggs,fresh bread,green tea,,,,,,,,,,,,,,,,,
patanjali tea,green tea,light mayo,,,,,,,,,,,,,,,,,
vegetable basket,,,,,,,,,,,,,,,,,,,
vegetable basket,milk,eggs,green tea,,,,,,,,,,,,,,,,
MTR Achaar,mineral water,snickers,,,,,,,,,,,,,,,,,
burgers,tomatoes,paneer,spaghetti,mineral water,milk,cake,french fries,fresh bread,green tea,,,,,,,,,,
parle g,,,,,,,,,,,,,,,,,,,
parle g,,,,,,,,,,,,,,,,,,,
curd,,,,,,,,,,,,,,,,,,,
fruit basket,french wine,cooking oil,curd,,,,,,,,,,,,,,,,
buns,french fries,curd,,,,,,,,,,,,,,,,,
mineral water,chocolate,knor,,,,,,,,,,,,,,,,,
red wine,paneer,mineral water,salmon,eggs,pedigree,,,,,,,,,,,,,,
mineral water,chicken,strawberries,,,,,,,,,,,,,,,,,
butter,,,,,,,,,,,,,,,,,,,
condoms,,,,,,,,,,,,,,,,,,,
burgers,tomatoes,paneer,mineral water,eggs,cake,green tea,,,,,,,,,,,,,
spaghetti,mineral water,knor,olive oil,pancakes,whole wheat basmati rice,ginger garlic paste,green tea,,,,,,,,,,,,
chicken tikka,paneer,mineral water,knor,cake,,,,,,,,,,,,,,,
mushroom,,,,,,,,,,,,,,,,,,,
burgers,eggs,french fries,pancakes,,,,,,,,,,,,,,,,
milk,cottage cheese,,,,,,,,,,,,,,,,,,
vegetables mix,Roohafza,,,,,,,,,,,,,,,,,,
burgers,vegetable basket,whole wheat pasta,milk,green tea,,,,,,,,,,,,,,,
paneer,mineral water,eggs,pepsi,curd,,,,,,,,,,,,,,,
turkey,wholed cheeze,mineral water,milk,butter,whole wheat basmati rice,,,,,,,,,,,,,,
vegetable basket,paneer,mineral water,french wine,chutney,chicken,eggplant,,,,,,,,,,,,,
Roohafza,,,,,,,,,,,,,,,,,,,
milk,fresh bread,,,,,,,,,,,,,,,,,,
milk,MTR Idli,cottage cheese,tomato juice,green tea,,,,,,,,,,,,,,,
knor,melons,salad,,,,,,,,,,,,,,,,,
burgers,eggs,,,,,,,,,,,,,,,,,,
spaghetti,chocolate,energy bar,french fries,hajmola,green tea,,,,,,,,,,,,,,
turkey,paneer,meatballs,eggplant,mushroom,,,,,,,,,,,,,,,
mineral water,whole wheat basmati rice,zucchini,,,,,,,,,,,,,,,,,
play dude magazines,,,,,,,,,,,,,,,,,,,
chocolate,,,,,,,,,,,,,,,,,,,
chocolate,french fries,,,,,,,,,,,,,,,,,,
wholed cheeze,mineral water,,,,,,,,,,,,,,,,,,
wholed cheeze,spaghetti,olive oil,eggs,whole wheat basmati rice,cake,chicken,white wine,,,,,,,,,,,,
buns,trolly bag,,,,,,,,,,,,,,,,,,
mineral water,Roohafza,,,,,,,,,,,,,,,,,,
mineral water,white coffee,mushroom,,,,,,,,,,,,,,,,,
parle g,,,,,,,,,,,,,,,,,,,
mineral water,chocolate,mushroom,,,,,,,,,,,,,,,,,
french wine,vegetables mix,,,,,,,,,,,,,,,,,,
energy bar,pancakes,sulaa vines,,,,,,,,,,,,,,,,,
buns,mineral water,eggs,cake,cereals,brownies,pancakes,tomato juice,curd,green tea,,,,,,,,,,
eggs,parle g,,,,,,,,,,,,,,,,,,
parle g,,,,,,,,,,,,,,,,,,,
buns,,,,,,,,,,,,,,,,,,,
vegetable basket,french fries,,,,,,,,,,,,,,,,,,
cooking oil,cottage cheese,,,,,,,,,,,,,,,,,,
chocolate,cake,cottage cheese,green tea,,,,,,,,,,,,,,,,
curd,,,,,,,,,,,,,,,,,,,
mineral water,muffins,,,,,,,,,,,,,,,,,,
whole wheat pasta,milk,gold flake,,,,,,,,,,,,,,,,,
sulaa vines,,,,,,,,,,,,,,,,,,,
fruit basket,eggs,cottage cheese,light mayo,,,,,,,,,,,,,,,,
milk,chocolate,sulaa vines,,,,,,,,,,,,,,,,,
gums,,,,,,,,,,,,,,,,,,,
spirit fish,vegetable basket,tomatoes,spaghetti,butter,almonds,pancakes,trolly bag,frooti,,,,,,,,,,,
pepper,frooti,,,,,,,,,,,,,,,,,,
eggs,white wine,,,,,,,,,,,,,,,,,,
energy bar,chicken,,,,,,,,,,,,,,,,,,
fresh bread,,,,,,,,,,,,,,,,,,,
knor,milk,trolly bag,whole wheat basmati rice,ginger garlic paste,pepper spray,green tea,,,,,,,,,,,,,
red wine,spaghetti,knor,eggs,mushroom,Roohafza,,,,,,,,,,,,,,
chocolate,mushroom,sulaa vines,,,,,,,,,,,,,,,,,
burgers,eggs,cooking oil,,,,,,,,,,,,,,,,,
green tea,,,,,,,,,,,,,,,,,,,
wholed cheeze,mineral water,milk,chicken,eggs,,,,,,,,,,,,,,,
mineral water,milk,chocolate,,,,,,,,,,,,,,,,,
parle g,,,,,,,,,,,,,,,,,,,
wholed cheeze,buns,fruit basket,whole wheat pasta,paneer,spaghetti,yams,milk,curd,,,,,,,,,,,
vegetable basket,mineral water,milk,,,,,,,,,,,,,,,,,
chocolate,eggs,french fries,Roohafza,,,,,,,,,,,,,,,,
Roohafza,,,,,,,,,,,,,,,,,,,
knor,pepsi,,,,,,,,,,,,,,,,,,
french fries,pancakes,,,,,,,,,,,,,,,,,,
mineral water,knor,eggs,chocolate,frooti,protein bar,,,,,,,,,,,,,,
milk,clothes accessories,curd,,,,,,,,,,,,,,,,,
burgers,mushroom,pasta,,,,,,,,,,,,,,,,,
french fries,,,,,,,,,,,,,,,,,,,
mineral water,eggplant,cereals,antioxydant juice,,,,,,,,,,,,,,,,
strawberries,green tea,,,,,,,,,,,,,,,,,,
milk,tea,frooti,tomato juice,,,,,,,,,,,,,,,,
mineral water,salmon,,,,,,,,,,,,,,,,,,
basmati rice,kinley,,,,,,,,,,,,,,,,,,
energy bar,french fries,,,,,,,,,,,,,,,,,,
wholed cheeze,buns,tomatoes,kissan puree,corn,,,,,,,,,,,,,,,
burgers,mushroom,MTR Idli,,,,,,,,,,,,,,,,,
mineral water,energy bar,butter,french fries,,,,,,,,,,,,,,,,
curd,,,,,,,,,,,,,,,,,,,
mineral water,olive oil,gums,cooking oil,,,,,,,,,,,,,,,,
french wine,eggs,chocolate,curd,,,,,,,,,,,,,,,,
muffins,,,,,,,,,,,,,,,,,,,
frooti,,,,,,,,,,,,,,,,,,,
carrots,green tea,,,,,,,,,,,,,,,,,,
fruit basket,paneer,,,,,,,,,,,,,,,,,,
pancakes,whole wheat basmati rice,hajmola,,,,,,,,,,,,,,,,,
burgers,chicken tikka,red wine,,,,,,,,,,,,,,,,,
maggi,mineral water,knor,patanjali tea,,,,,,,,,,,,,,,,
turkey,burgers,paneer,milk,olive oil,cake,fresh bread,,,,,,,,,,,,,
eggs,whole wheat basmati rice,cake,green tea,mushroom,,,,,,,,,,,,,,,
milk,,,,,,,,,,,,,,,,,,,
whole wheat pasta,green tea,,,,,,,,,,,,,,,,,,
curd,,,,,,,,,,,,,,,,,,,
burgers,vegetable basket,mop,eggs,,,,,,,,,,,,,,,,
muffins,,,,,,,,,,,,,,,,,,,
turkey,milk,,,,,,,,,,,,,,,,,,
gold flake,salmon,green tea,french fries,frooti,hot dogs,,,,,,,,,,,,,,
vegetable basket,spaghetti,eggs,,,,,,,,,,,,,,,,,
burgers,spirit fish,spaghetti,muffins,trolly bag,,,,,,,,,,,,,,,
yogurt cake,,,,,,,,,,,,,,,,,,,
spaghetti,mineral water,chicken,,,,,,,,,,,,,,,,,
turkey,paneer,carrots,french fries,melons,,,,,,,,,,,,,,,
paneer,chicken,ramdev mirchi,green grapes,trolly bag,chocolate,french fries,sulaa vines,frooti,mushroom,,,,,,,,,,
french fries,salad,,,,,,,,,,,,,,,,,,
yogurt cake,,,,,,,,,,,,,,,,,,,
hajmola,,,,,,,,,,,,,,,,,,,
spaghetti,knor,vegetables mix,spinach,french fries,mushroom,cauliflower,toothpaste,,,,,,,,,,,,
curd,,,,,,,,,,,,,,,,,,,
eggs,,,,,,,,,,,,,,,,,,,
paneer,whole wheat basmati rice,,,,,,,,,,,,,,,,,,
tomatoes,mineral water,eggplant,,,,,,,,,,,,,,,,,
wholed cheeze,tomatoes,spaghetti,mineral water,knor,trolly bag,chicken,chocolate,french fries,,,,,,,,,,,
vegetable basket,knor,milk,eggs,whole wheat basmati rice,chocolate,mushroom,melons,,,,,,,,,,,,
buns,maggi,knor,eggs,oil,cooking oil,Roohafza,protein bar,curd,,,,,,,,,,,
energy bar,cake,chocolate,,,,,,,,,,,,,,,,,
vegetable basket,paneer,spaghetti,olive oil,whole wheat basmati rice,eggplant,cottage cheese,,,,,,,,,,,,,
red wine,spaghetti,milk,eggs,chocolate,,,,,,,,,,,,,,,
cooking oil,,,,,,,,,,,,,,,,,,,
mineral water,eggs,protein bar,,,,,,,,,,,,,,,,,
burgers,chicken tikka,vegetable basket,tomatoes,cake,chicken,green tea,toothpaste,mint,,,,,,,,,,,
wholed cheeze,mineral water,olive oil,energy bar,,,,,,,,,,,,,,,,
milk,cake,green tea,,,,,,,,,,,,,,,,,
tomatoes,spaghetti,meatballs,chicken,eggs,,,,,,,,,,,,,,,
eggs,eggplant,,,,,,,,,,,,,,,,,,
wholed cheeze,butter,chocolate,french fries,parle g,,,,,,,,,,,,,,,
turkey,tomatoes,mineral water,eggs,condoms,,,,,,,,,,,,,,,
milk,tomato juice,curd,green tea,,,,,,,,,,,,,,,,
eggs,,,,,,,,,,,,,,,,,,,
butter,green grapes,frooti,curd,,,,,,,,,,,,,,,,
burgers,mushroom,MTR Idli,,,,,,,,,,,,,,,,,
energy bar,eggs,,,,,,,,,,,,,,,,,,
eggs,pepper spray,curd,,,,,,,,,,,,,,,,,
whole wheat pasta,spaghetti,olive oil,butter,chocolate,french fries,tomato juice,curd,,,,,,,,,,,,
vegetable basket,whole wheat pasta,paneer,mineral water,chocolate,milk,olive oil,almonds,french wine,yogurt cake,fresh bread,,,,,,,,,
kinder joy,zucchini,,,,,,,,,,,,,,,,,,
knor,condoms,cooking oil,chocolate,parle g,sulaa vines,salt,,,,,,,,,,,,,
energy bar,eggs,french fries,sulaa vines,axe body spray,,,,,,,,,,,,,,,
sandwich,salt,,,,,,,,,,,,,,,,,,
hajmola,,,,,,,,,,,,,,,,,,,
chocolate,wholed cheeze,maggi,spaghetti,olive oil,trolly bag,strawberries,mint,,,,,,,,,,,,
knor,olive oil,pancakes,ginger garlic paste,sulaa vines,curd,,,,,,,,,,,,,,
mineral water,vegetables mix,curd,,,,,,,,,,,,,,,,,
buns,fruit basket,paneer,pepper,spaghetti,cream,patanjali tea,almonds,french wine,pancakes,eggs,,,,,,,,,
burgers,paneer,pancakes,salt,,,,,,,,,,,,,,,,
burgers,vegetable basket,fruit basket,spaghetti,neckrest,vegetables mix,pancakes,trolly bag,hot dogs,curd,,,,,,,,,,
