,episode no.,speaker,dialouge
3884,15,Sleepy Gary,": Sleepy Gary, m-my head is filled with memories of our friendship. I'm convinced that you're Beth's husband and I'm your friend, but if those memories can't be trusted, then..."
3885,15,Jerry,": Jerry, just say it."
3886,15,Sleepy Gary,": Sleepy Gary, how do we know I'm real?"
3887,15,Sleepy Gary,": Jesus, Jerry. No, you're real. Hey, look at me. Now, I don't know which way is up out there, but I know us, and you're real, Jerry. Remember our vacation?"
3888,15,Jerry,": They're filming that new ""Star Wars"" movie down the coast. Should we check it out?"
3889,15,Sleepy Gary,": Sure. Why not? (Gary drinks, Jerry drops his bottle, both he and Gary reach for it)"
3890,15,Jerry,: Maybe we'll see Chewbacca.
3891,15,Sleepy Gary,: I'd like that. ( Kissing ) What are we doing?
3892,15,Jerry,: I don't give a damn what else happens out there. You and I are going to survive this.
3893,15,Frankenstein,": Okay. Hey, we agreed. Never in the house."
3894,15,Rick,": That's a cool watch there, Rick. Can I check it out?"
3895,15,Frankenstein,": Uh, no thank -- ( grunts ) Okay. Trying to figure out how to lower the blast shields, huh? Anybody here think it's suspicious that a lot of people in here can't wait to get out of here?"
3896,15,Rick,": Ah, you're paranoid, Rick. You've been paranoid since 'nam."
3897,15,Frankenstein,": So, what are you gonna do when you rotate back to the world, Frankenstein?"
3898,15,Rick,": Shi-i-i-i-t. I'mma bust a -- ( cut back to the present, Rick grunts )"
3899,15,All,": No! Get out of my head, parasite! No! Drop it. Give me the gun, Frankenstein! ( indistinct shouting ) Give it back!"
3900,15,Rick,: Yeah! ( applause ) Frankenstein!
3901,15,Reverse Giraffe,: ( breathing heavily ) Is anyone here even real? Am I the only real person on earth?!
3902,15,Hamurai,": Maybe. Or maybe, just maybe, we're all real. You know me. I'm reverse giraffe. I have a short neck and legs. I went to college with Hamurai."
3903,15,Reverse Giraffe,: Hai!
3904,15,Ghost in a Jar,: I saved Ghost In A Jar's life in Vietnam.
3905,15,Reverse Giraffe,: Boo rah!
3906,15,Beth,": And Beth, how many times have I been a shoulder for you to cry on?"
3907,15,Reverse Giraffe,: ( sighs ) Too many.
3908,15,Mrs. Refrigerator,": Okay, so maybe we're just all fake."
3909,15,Reverse Giraffe,: That don't make no sense!
3910,15,Rick,": Or maybe, there's only one deceiver here -- The person that keeps telling us the path to salvation is being held prisoner and mistrusting each other."
3911,15,Reverse Giraffe,": Hey, don't blame me! I tried to shoot Summer 10 minutes ago!"
3912,15,Morty,": I know we all have beloved memories of Rick, but are we really supposed to believe that a mad scientist inventor with a flying car just showed up on our doorstep after being gone for years?"
3913,15,Rick,": Yeah, you know, he does have a lot of really weird, made-up sounding catchphrases."
3914,15,All,": Wubba lubba dub dub! Ricky ticky tavi, beyotch! And that's the wa-a-a-a-y the news goes. Hit the sack, jack. Uh-oh! Somersault jump. Aids! And that's why I always say shum shum shlippedy dop! Grassss tastes bad-ah. No jumpin' in the sewer. Burger time! Rubber baby baby bunkers! Lick, lick, lick my balls! ( laughs ) yeah! Say that all the time."
3915,15,Beth,: ( muttering ) That's a fake-ass catchphrase right there.
3916,15,Rick,: And don't forget his incredibly vague back story.
3917,15,Beth,": Beth, I'm your father!"
3918,15,Morty,": Oh, are you, dad? Are you?"
3919,15,Rick,": Rick, if you want to prove you're real, just do what any of the rest of us would do and -- and -- and open the blast shields and let us the hell out of here!"
3920,15,Mrs. Refrigerator,": Why don't you make me, implausibly naive pubescent boy with an old Jewish comedy writer's name?"
3921,15,Morty,: In your face!
3922,15,Rick,": Give me the gun. (Looks at everyone else) I'm not doing this in front of Pencilvester. Bring him to the garage. ( all cheering ) All right, you listen to me, you son of a bitch parasite scum. We could either do this the easy way or the hard way. You know, y-y-y-- do you want to live? Then open the blast shield doors."
3923,15,Morty,": Shut up, Morty, you brainwashed, little turd that might not even be real because I'm brainwashed, too."
3924,15,Rick,": You know, Rick, this isn't easy for us. You know, w-we all remember you as a friend."
3925,15,Morty,": Oh, oh, oh, really? Well, I remember you as a whiny, little piece of shit, Morty!"
3926,15,Rick,": Oh -- oh, yeah?"
3927,15,Duck with Muscles,": Yeah! I've got about a thousand memories of your dumb, little ass and about six of them are pleasant. The rest is annoying garbage. So why don't you do us both a favor and pull the trigger? Do it! Do it, mother[bleep] Pull the [bleep] trigger!"
3928,15,Rick,": Oh, wow. Baby Wizard was a parasite? He set me up with my wife."
3929,15,Morty,: What the hell?
3930,15,Rick,": I figured it out, Rick! The parasites can only create pleasant memories. I know you're real because I have a ton of bad memories with you!"
3931,15,Morty,": Holy crap, Morty, you're right."
3932,15,Rick,: Is -- is -- isn't that what you were trying to make me understand by yelling at me?
3933,15,Rick,": Well, yeah, duh-doy. T-took you long enough. (Rick turns the dial on the washing machine, the wall draws back to reveal a set of guns)"
3934,15,Morty,": Now let's go, Morty. We got a lot of friends and family to exterminate. ( grunts )"
3935,15,Rick,: Everybody remain calm! This is gonna take some explaining.
3936,15,Mrs. Refrigerator,: We need to kill everyone that we can only remember fondly. Who's got a bad memory about Mrs. Refrigerator?
3937,15,Beth,": I-I-I-I -- everyone has bad memories of me. You remember that one time? (flashback, Beth, Jerry, Mrs. Refrigerator and a lot of other people on a roller coaster, screaming, cut back to the present) Ooh, man, we couldn't stop screaming."
3938,15,Mrs. Refrigerator,": Uh, roller coasters aren't bad, Mrs. Refrigerator. They're thrilling. And you've been a perfect companion to me my entire life."
3939,15,Rick,: The jig is up! ( whimpering ) get me out of here. Get me out of here! Aah! ( screeching ) ( all gasping ) Oh [bleep]
3940,15,Summer,": Everybody back! If you're not a parasite, you have nothing to fear. What about Summer?"
3941,15,Summer,: Why am I always your go-to?
3942,15,Morty,: Never go in my room again.
3943,15,Summer,: I didn't! (Cut back to the present) She's real. She's my bitch of a sister.
3944,15,Beth,": Nice. (Flashback) Mom, are you driving me to --"
3945,15,Summer,": Hmm? Yeah, yeah, yes. What time?"
3946,15,Beth,": Oh, my god. Are you drunk?"
3947,15,Summer,": ( belches ) * slurring * What're you, my life coach?"
3948,15,Beth,": Your what? Oh! God! Oh. Oh, my gosh. Oh! God! Mom!"
3949,15,Summer,": Sweetheart, are you okay? I didn't mean to --"
3950,15,Beth,: I'm gonna have a bruise! It's picture day!
3951,15,Summer,": It's not, don't overreact. I can clean it up."
3952,15,Summer,: ( sobs ) I want the police to take me!
3953,15,Beth,": Morty, give a gun to the lady that got pregnant with me too early and constantly makes it our problem."
3954,15,Cross Teddy Bear,": Thank you, sweetie."
3955,15,Beth,": Beth, Beth, please!"
3956,15,Rick,": I thought it was too good to be true that we'd have compatible kidneys. (shoots the bear, parasite screeches ) ( guns cock ) ( screaming ) ( blasting ) ( screeching )"
3957,15,Pencilvester,": (Corners Pencilvester) Come on, man. Haven't we ever had an uncomfortable silence or an awkward fart on a road trip? Come on, Pencilvester. Give me anything."
3958,15,Rick,": Rick, I'm Pencilvester. Listen to that name. You can't kill me."
3959,15,Tinkles,: You're right. (To Morty) Kill Pencilvester.
3960,15,Summer,": Summer, I've always loved you!"
3961,15,Summer,": Yep. (Shoots Tinkles, parasite screeches ) ( all gasp, Summer shoots ) ( more screeching ) (Morty shouts)"
3962,15,Morty,": Oh, my god!"
3963,15,Summer,: I-I-I thought you went to a concert!
3964,15,Morty,: We forgot the tickets! Why in the kitchen?!
3965,15,Summer,: I do it everywhere! Stop shaming me!
3966,15,Morty,: You're not the victim here!
3967,15,Summer,": I hate you, and I was thinking about your friend Grace!"
3968,15,Mr. Beauregard,": Aaaaaah! (cut back to the present, more shooting, parasites screeching )"
3969,15,Rick,": Ah. Master Rick. Remember when you weren't going to shoot me? (Rick shoots Mr. Beauregard, parasite screeches )"
3970,15,Ghost in a Jar,: I guess I did the butler! Ha ha! Does -- d-does that scan?
3971,15,Rick,": Oh, I-I get it. It's a play on ""the butler did it."""
3972,15,Jerry,": Thanks, ghost in a jar. You always were good at pointing out potentially obscure comedy. (shoots ghost in a jar, parasite screeches ) ( screeches )"
3973,15,Sleepy Gary,": You got to hide me, Sleepy Gary."
3974,15,Jerry,": Don't worry. I have a plan. If we can get to my boat, there's a -- (Beth shoots Sleepy Gary, Gary slowly turns back into a parasite, screeches )"
3975,15,Beth,": No. No! Send me to Gary. I want to be with Gary. (Flashback, Jerry is running away from a hobo)"
3976,15,Jerry,: Whoa. What the hell?
3977,15,Beth,: Look out for that homeless guy!
3978,15,Jerry,: Open the door! Open the door! Open the door!
3979,15,Beth,: There isn't time! Just run!
3980,15,Jerry,: ( grunts ) Get out here and help me!
3981,15,Beth,: They say you shouldn't do that! Just run!
3982,15,Jerry,": Ugh. Sorry, Jerry. You're real."
3983,15,Beth,: ( crying ) I'm a parasite!
3984,15,Jerry,": Yeah, but you're real."
3985,15,Beth,: (tries to kiss Beth)
3986,15,Jerry,": Uh, uh, I need time to forget about Sleepy Gary."
3987,15,Rick,": Me, too. ( Rick opens the blast shields )"
3988,15,Jerry,": From now on, let's all be careful to wash our hands when we get back from outer space. That goes for everyone."
3989,15,Rick,: This is depressing. We killed every good person in the house. We're what's left? What a family.
3990,15,Mr. Poopybutthole,": At least we're real, Jerry. We're real. Ricky ticky tavi!"
3991,15,Mr. Poopybutthole,": Ooh, whee! Amen to that. Now, this little poopypants is hungry. Will somebody pass me a pork chop? ( chomping )"
3992,15,Rick,": Huh. I-is -- is something wrong, Beth? (Beth shoots Mr. Poopybutthole) Ow! ( screams ) oh, my god!"
3993,15,Beth,": No, Beth! Oh [bleep]"
3994,15,Mr. Poopybutthole,": Wait, but I --"
3995,15,Jerry,": Oh, Beth! Why?!"
3996,15,Mr. Poopybutthole,": I need an ambulance! There's been a shooting. My wife shot... Uh, my -- my wife shot a long-time family friend."
3997,15,Summer,: Why?
3998,15,Beth,": Oh, my god, oh, my god, oh, my god, Mr. Poopybutthole."
3999,15,Morty,: I-I thought --
4000,15,Mr. Poopybutthole,: Keep breathing!
4001,15,Morty,": Oh, god. What's happening?"
4002,15,Mr. Poopybutthole,: Look at me! Look at me! Don't -- don't fall asleep!
4003,15,Rick,": Is -- is this what bleeding to death is? Oh, whee. Is this how I die?"
4004,15,Mr. Poopybutthole,": Oh, geez! Oh, my god!"
4005,15,Beth,": Why would you do this? Beth. It's not supposed to hurt. I-I thought... ( siren wails ) Ooh, whee."
4006,15,Rick,": Oh, he -- he's looking a lot better."
4007,15,Beth,": Listen, Beth, don't torture yourself. I made a similar mistake years ago, but, you know, on a planetary scale."
4008,15,Rick,": Is, um, is he mad at me?"
4009,15,Beth,": He's not pressing charges. I mean, that's got to be the ""you shot me"" equivalent of not being mad."
4010,15,Doctor,: Can he have visitors?
4011,15,Rick,": He'd like to be alone. He told me to tell you he's sorry you didn't have bad memories of him? If you love him, you should leave. ( door closes )"
4012,16,Man,": Hey, golf is easy now!"
4013,16,Man,: Aahh! Golf is hard again! Golf is hard agaaaaaaain!
4014,16,Terry,": The view here is the same as yours, Jim. A giant head has entered Earth’s gravity, triggering climate change and natural disasters we thought were impossible for at least another eight years."
4015,16,Jim,": (in news studio) Let’s not make this political, Terry. Do we know what this giant head wants?"
4016,16,Giant Head,: SHOW ME WHAT YOU GOT.
4017,16,Terry,": Jim, you heard *static* said, “Show me what you got.”"
4018,16,Giant Head,": SHOW ME WHAT YOU GOT. I WANT TO SEE WHAT YOU GOT. (lamp post falls over, Terry runs out of frame)"
4019,16,Rick,": Oh boy. Time to go, Morty."
4020,16,Morty,": Uhh, where?"
4021,16,Rick,": The Pentagon. I mean, not THE Pentagon. *burp* The lame one, here on Earth."
4022,16,Summer,": Is it God? If it’s God, do we get out of school?"
4023,16,Beth,": It’s not God, Summer."
4024,16,Jerry,": She’s allowed to think it’s God if she wants, honey!"
4025,16,Beth,": Shut up, Jerry."
4026,16,Jerry,: Ok…
4027,16,Beth,": Dad, what do you know about this?"
4028,16,Rick,: Morty and I are going to look into it. You guys hold tight.
4029,16,Mr. Goldenfold,": Scary stuff, huh? Pretty freaky. Hi, I’m Morty’s math teacher. I’m also part of the street team inviting folks to the church downtown so we can pray together."
4030,16,Beth,: How is praying going to help?
4031,16,Mr. Goldenfold,": Ma’am, a giant head in the sky is controlling the weather. Did you wanna play checkers? Let’s be rational! I’ll see you at God’s house! (leaves)"
4032,16,President,": Gentlemen, gentlemen, one at a time! Simon?"
4033,16,Simon,": SETI, NORAD, and every broadcaster on the planet are attempting to show this being what humanity’s got. String theory, world history, the human genome."
4034,16,Nathan,": Have you tried sending it launch codes? Mr. President, what America’s got is 70,000 megatons of KABOOM-BOOM! And I say we show it right up this floating head’s ass!"
4035,16,Guards,: Hold it! Don’t move! (they approach Rick and Morty with guns)
4036,16,Rick,: Stay back! This watch turns people into snakes!
4037,16,President,: Stand down. Everybody stand down! I’m the leader of these people and I’m unarmed. There’s no need for any more snake-makery.
4038,16,Rick,: My name is Rick Sanchez. This here’s my grandson Morty. (drinks from flask)
4039,16,Everyone,": Hi, Morty."
4040,16,Morty,: Hey.
4041,16,Rick,": I’ve seen enough of the galaxy to know that what we’ve got here is a Cromulon from the Cygnus-5 Expanse. So you can forget about nukes, and you can forget about math. (points to viewscreen showing floating head) This head won’t go away until *burp* Earth shows them it’s got a hit song."
4042,16,Everyone,": Seriously, that’s impossible, etc…"
4043,16,Simon,: You mean like Vivaldi?
4044,16,Rick,": No, Frasier. A live performance of a newly-written, catchy, original song. The Cromulon feed on the talent and showmanship of less-evolved lifeforms."
4045,16,President,": All right, all right. Thank you, Mr. Sanchez. Change of plan, people. Get me Pharrell, Randy Newman, Billy Corgan, and The-Dream. (no one responds) The-Dream? He wrote “Umbrella” and “Single Ladies”? You people haven’t heard of The-Dream?"
4046,16,Rick,: You’re gonna wanna put them on that giant speaker system at your sonic testing facility at Area 51.
4047,16,Nathan,: How do you know about that?
4048,16,President,": For God’s sake, Nathan, the man turns people into snakes. He can use Google Maps."
4049,16,Aide,": Sir! Pharrell, Newman, Corgan, and that Dream guy. They’re all dead."
4050,16,President,: What? How is that possible? Do people just die when I name them?
4051,16,Aide,": The Grammys, sir. There was an earthquake and all the musicians... (sniffs, holding back tears) All the famous ones, they’re gone."
4052,16,President,: Dear God.
4053,16,Aide,": Hold on, sir, just a minute. Ice-T survived. He’s inbound on an F-15, ETA two hours."
4054,16,Rick,": Good luck, Mr. President."
4055,16,Simon,": Sir, the magnetic poles are about to reverse. In two hours, there may not be an Earth to save."
4056,16,President,: Sanchez! Are you a musician?
4057,16,Rick,": I dabble, Mr. President."
4058,16,President,: Get this man and his grandson on a Blackhawk to Area 51.
4059,16,Pastor Bob,": People! Everyone! Remain calm! Every crisis of faith is an opportunity for more faith! When God deals you an 11, you don’t fold! You double down, and always hit on a soft 16. That means you, Jews."
4060,16,Jew,": I beg your pardon, pastor, but the last I looked outside, it seems to be you that’s been dealt the weak hand. Jews rule! (no one responds) Nobody? Ok, tough church."
4061,16,Principal Vagina," Hi, Principal Vagina. The name’s real, possibly Scandinavian. I’m just gonna come out and make this pitch. The old gods are dead. F*** all previous existing religions. All hail the one true god, the giant head in the sky."
4062,16,Principal Vagina," Ah, di di di di. (to Bob) Bob, Bob, I get it. But unless this (holds up a necklace with a cross) can beat that… what have you done for me lately? (tosses necklace to Bob) So if you wanna excuse me, I’m going out on the sidewalk and dropping to my knees and pledging my eternal soul to the thing that literally controls the f***ing weather! (walks out) Outta my way!"
4063,16,Pastor Bob,": Ok, if sanity’s been restored to this assembly, I’d like to talk about the cost of repairing our new organ. Sally, the plate, please."
4064,16,Mr. Goldenfold,": (holds up a dollar) Ohhhh, this is my favorite part!"
4065,16,Morty,": Rick, are you really a musician?"
4066,16,Rick,": Who’s NOT a musician, Morty?"
4067,16,Morty,: Me!
4068,16,Rick,": Yeah, not with that attitude."
4069,16,Jump Master," We’re in the drop zone! I’m the jump master! My name’s Jamey! With an E-Y! Go, go, go! (Rick slides down rope)"
4070,16,Morty,: B-b-but we don’t have a song!
4071,16,Principal Vagina," Giant head in the sky, please forgive all that we’ve done. We’re sorry for increased levels of emissions and our racism. And of course, the amber alerts I keep ignoring on my phone."
4072,16,Rick,: WhooooOOOOAHHHH!!!!
4073,16,Morty,: WhooooOOOOAHHHH!!!!
4074,16,Rick,": (picks up a microphone) All right, Morty, let’s get ready to do it! Why don’t you, uh, find a button on one of those keyboards and lay down some kind of beat?"
4075,16,Morty,": Rick, I think we need to cut our losses. We get our family and portal out of here!"
4076,16,Rick,": Morty! Good music comes from people who are relaxed. Just hit a button, Morty! Gimme a beat!"
4077,16,Morty,": Oh man, ok, all right, um…"
4078,16,Rick,": Ahhhhh yeahhhhh

Ya gotta get schwifty

(Morty starts beating a tambourine in rhythm)

Ya gotta get schwifty in here

It’s time to get schwifty"
4079,16,Nathan,: Get… schwifty? What the hell is that?
4080,16,President,": It’s our world’s best effort, that’s what."
4081,16,Rick,": Take off your pants and your panties

Shit on the floor

Time to get schwifty in here

I’m Mr. Bulldops"
4082,16,Nathan,: Mr. Bulldops?
4083,16,President,": Don’t analyze it, Nathan. It’s working!"
4084,16,Rick,": Take a shit on the floor

Time to get schwifty in here"
4085,16,Pastor Bob,: And third-level donors get our all access family pass.
4086,16,Summer,: Listen! The storm is stopping!
4087,16,Rick,": Hey, take your pants off

It’s schwifty time today"
4088,16,Giant Head,: Hmmmm.
4089,16,Principal Vagina, Please be kind to us for we are but tiny things with entire bodies stuck to your ground.
4090,16,Giant Head,: I LIKE WHAT YOU GOT. GOOD JOB.
4091,16,Beth,": Now hold on a second, let’s be rational about this."
4092,16,Beth,": No, I’m… I’m just saying, we don’t know if there’s a cause-effect relationship --"
4093,16,Beth,": Oh, God, what’s going on now?"
4094,16,President,: What the hell happened?
4095,16,Aide,": Mr. President, you’re gonna wanna see this."
4096,16,Rick,: I think planet Earth has just been transported.
4097,16,Principal Vagina, The head has left and sent its children!
4098,16,Beth,: Holy CRAP!
4099,16,Summer,": Oh dear giant head, we apologize for that discussion! It will never happen again!"
4100,16,Simon,": Sir, we’ve started picking up on a garbled signal. We’re decrypting it now."
4101,16,Cromulon," WE ASKED THEM TO SHOW US WHAT THEY GOT. AND THEY DID. NOW WE’LL SEE WHICH OF THEM HAS GOT THE MOST. 24 HOURS, FIVE PLANETS, FIVE SONGS. BUT IN THE END, THERE CAN ONLY BE ONE. PLANET MUSIC! All participation is involuntary. Disqualified and losing planets are disintegrated by plasma ray."
4102,16,Rick,": Uhh, it’s probably a bad time to mention it, but any astronauts you guys had in orbit are definitely dead."
4103,16,Cromulon," Welcome back to Planet Music! First up, let’s hear the latest song from planet Parblesnops. The Greebybobes! SHOW ME WHAT YOU GOT."
4104,16,Greebybobe," Hold it, hold it, stop! Music isn’t about competition or captivity! If you love music, you love freedom. Let these worlds be free, please!"
4105,16,Cromulon, DISQUALIFIED!
4106,16,Cromulon, There’s one every season. Moving on to planet Arbolez Meterosos. Arbolian Meterososians. SHOW US WHAT YOU GOT.
4107,16,Arbolian Meterososian," Ah two, three, four…"
4108,16,Aide,": Rick, Morty, Ice-T. The timetable’s moved up. Earth’s on in six hours."
4109,16,Morty,: Like we’re not already under enough pressure! (Morty flips a bowl of peanuts at the aide and it hits him in the head. The aide leaves.)
4110,16,Rick,: Whoa ho ho ho ho!
4111,16,Ice-T,: Whoa ho ho ho ho!
4112,16,Rick,": Geez, Morty. The guy’s just doing his job. Take it easy."
4113,16,Morty,": Rick, Ice-T, could you guys take it less easy?! We’ve got six hours to come up with a song!"
4114,16,Rick,": Genius happens in the moment, Morty. (walks over to keyboard)"
4115,16,Morty,": Well, can we at least go get our family? You know, so we can take them with-with-with us if we lose?"
4116,16,Rick,": That’s planning for failure, Morty. Even dumber than regular planning. (presses a button on the keyboard) Balls."
4117,16,Rick,": Morty, Morty, stop! Listen! There’s only so much charge left in this thing. If we portal home from here and back, we’re not gonna have enough charge left to get off-world. Get it?"
4118,16,Morty,: What?!
4119,16,Rick,": Yeah, *burp* you see, I try to shelter you from certain realities, *burp* Morty. Cause if I let you make me nervous, then we can’t get schwifty."
4120,16,Morty,: Stop saying it like it’s a thing! You made it up!
4121,16,Rick,": Hey, Morty! Could you lick my… (Rick presses keys on the keyboard with the sample of him saying “Balls”)"
4122,16,Morty,": Rick, cut it out! That’s not funny, Rick!"
4123,16,Nathan,: I’ve seen enough. These guys are one-hit wonders.
4124,16,President,": And what’s your plan, General?"
4125,16,Nathan,": We still have the nuclear option. On my word, we can launch a nuclear missile at every one of those heads in the sky."
4126,16,President,": Our planet’s held captive on a live game show and your solution is to shoot the audience? You can put your faith in nukes if we get through this, General. Until then, I’ll put mine in Rick and Morty. “Get Schwifty” was a jam."
4127,16,Principal Vagina," Hello? Yes sir, yeah. Thank you sir, thank you. He says he’s proud of what we’re doing and hopes we have a great Ascension Festival! Happy Ascension!"
4128,16,All, Happy Ascension!
4129,16,Beth,: We should pack up and leave town now.
4130,16,Jerry,": I think it’s inspiring that our community is coping with fear in a way that involves a festival and homemade ice cream. If you’d stop being such an evangelical atheist, you might start enjoying yourself."
4131,16,Jerry,: Whoa! Look at you! You’re wearing the hat and everything!
4132,16,Summer,": Here’s yours! (puts hat on Jerry) Mom, do you mind if I cook dinner tonight?"
4133,16,Beth,": Yeah, sure. Wait, what??"
4134,16,Summer,: I love you guys. You gave me life. And it’s the will of the many heads that all children honor their parents.
4135,16,Beth,: Dinner sounds nice.
4136,16,Ethan," Pardon, Mr. and Mrs. Smith. Summer, are you coming to the Ascension?"
4137,16,Summer,": Father, can we please go to the Ascension?"
4138,16,Jerry,: Sure! Let’s go to the Ascension. Wh-wh-what is it?
4139,16,Principal Vagina," We hereby send these un-wantables skyward that they might be inhaled by the many heads, later to be sneezed back to us as better babies! (cuts first rope) Headward, free now to rise. (cuts second rope) Headward, free now to rise. (cuts third rope) Headward, free now to rise."
4140,16,Summer,": Oh yes, yes! Rise to the giant head! You are free to be free!"
4141,16,Ice-T," A squeegee comes up from the garage, right? And he’s got a lobster in one hand and movie tickets in the other. He’s like, “I’m ready!”"
4142,16,Ice-T, Who would take a lobster to see Iron Man 3?
4143,16,Ice-T," Aw, damn. We’re out of original flavor Fig Newtons. I should get going anyway."
4144,16,Rick,": Wait, wait, wait! Come on, h-hold on a second!"
4145,16,Morty,: What?!
4146,16,Ice-T, Damn. You didn’t tell me you f*** around with portals and shit.
4147,16,Morty,: That’s it!
4148,16,Rick,": Whoa, whoa! Morty! Give me that!"
4149,16,Morty,: You lied! You lied about the charge! You were just being lazy! Get back! Sit down!
4150,16,Rick,": Morty, just put it down. You don’t know what you’re doing."
4151,16,Morty,: I’m going to go find Mom and Dad.
4152,16,Rick,: Nooooo!
4153,16,Rick,": Ahhhh, sh**!"
4154,16,President,": Ah, sh**."
4155,16,Morty,": Ahhh, sh**."
4156,16,Summer,: And then Ethan played guitar and we learned the Seven Contemplations of the Head by singing them. It was really fun. Praise be the head!
4157,16,Jerry,: Praise be the…
4158,16,Beth,: Praise be the…
4159,16,Jerry,: Yeah.
4160,16,Principal Vagina," Hi folks, Head Priest Vagina. Thanks for farming all those potatoes. It’s 6 p.m., so if you’re a parent, you’re now entitled to adoration from your children."
4161,16,Summer,: I’m going to start dinner! (walks into the house)
4162,16,Beth,: I don’t know what to say. Summer is doing really well here.
4163,16,Jerry,": She’s aced every test in potato class, and look how important potatoes have become."
4164,16,Beth,: She’s not getting pregnant or doing drugs or missing curfew…
4165,16,Balloon Man,: Please help me! You can reach me if you try. Please help me!!
4166,16,Beth,: That’s not our business as long as Summer is thriving!
4167,16,Summer,: Taco time! (Summer pulls off the lid to reveal exactly 12 tacos.) I hope it pleases you as the head desires.
4168,16,Beth,": That’s wonderful, Summer!"
4169,16,Jerry,": We’re so proud of you. But honestly, you don’t have to make dinner every night."
4170,16,Summer,": Of course I do, silly! (gasps and drops lid) Oh my God, daddy, I’m sorry I called you silly! I’m so sorry! (turns around and drops to knees) Heavenly head and cranial creator! Forgive my transgressions against family and community! May my chores complete me as I complete them!"
4171,16,Birdperson,: Morty.
4172,16,Morty,: Birdperson?
4173,16,Birdperson,": You appear to be dying. I will make efforts to prevent this, but can promise nothing."
4174,16,Rick,": Wh-What do you think, Ice? Probably a little over-developed."
4175,16,Ice-T," Shit. Over-developed, under-developed. Bad songs are bad songs."
4176,16,Rick,": Well, do you think maybe, could you give me some help with it, or… ?"
4177,16,Ice-T," Ah, hell no, man. You do your thing, but I can’t afford to get my pride wrapped up in your shame. You know what I’m sayin’?"
4178,16,Rick,": Ice, I don’t want to be a negative Nelly or anything, but *burp* if Morty doesn’t come back with my portal gun and I eat it out there, it’s, uh, kind of your problem too."
4179,16,Ice-T," Pfff. I ain’t worried about no Earth blowin’ up, man."
4180,16,Rick,: What? Why not?
4181,16,Ice-T," Yo, this is why."
4182,16,Rick,: What the f***? You can turn into ice?
4183,16,Ice-T," My story begins at the dawn of time in the far away realm of Alphabetrium. There, every being is a letter of the alphabet. But I was frozen and exiled to the cosmos by my elders as punishment for not caring enough about anything. Earth is just one of the many stops on my lifelong journey with no destination. So you better believe I don’t care if it blows up! Cause I’ll just be ice, floatin’ through space, like a comet!"
4184,16,Rick,": Take it from me, Ice. *burp* You can’t just *burp* float around space not caring about stuff forever."
4185,16,Ice-T," Pshhhh. Man, watch me. Good luck, Rick."
4186,16,President,": Ok, things are getting out of hand. I better make sure Rick has everything he needs to “get schwifty.”"
4187,16,Nathan,": Oh, for God’s sake, that’s enough."
4188,16,President,": What the hell are you doing, Nathan? I’m the goddamn President of the United f***in’ States!"
4189,16,Nathan,": I’m setting the nuclear option to launch one minute into Earth’s performance. And you, Mr. President, I hope you like being hit in the face with a gun!"
4190,16,President,": Wait, wait, wait, why-why --"
4191,16,Birdperson,: I believe I can access the history of Rick’s gun and help you get back to him.
4192,16,Morty,": But can you help me get to my family? You know, at my house?"
4193,16,Birdperson,": Is your intention to abandon Rick using his own portal gun? In bird culture, this is considered a dick move."
4194,16,Morty,": All of Rick’s moves are dick moves! Wh-what am I eating? What is this, bird seed?"
4195,16,Birdperson,: It is random debris. I found it in my carpet. I don’t know what humans eat.
4196,16,Tammy,: You know what THIS human eats!
4197,16,Birdperson,": Don’t be gross, Tammy."
4198,16,Tammy,: (leans over to Morty and whispers) Bird… d***.
4199,16,Morty,": Tammy… gross. Birdperson, you always stick up for Rick, but he doesn’t care about anyone but himself. He doesn’t think about the consequences of anything he does."
4200,16,Birdperson,": And as a result, he has the power to save or destroy entire worlds. And he is the reason you and I know each other. And the reason I’m alive at all."
4201,16,Morty,: What’s that? Who’s that baby?
4202,16,Birdperson,": Morty, suppose you could retrieve your family from Earth but had to abandon Rick. I could give your loved ones shelter on Birdworld, even jobs, possibly as worm ranchers. How often do you think you might look up at the stars and wonder what might have been had you just put your faith in Rick?"
4203,16,Cromulon," That was Chunky Tunk with “Full Ming Mong, Empty Gorp Dorp.” Up next, planet Earth!"
4204,16,Morty,: Oh God! We’re up?!?!
4205,16,Principal Vagina," Jerry and Beth, your family is a golden example of what Headism has to offer the world."
4206,16,Beth,: The world?
4207,16,Principal Vagina, Headism is a hit. We’re taking it worldwide and would like Jerry to be our church’s “Head” of Advertising.
4208,16,Jerry,: You… would?
4209,16,Principal Vagina," Beth, we’d like to promote you from horse surgeon, straight past human surgeon, to “Head” of Medicine."
4210,16,Beth,: That’s my dream! That’s my dream.
4211,16,Jerry,": Thank you. This is all so overwhelming, but, uh… we can’t."
4212,16,Beth,: Absolutely not.
4213,16,Principal Vagina, I’m sorry?
4214,16,Beth,": We’ve been waiting 16 years for our daughter to respect us, but the key is, it has to be “our” daughter, not this person she’s become."
4215,16,Jerry,: We’ll take our chances raising her without fancy new jobs outside of a potato-based religion. (turns and puts his hands on Beth’s shoulders) And you know what? I’m sick of pretending that we’re together because of the kids in the first place! I married you because you’re the love of my life!
4216,16,Beth,": (puts her hands on Jerry’s sides) And I‘m lucky to have you and I never tell you that! You know, we will come out of this stronger as a family!"
