Date,User_ID,Steps,Calories,Distance,Active_Minutes,Heart_Rate,Sleep_Duration
2024-01-12,35,10364,2401,8.29,32,87,8.4
2024-01-13,35,11007,1817,8.81,79,96,7.0
2024-01-14,35,7114,2139,5.69,90,66,5.5
2024-01-15,35,19605,2884,15.68,89,90,8.9
2024-01-16,35,8256,2771,6.6,40,94,7.4
2024-01-17,35,18248,1867,14.6,92,78,6.5
2024-01-18,35,11991,1731,9.59,82,92,5.2
2024-01-19,35,11481,2780,9.18,54,73,7.1
2024-01-20,35,5274,2714,4.22,30,77,5.1
2024-01-21,35,13885,3213,11.11,32,89,4.3
2024-01-22,35,11332,3375,9.07,60,67,6.5
2024-01-23,35,4748,2535,3.8,62,81,5.3
2024-01-24,35,8395,2320,6.72,91,99,7.4
2024-01-25,35,10542,1836,8.43,47,79,7.0
2024-01-26,35,18177,2500,14.54,81,72,7.9
2024-01-27,35,15019,1866,12.02,108,60,4.5
2024-01-28,35,17124,2424,13.7,111,67,7.0
2024-01-29,35,5229,2932,4.18,62,100,4.0
2024-01-30,35,15795,2380,12.64,103,69,8.0
2024-01-01,36,11723,3008,9.38,56,70,8.3
2024-01-02,36,3311,2040,2.65,95,87,5.2
2024-01-03,36,16894,1812,13.52,117,96,4.2
2024-01-04,36,8001,1515,6.4,118,81,5.6
2024-01-05,36,18195,2869,14.56,63,92,6.6
2024-01-06,36,9925,2205,7.94,35,70,5.7
2024-01-07,36,12652,2287,10.12,67,61,7.6
2024-01-08,36,5699,3219,4.56,53,98,8.1
2024-01-09,36,15050,1831,12.04,118,82,8.1
2024-01-10,36,19682,3472,15.75,58,75,6.7
2024-01-11,36,11463,3128,9.17,102,61,4.7
2024-01-12,36,13008,2781,10.41,68,65,4.2
2024-01-13,36,4965,2946,3.97,97,96,5.0
2024-01-14,36,15524,2443,12.42,98,67,6.5
2024-01-15,36,4997,2959,4.0,52,72,4.1
2024-01-16,36,13009,1771,10.41,84,74,8.4
2024-01-17,36,15297,3072,12.24,78,76,5.8
2024-01-18,36,10780,1963,8.62,119,75,4.6
2024-01-19,36,7473,1899,5.98,119,64,6.0
2024-01-20,36,9148,2817,7.32,116,94,4.6
2024-01-21,36,17316,2427,13.85,117,95,4.8
2024-01-22,36,19903,2666,15.92,69,63,8.7
2024-01-23,36,14690,2936,11.75,112,70,5.2
2024-01-24,36,5943,3050,4.75,106,76,5.0
2024-01-25,36,17196,2063,13.76,40,79,4.8
2024-01-26,36,17407,1972,13.93,96,67,6.9
2024-01-27,36,14484,1600,11.59,45,68,4.3
2024-01-28,36,8219,2958,6.58,52,88,7.5
2024-01-29,36,5874,2322,4.7,79,69,6.7
2024-01-30,36,4110,2328,3.29,74,77,4.7
2024-01-01,37,19862,2203,15.89,38,79,8.6
2024-01-02,37,15961,3299,12.77,58,72,8.9
2024-01-03,37,15547,2709,12.44,67,70,6.4
2024-01-04,37,6952,2518,5.56,40,66,6.6
2024-01-05,37,3661,1590,2.93,30,100,4.4
2024-01-06,37,5865,1745,4.69,92,100,5.5
2024-01-07,37,10837,2607,8.67,99,69,8.7
2024-01-08,37,17166,1656,13.73,105,79,7.9
2024-01-09,37,4774,1577,3.82,85,82,6.3
2024-01-10,37,17706,1745,14.16,103,60,5.6
2024-01-11,37,8274,1504,6.62,93,82,7.0
2024-01-12,37,3376,2888,2.7,86,85,5.3
2024-01-13,37,11776,2961,9.42,44,84,7.1
2024-01-14,37,11551,1626,9.24,74,63,6.1
2024-01-15,37,5621,1574,4.5,55,94,4.9
2024-01-16,37,17926,1955,14.34,94,80,7.4
2024-01-17,37,6317,1572,5.05,115,99,4.5
2024-01-18,37,10218,2817,8.17,81,96,6.6
2024-01-19,37,11605,2398,9.28,30,84,9.0
2024-01-20,37,6171,2900,4.94,38,89,5.3
2024-01-21,37,19267,2136,15.41,72,96,7.7
2024-01-22,37,12304,3276,9.84,92,97,4.2
2024-01-23,37,18197,2690,14.56,85,74,8.0
2024-01-24,37,4194,3263,3.36,86,84,7.4
2024-01-25,37,9323,1568,7.46,113,73,7.6
2024-01-26,37,13796,1870,11.04,53,79,4.9
2024-01-27,37,13407,2521,10.73,101,84,8.1
2024-01-28,37,5244,1808,4.2,39,89,7.9
2024-01-29,37,19020,2879,15.22,50,81,7.9
2024-01-30,37,16999,3170,13.6,93,85,4.6
2024-01-01,38,7801,2627,6.24,55,84,5.3
2024-01-02,38,19517,2218,15.61,70,67,7.2
2024-01-03,38,10968,3478,8.77,45,85,4.1
2024-01-04,38,9306,2973,7.44,109,84,7.5
2024-01-05,38,15153,2451,12.12,63,85,4.9
2024-01-06,38,8342,2193,6.67,86,89,8.3
2024-01-07,38,7676,1844,6.14,84,91,7.2
2024-01-08,38,4158,2605,3.33,85,74,5.3
2024-01-09,38,17347,2474,13.88,32,64,7.6
2024-01-10,38,16929,3488,13.54,41,100,4.5
2024-01-11,38,9823,2408,7.86,88,75,7.0
2024-01-12,38,3957,1747,3.17,34,96,7.5
2024-01-13,38,6668,2344,5.33,45,100,4.4
2024-01-14,38,5026,1998,4.02,51,96,8.7
2024-01-15,38,14676,3492,11.74,32,92,8.8
2024-01-16,38,3240,1670,2.59,58,80,5.6
2024-01-17,38,11776,3399,9.42,40,96,7.8
2024-01-18,38,8967,1672,7.17,75,88,4.3
2024-01-19,38,7085,1666,5.67,98,80,8.6
2024-01-20,38,6402,2465,5.12,102,69,6.3
2024-01-21,38,15081,2813,12.06,64,66,5.2
2024-01-22,38,7614,3429,6.09,107,74,7.4
2024-01-23,38,3302,2009,2.64,115,80,8.0
2024-01-24,38,9446,3031,7.56,88,74,5.9
2024-01-25,38,3490,1814,2.79,64,94,7.8
2024-01-26,38,15778,1945,12.62,65,88,4.8
2024-01-27,38,19869,2942,15.9,40,66,7.0
2024-01-28,38,6649,1685,5.32,118,71,7.7
2024-01-29,38,11260,2530,9.01,115,79,4.2
2024-01-30,38,9399,3474,7.52,112,61,7.7
2024-01-01,39,19684,2410,15.75,34,91,5.8
2024-01-02,39,14142,2018,11.31,108,98,5.2
2024-01-03,39,5176,2512,4.14,105,93,5.2
2024-01-04,39,16892,2303,13.51,96,69,4.6
2024-01-05,39,13598,2954,10.88,61,65,7.7
2024-01-06,39,9218,2780,7.37,61,84,7.6
2024-01-07,39,4569,3180,3.66,32,66,4.1
2024-01-08,39,6068,1532,4.85,59,85,6.6
2024-01-09,39,15229,3029,12.18,112,89,7.8
2024-01-10,39,3801,1692,3.04,114,76,7.8
2024-01-11,39,15466,3405,12.37,51,88,8.1
2024-01-12,39,13429,1816,10.74,66,79,6.6
2024-01-13,39,9109,2774,7.29,79,64,6.1
2024-01-14,39,6981,2226,5.58,71,84,7.3
2024-01-15,39,18046,1900,14.44,109,88,7.2
2024-01-16,39,19845,3355,15.88,51,75,5.4
2024-01-17,39,17106,2068,13.68,69,70,6.7
2024-01-18,39,18962,2870,15.17,33,87,5.4
2024-01-19,39,17453,2619,13.96,57,87,6.7
2024-01-20,39,17259,2260,13.81,92,81,6.9
2024-01-21,39,18063,1909,14.45,51,73,6.3
2024-01-22,39,9298,1942,7.44,84,62,8.7
2024-01-23,39,14849,1849,11.88,39,62,6.1
2024-01-24,39,15661,2507,12.53,79,97,5.9
2024-01-25,39,11514,2281,9.21,57,94,8.0
2024-01-26,39,5462,1514,4.37,65,63,4.9
2024-01-27,39,9561,2916,7.65,113,69,5.0
2024-01-28,39,8964,2408,7.17,104,74,5.5
2024-01-29,39,6522,2489,5.22,63,67,7.2
2024-01-30,39,10885,3147,8.71,107,83,8.1
2024-01-01,40,11485,2003,9.19,63,83,7.3
2024-01-02,40,12251,2111,9.8,101,76,5.0
2024-01-03,40,17093,2307,13.67,102,94,7.2
2024-01-04,40,11039,2757,8.83,57,67,7.5
2024-01-05,40,7914,1591,6.33,56,96,8.7
2024-01-06,40,4091,1701,3.27,63,99,6.0
2024-01-07,40,19774,2806,15.82,103,94,7.0
2024-01-08,40,4802,2483,3.84,97,85,7.4
2024-01-09,40,19497,2048,15.6,87,81,7.6
2024-01-10,40,15858,2696,12.69,44,65,6.2
2024-01-11,40,8544,2839,6.84,114,66,6.0
2024-01-12,40,6405,3408,5.12,94,82,4.3
2024-01-13,40,15036,2320,12.03,58,77,6.5
2024-01-14,40,14984,2379,11.99,80,64,5.9
2024-01-15,40,16241,2028,12.99,81,99,8.7
2024-01-16,40,7400,3393,5.92,45,68,8.4
2024-01-17,40,12953,2783,10.36,51,93,7.6
2024-01-18,40,19136,3319,15.31,104,82,8.6
2024-01-19,40,8272,3189,6.62,94,67,5.9
2024-01-20,40,3605,2504,2.88,40,88,7.5
2024-01-21,40,10042,2074,8.03,77,71,4.1
2024-01-22,40,10066,2215,8.05,93,95,5.7
2024-01-23,40,4780,2235,3.82,38,100,4.4
2024-01-24,40,10929,3332,8.74,71,94,5.8
2024-01-25,40,8079,2526,6.46,92,60,8.5
2024-01-26,40,4331,3133,3.46,39,83,7.3
2024-01-27,40,19758,2557,15.81,57,94,6.9
2024-01-28,40,7788,2577,6.23,70,80,6.9
2024-01-29,40,11524,2965,9.22,89,71,4.5
2024-01-30,40,7637,1582,6.11,59,97,7.1
2024-01-01,41,16948,1880,13.56,94,100,8.4
2024-01-02,41,8016,2370,6.41,100,98,6.7
2024-01-03,41,17552,1599,14.04,75,65,4.8
2024-01-04,41,7839,3484,6.27,102,68,4.9
2024-01-05,41,5891,2940,4.71,94,95,7.3
2024-01-06,41,8463,2218,6.77,107,91,7.9
2024-01-07,41,16532,2491,13.23,114,81,5.4
2024-01-08,41,10006,2264,8.0,104,87,8.2
2024-01-09,41,5860,1767,4.69,62,95,8.7
2024-01-10,41,15188,3042,12.15,46,86,4.4
2024-01-11,41,5075,2177,4.06,69,63,6.5
2024-01-12,41,12041,2466,9.63,55,69,6.0
2024-01-13,41,19626,2712,15.7,49,90,4.6
2024-01-14,41,12422,2334,9.94,76,76,7.3
2024-01-15,41,15522,3114,12.42,93,84,6.2
2024-01-16,41,16664,2138,13.33,107,75,5.0
2024-01-17,41,4050,2013,3.24,47,97,4.9
2024-01-18,41,19928,1896,15.94,72,75,4.7
2024-01-19,41,16928,3078,13.54,50,63,4.5
2024-01-20,41,18288,2880,14.63,79,81,4.8
2024-01-21,41,3312,3478,2.65,44,70,6.5
2024-01-22,41,7254,2238,5.8,84,99,7.7
2024-01-23,41,17819,1554,14.26,85,72,8.6
2024-01-24,41,18604,3043,14.88,114,92,7.5
2024-01-25,41,9362,2584,7.49,43,78,6.0
2024-01-26,41,18013,2339,14.41,88,71,4.3
2024-01-27,41,18581,1887,14.86,115,94,7.6
2024-01-28,41,11381,2573,9.1,57,87,7.6
2024-01-29,41,13923,2817,11.14,68,99,5.2
2024-01-30,41,6650,2367,5.32,85,94,7.5
2024-01-01,42,13203,3193,10.56,50,75,7.3
2024-01-02,42,19943,2428,15.95,104,92,4.9
2024-01-03,42,5689,2304,4.55,47,63,7.1
2024-01-04,42,16892,2578,13.51,93,67,4.6
2024-01-05,42,8070,2404,6.46,30,72,8.9
2024-01-06,42,3866,1935,3.09,53,94,7.3
2024-01-07,42,13666,3101,10.93,94,93,8.6
2024-01-08,42,3740,3297,2.99,108,61,7.8
2024-01-09,42,16307,1695,13.05,67,74,5.6
2024-01-10,42,18291,2558,14.63,49,87,5.2
2024-01-11,42,10276,1572,8.22,38,68,5.8
2024-01-12,42,3342,1741,2.67,94,74,4.2
2024-01-13,42,14840,2716,11.87,108,66,8.4
2024-01-14,42,4660,2121,3.73,76,90,8.0
2024-01-15,42,19294,2553,15.44,36,82,6.0
2024-01-16,42,10623,3257,8.5,47,72,6.3
2024-01-17,42,17570,2361,14.06,111,99,6.3
2024-01-18,42,11515,2691,9.21,69,91,5.6
2024-01-19,42,11211,1750,8.97,45,86,7.5
2024-01-20,42,11893,2653,9.51,63,71,6.0
2024-01-21,42,5771,2918,4.62,63,87,6.1
2024-01-22,42,7198,1753,5.76,59,77,7.7
2024-01-23,42,11193,2875,8.95,37,75,5.9
2024-01-24,42,15712,2184,12.57,36,80,8.3
2024-01-25,42,3256,3096,2.6,35,84,8.4
2024-01-26,42,18834,2168,15.07,108,88,4.3
2024-01-27,42,6264,1638,5.01,69,88,6.2
2024-01-28,42,14770,2423,11.82,89,65,7.5
2024-01-29,42,16271,3473,13.02,101,84,7.4
2024-01-30,42,16838,2331,13.47,103,62,6.1
2024-01-01,43,5426,2733,4.34,82,96,7.8
2024-01-02,43,7859,3198,6.29,40,73,8.6
2024-01-03,43,3937,2720,3.15,55,88,6.3
2024-01-04,43,14229,1664,11.38,59,100,5.5
2024-01-05,43,4791,1921,3.83,33,86,6.0
2024-01-06,43,19731,1794,15.78,62,76,6.7
2024-01-07,43,19186,3463,15.35,92,95,7.7
2024-01-08,43,9817,2582,7.85,84,63,6.7
2024-01-09,43,12192,3464,9.75,83,97,8.9
2024-01-10,43,19127,2296,15.3,53,89,8.5
2024-01-11,43,15434,3068,12.35,47,70,5.3
2024-01-12,43,17134,2557,13.71,91,60,5.7
2024-01-13,43,16797,3362,13.44,48,90,4.8
2024-01-14,43,15427,3268,12.34,36,76,8.5
2024-01-15,43,19323,2156,15.46,97,95,8.8
2024-01-16,43,16348,2546,13.08,75,84,7.0
2024-01-17,43,3178,2431,2.54,62,88,8.0
2024-01-18,43,19865,2823,15.89,117,69,7.4
2024-01-19,43,17942,3122,14.35,103,96,6.8
2024-01-20,43,15842,2587,12.67,87,67,5.7
2024-01-21,43,4731,3455,3.78,33,78,4.7
2024-01-22,43,7050,2774,5.64,66,75,4.4
2024-01-23,43,15877,2158,12.7,36,64,8.3
2024-01-24,43,3620,2318,2.9,63,81,5.2
2024-01-25,43,18171,2166,14.54,36,94,6.9
2024-01-26,43,16868,1951,13.49,93,94,5.1
2024-01-27,43,18628,3234,14.9,71,78,6.9
2024-01-28,43,14896,2335,11.92,55,70,8.4
2024-01-29,43,6316,3445,5.05,101,82,7.8
2024-01-30,43,9868,2068,7.89,100,64,8.1
2024-01-01,44,8763,1680,7.01,56,64,4.6
2024-01-02,44,16575,1813,13.26,51,99,4.0
2024-01-03,44,4627,2437,3.7,47,85,6.6
2024-01-04,44,10394,3009,8.32,97,72,4.1
2024-01-05,44,19007,1619,15.21,31,65,7.1
2024-01-06,44,14054,1820,11.24,74,62,4.2
2024-01-07,44,17872,2363,14.3,87,65,7.2
2024-01-08,44,7009,2787,5.61,116,72,7.4
2024-01-09,44,4291,2131,3.43,80,60,8.8
2024-01-10,44,12072,3114,9.66,88,71,8.0
2024-01-11,44,15222,2554,12.18,76,71,7.0
2024-01-12,44,17236,2779,13.79,52,75,5.1
2024-01-13,44,12019,2158,9.62,73,62,4.3
2024-01-14,44,15755,1501,12.6,60,94,4.6
2024-01-15,44,11044,2058,8.84,97,80,4.6
2024-01-16,44,13587,3065,10.87,95,84,5.2
2024-01-17,44,6898,3065,5.52,82,61,6.8
2024-01-18,44,3374,2633,2.7,56,62,8.3
2024-01-19,44,4931,2282,3.94,49,93,8.5
2024-01-20,44,17911,2971,14.33,43,95,6.3
2024-01-21,44,14562,1688,11.65,115,98,7.5
2024-01-22,44,7988,2736,6.39,120,60,4.5
2024-01-23,44,5371,2856,4.3,32,89,8.8
2024-01-24,44,13200,1935,10.56,120,89,7.2
2024-01-25,44,19494,2265,15.6,68,91,8.9
2024-01-26,44,11035,3101,8.83,104,81,9.0
2024-01-27,44,14959,3286,11.97,77,87,4.9
2024-01-28,44,9870,2763,7.9,116,100,8.8
2024-01-29,44,8287,3065,6.63,50,99,6.3
2024-01-30,44,9776,2443,7.82,106,88,7.6
2024-01-01,45,10471,1584,8.38,101,71,4.4
2024-01-02,45,13544,2134,10.84,37,75,5.7
2024-01-03,45,6930,2954,5.54,98,70,4.0
2024-01-04,45,18863,1863,15.09,112,82,8.4
2024-01-05,45,4145,3209,3.32,68,90,5.7
2024-01-06,45,8567,3430,6.85,55,79,8.2
2024-01-07,45,19617,2700,15.69,106,94,5.8
2024-01-08,45,14826,2839,11.86,104,77,6.8
2024-01-09,45,11259,2995,9.01,94,83,7.3
2024-01-10,45,19750,1540,15.8,39,61,7.3
2024-01-11,45,8789,2124,7.03,30,70,5.1
2024-01-12,45,15797,3057,12.64,79,79,8.6
2024-01-13,45,9756,3239,7.8,110,69,4.6
2024-01-14,45,16159,3252,12.93,53,70,8.2
2024-01-15,45,13966,2001,11.17,120,94,8.4
2024-01-16,45,9115,1514,7.29,79,91,7.3
2024-01-17,45,12663,3142,10.13,55,75,8.9
2024-01-18,45,13070,2207,10.46,32,71,5.9
2024-01-19,45,8144,2059,6.52,115,97,4.3
2024-01-20,45,3477,2710,2.78,68,62,4.9
2024-01-21,45,3736,1574,2.99,47,77,8.5
2024-01-22,45,14909,1736,11.93,74,77,8.4
2024-01-23,45,6413,2473,5.13,73,63,6.9
2024-01-24,45,5810,2207,4.65,105,89,5.9
2024-01-25,45,4865,2820,3.89,97,96,4.0
2024-01-26,45,10293,2643,8.23,66,98,4.7
2024-01-27,45,19557,3219,15.65,88,93,7.8
2024-01-28,45,18572,1809,14.86,99,79,4.1
2024-01-29,45,16638,2715,13.31,86,100,6.9
2024-01-30,45,6486,2909,5.19,43,89,8.4
2024-01-01,46,10418,2971,8.33,39,72,7.3
2024-01-02,46,7193,1938,5.75,40,94,6.6
2024-01-03,46,11853,2447,9.48,117,72,7.3
2024-01-04,46,13600,1960,10.88,65,98,6.4
2024-01-05,46,9171,1860,7.34,100,84,8.3
2024-01-06,46,4524,2778,3.62,106,73,8.2
2024-01-07,46,11654,2249,9.32,82,83,7.4
2024-01-08,46,9095,3483,7.28,89,78,4.2
2024-01-09,46,14947,2649,11.96,102,99,8.6
2024-01-10,46,9778,1664,7.82,38,80,4.7
2024-01-11,46,10904,2267,8.72,55,97,6.3
2024-01-12,46,6589,2937,5.27,115,70,8.6
2024-01-13,46,13793,2473,11.03,80,75,8.4
2024-01-14,46,14183,1911,11.35,107,95,4.3
2024-01-15,46,3018,2782,2.41,40,85,8.9
2024-01-16,46,4959,2723,3.97,119,83,6.0
2024-01-17,46,10643,2871,8.51,116,86,6.7
2024-01-18,46,9096,2992,7.28,31,99,6.4
2024-01-19,46,14517,2560,11.61,100,86,4.1
2024-01-20,46,6302,2397,5.04,60,69,8.6
2024-01-21,46,17142,2568,13.71,109,75,7.6
2024-01-22,46,10238,1641,8.19,67,98,7.1
2024-01-23,46,12375,2644,9.9,62,73,7.7
2024-01-24,46,4751,2409,3.8,81,60,4.7
2024-01-25,46,5695,3088,4.56,114,62,8.0
2024-01-26,46,12681,2933,10.14,72,75,6.2
2024-01-27,46,13581,2892,10.86,68,71,5.6
2024-01-28,46,11010,2848,8.81,79,87,8.9
2024-01-29,46,8031,2378,6.42,85,82,5.2
2024-01-30,46,8547,2872,6.84,105,84,8.6
2024-01-01,47,4174,2615,3.34,93,72,5.3
2024-01-02,47,19779,3070,15.82,79,74,7.4
2024-01-03,47,6834,2139,5.47,49,100,4.6
2024-01-04,47,13119,2342,10.5,45,71,5.1
2024-01-05,47,11743,3448,9.39,78,68,7.4
2024-01-06,47,13462,2130,10.77,107,82,6.4
2024-01-07,47,12520,2487,10.02,42,97,7.6
2024-01-08,47,18443,1586,14.75,117,90,4.1
2024-01-09,47,8594,3299,6.88,93,72,4.4
2024-01-10,47,5590,1542,4.47,78,75,4.8
2024-01-11,47,9059,1776,7.25,53,63,4.9
2024-01-12,47,19759,2283,15.81,87,90,5.1
2024-01-13,47,10223,3413,8.18,47,66,5.9
2024-01-14,47,15009,2085,12.01,100,68,7.5
2024-01-15,47,10791,2382,8.63,75,66,5.4
2024-01-16,47,14546,2759,11.64,80,65,4.1
2024-01-17,47,3649,3258,2.92,69,74,8.2
2024-01-18,47,4870,1814,3.9,52,92,8.2
2024-01-19,47,10558,2416,8.45,58,88,7.6
2024-01-20,47,15677,1936,12.54,66,83,5.9
2024-01-21,47,4852,2488,3.88,98,77,5.6
2024-01-22,47,7878,3032,6.3,107,100,8.1
2024-01-23,47,9127,2889,7.3,78,81,8.1
2024-01-24,47,16404,2032,13.12,110,60,4.9
2024-01-25,47,6832,1668,5.47,82,88,6.7
2024-01-26,47,18923,2780,15.14,118,96,4.2
2024-01-27,47,14353,3118,11.48,83,86,4.1
2024-01-28,47,5097,1863,4.08,84,63,5.9
2024-01-29,47,9021,2061,7.22,96,65,8.9
2024-01-30,47,17545,2460,14.04,47,96,7.9
2024-01-01,48,8967,2381,7.17,113,84,6.3
2024-01-02,48,15546,3097,12.44,81,87,7.7
2024-01-03,48,19282,1578,15.43,35,87,5.7
2024-01-04,48,12420,2458,9.94,107,65,6.6
2024-01-05,48,19001,2919,15.2,115,66,4.6
2024-01-06,48,11496,1932,9.2,60,92,9.0
2024-01-07,48,17867,2352,14.29,102,74,7.2
2024-01-08,48,10167,2618,8.13,78,71,6.8
2024-01-09,48,15187,2038,12.15,111,98,4.6
2024-01-10,48,12843,2770,10.27,31,61,6.3
2024-01-11,48,9614,2926,7.69,98,94,7.7
2024-01-12,48,19728,2906,15.78,116,96,8.2
2024-01-13,48,9084,2593,7.27,116,86,6.4
2024-01-14,48,10883,1664,8.71,85,65,4.0
2024-01-15,48,18831,3229,15.06,116,86,6.4
2024-01-16,48,19072,2202,15.26,91,83,8.0
2024-01-17,48,15423,2515,12.34,40,71,6.5
2024-01-18,48,12318,1954,9.85,76,94,4.8
2024-01-19,48,13969,1695,11.18,46,92,4.1
2024-01-20,48,3267,2342,2.61,47,93,8.2
2024-01-21,48,8422,2546,6.74,118,80,4.2
2024-01-22,48,8298,2972,6.64,45,95,6.5
2024-01-23,48,19709,2662,15.77,60,62,8.1
2024-01-24,48,18452,1792,14.76,119,80,8.7
2024-01-25,48,11849,2750,9.48,73,69,6.6
2024-01-26,48,9027,3299,7.22,62,69,6.1
2024-01-27,48,4951,2262,3.96,84,91,5.8
2024-01-28,48,18258,3357,14.61,97,71,7.4
2024-01-29,48,4837,2482,3.87,74,82,5.9
2024-01-30,48,6568,2012,5.25,68,80,7.9
2024-01-01,49,7024,3199,5.62,49,86,8.8
2024-01-02,49,5959,2369,4.77,75,96,5.0
2024-01-03,49,16966,1929,13.57,77,97,7.7
2024-01-04,49,10749,1946,8.6,68,74,7.8
2024-01-05,49,8918,2539,7.13,33,67,4.9
2024-01-06,49,14391,2359,11.51,47,95,6.6
2024-01-07,49,3254,3415,2.6,36,76,6.0
2024-01-08,49,7450,3473,5.96,89,89,7.3
2024-01-09,49,16670,2693,13.34,68,88,6.8
2024-01-10,49,4642,2452,3.71,112,78,7.2
2024-01-11,49,3452,2780,2.76,64,77,4.3
2024-01-12,49,10820,2796,8.66,75,73,6.1
2024-01-13,49,16597,2949,13.28,70,62,8.7
2024-01-14,49,5117,1868,4.09,45,64,8.8
2024-01-15,49,3086,2219,2.47,76,89,4.4
2024-01-16,49,18062,3092,14.45,118,68,8.1
2024-01-17,49,10129,2372,8.1,99,62,5.7
2024-01-18,49,4849,1920,3.88,35,64,4.3
2024-01-19,49,4050,3098,3.24,85,74,4.5
2024-01-20,49,4051,1651,3.24,49,62,8.4
2024-01-21,49,19557,2690,15.65,101,85,4.4
2024-01-22,49,15052,1584,12.04,58,71,8.9
2024-01-23,49,4127,1890,3.3,78,69,5.8
2024-01-24,49,19304,1558,15.44,55,95,4.1
2024-01-25,49,12370,3210,9.9,100,63,6.4
2024-01-26,49,8940,2237,7.15,44,87,6.7
2024-01-27,49,15937,2130,12.75,105,95,6.5
2024-01-28,49,14392,2651,11.51,94,71,8.8
2024-01-29,49,18565,2533,14.85,117,75,8.2
2024-01-30,49,9633,1692,7.71,95,62,6.7
2024-01-01,50,10386,2570,8.31,88,99,6.5
2024-01-02,50,11267,2084,9.01,111,81,4.7
2024-01-03,50,5086,2486,4.07,102,89,4.5
2024-01-04,50,15605,3041,12.48,113,81,4.5
2024-01-05,50,11760,2750,9.41,92,89,7.6
2024-01-06,50,3086,3289,2.47,120,98,7.4
2024-01-07,50,15186,2691,12.15,70,82,8.7
2024-01-08,50,18297,2885,14.64,78,71,4.2
2024-01-09,50,16029,1951,12.82,77,87,6.4
2024-01-10,50,19912,3349,15.93,87,82,4.5
2024-01-11,50,5271,3028,4.22,109,87,6.4
2024-01-12,50,14596,2097,11.68,57,65,6.6
2024-01-13,50,14658,1592,11.73,72,85,5.1
2024-01-14,50,13021,2426,10.42,112,60,4.3
2024-01-15,50,16840,2973,13.47,73,81,5.1
2024-01-16,50,5923,2745,4.74,34,66,4.0
2024-01-17,50,10582,1765,8.47,35,61,7.1
2024-01-18,50,11021,1603,8.82,47,99,6.7
2024-01-19,50,8080,2196,6.46,42,69,5.7
2024-01-20,50,5710,2596,4.57,100,89,5.3
2024-01-21,50,4382,2347,3.51,81,100,5.0
2024-01-22,50,10166,2712,8.13,48,95,5.2
2024-01-23,50,6756,1518,5.4,95,76,5.0
2024-01-24,50,4476,1513,3.58,53,89,8.9
2024-01-25,50,12785,2690,10.23,34,92,5.9
2024-01-26,50,7241,3010,5.79,44,91,4.2
2024-01-27,50,10479,2931,8.38,89,75,7.0
2024-01-28,50,10547,2627,8.44,30,70,5.1
2024-01-29,50,15158,2970,12.13,38,98,4.3
2024-01-30,50,15963,2028,12.77,36,100,7.2
