Applicant_ID,Applicant_Income,Coapplicant_Income,Employment_Status,Age,Marital_Status,Dependents,Credit_Score,Existing_Loans,DTI_Ratio,Savings,Collateral_Value,Loan_Amount,Loan_Term,Loan_Purpose,Property_Area,Education_Level,Gender,Employer_Category,Loan_Approved
345.0,18244.0,4811.0,Salaried,40.0,Married,,590.0,0.0,0.52,7498.0,40761.0,14056.0,84.0,Business,Urban,Not Graduate,Male,Unemployed,No
346.0,15184.0,8954.0,Contract,47.0,Married,3.0,754.0,2.0,0.39,4522.0,29090.0,7655.0,24.0,Car,Semiurban,Graduate,Male,MNC,
347.0,5343.0,5346.0,,32.0,Married,0.0,780.0,1.0,,18928.0,20567.0,23574.0,84.0,Car,Rural,Graduate,Male,MNC,No
348.0,15500.0,5043.0,Salaried,27.0,Single,1.0,746.0,1.0,0.24,12773.0,43663.0,14027.0,48.0,Business,Urban,Graduate,Male,Business,Yes
349.0,11662.0,2428.0,Self-employed,23.0,Single,0.0,,,0.24,18215.0,15367.0,5030.0,84.0,Personal,Rural,Graduate,Male,Unemployed,Yes
350.0,,5126.0,Salaried,30.0,Married,0.0,687.0,1.0,0.18,,40412.0,25243.0,84.0,,Semiurban,Not Graduate,Male,Private,Yes
351.0,17125.0,8220.0,Self-employed,54.0,Married,3.0,559.0,4.0,0.18,9628.0,44716.0,34289.0,,Car,Urban,Graduate,Male,MNC,
352.0,10130.0,9098.0,Salaried,45.0,Single,3.0,651.0,0.0,,329.0,35367.0,20739.0,24.0,Home,Semiurban,Graduate,Male,Business,Yes
353.0,3679.0,7813.0,Contract,55.0,Single,2.0,768.0,1.0,0.5,5851.0,5813.0,35168.0,72.0,Home,Urban,Graduate,Female,Private,No
354.0,5506.0,9645.0,Salaried,36.0,Married,2.0,737.0,0.0,,7032.0,36621.0,37491.0,12.0,Personal,Semiurban,Not Graduate,Male,Government,No
355.0,15284.0,3356.0,Self-employed,22.0,Married,2.0,677.0,0.0,0.59,15326.0,,31013.0,60.0,Car,Rural,Graduate,Male,Government,No
,9253.0,,Self-employed,44.0,Married,1.0,728.0,1.0,0.22,5266.0,41190.0,7579.0,,Car,Urban,Graduate,Male,,Yes
357.0,11435.0,7266.0,Salaried,30.0,Married,2.0,698.0,0.0,0.54,4354.0,40318.0,19242.0,60.0,Education,Urban,Graduate,Male,Private,No
358.0,13310.0,6540.0,Salaried,58.0,Married,0.0,685.0,1.0,0.26,15082.0,37018.0,5781.0,72.0,Personal,Semiurban,Graduate,Female,MNC,Yes
359.0,15296.0,38.0,Contract,,Married,2.0,742.0,1.0,0.16,4722.0,39759.0,21448.0,12.0,Personal,Rural,Graduate,Male,Private,Yes
360.0,15245.0,3342.0,Contract,46.0,Married,3.0,641.0,1.0,0.54,17772.0,16498.0,,48.0,Education,Rural,Graduate,Male,Government,No
361.0,,9078.0,Salaried,,Married,2.0,662.0,2.0,0.42,8911.0,25989.0,12043.0,60.0,Education,Urban,Not Graduate,Female,MNC,No
362.0,12457.0,2844.0,Contract,47.0,Single,1.0,780.0,0.0,0.18,3235.0,37174.0,20853.0,48.0,Home,Urban,Graduate,,Government,Yes
363.0,4479.0,1098.0,Unemployed,49.0,Married,,627.0,3.0,0.31,,25568.0,21079.0,60.0,Personal,Urban,Graduate,Female,Private,No
364.0,6452.0,7027.0,Contract,58.0,Married,0.0,634.0,1.0,0.24,1100.0,1041.0,18101.0,48.0,Personal,Urban,Graduate,Female,Private,
365.0,7881.0,1823.0,Salaried,40.0,Married,1.0,579.0,0.0,0.47,8864.0,39695.0,,84.0,Education,Rural,Graduate,Male,Business,No
366.0,16069.0,3155.0,Contract,47.0,Married,2.0,762.0,4.0,,8708.0,49163.0,29016.0,60.0,Business,Semiurban,Graduate,Male,Unemployed,Yes
367.0,4849.0,3093.0,Salaried,40.0,Single,3.0,598.0,1.0,0.59,18916.0,30099.0,19932.0,48.0,Business,Rural,Graduate,Male,Unemployed,No
368.0,9390.0,5658.0,Unemployed,39.0,Married,1.0,558.0,1.0,0.13,17165.0,24364.0,,72.0,Home,Urban,Graduate,Male,Business,No
369.0,13922.0,3778.0,Salaried,40.0,Married,0.0,694.0,3.0,0.28,14439.0,40639.0,8549.0,24.0,Business,Rural,Not Graduate,Male,Private,Yes
370.0,4489.0,2896.0,,55.0,Single,2.0,618.0,2.0,0.34,19907.0,39143.0,14397.0,,Business,Semiurban,Graduate,Male,Private,No
371.0,11823.0,988.0,Contract,22.0,Married,,607.0,2.0,0.35,11750.0,23482.0,26362.0,24.0,Business,Rural,Graduate,Female,Private,
,,4116.0,Salaried,50.0,Single,1.0,734.0,1.0,0.26,9781.0,3676.0,34717.0,24.0,Car,Rural,Graduate,Male,Private,Yes
373.0,11540.0,6446.0,Unemployed,54.0,Married,1.0,611.0,0.0,0.46,,45785.0,24016.0,12.0,Home,Semiurban,Graduate,Female,Private,No
374.0,18364.0,4179.0,Unemployed,42.0,Married,0.0,772.0,4.0,0.54,17885.0,21781.0,15732.0,84.0,Education,Rural,Graduate,Female,,No
375.0,6611.0,1682.0,Self-employed,23.0,Married,2.0,601.0,4.0,,11986.0,,27911.0,72.0,Business,Urban,Graduate,Female,Business,No
376.0,7878.0,5626.0,Salaried,26.0,Married,1.0,738.0,0.0,0.5,12510.0,3065.0,18866.0,24.0,Car,Urban,Not Graduate,Male,Private,No
377.0,18347.0,7424.0,Self-employed,35.0,Single,3.0,589.0,1.0,0.53,19464.0,2036.0,28621.0,36.0,Business,Semiurban,,Male,Business,No
378.0,2851.0,933.0,Salaried,47.0,Single,1.0,715.0,4.0,0.38,9268.0,35814.0,13823.0,84.0,Car,,,Female,Unemployed,No
379.0,8833.0,3598.0,Salaried,30.0,Married,2.0,720.0,2.0,0.51,502.0,16924.0,30986.0,24.0,Home,Urban,Not Graduate,Female,Business,No
380.0,13938.0,1980.0,Contract,29.0,Married,1.0,612.0,0.0,0.25,9531.0,32844.0,15690.0,48.0,Business,Urban,Graduate,Female,,No
381.0,4427.0,3056.0,Salaried,53.0,Single,0.0,696.0,3.0,0.3,8009.0,48648.0,,24.0,Car,,Not Graduate,,MNC,Yes
382.0,6000.0,8984.0,Salaried,52.0,Single,1.0,777.0,1.0,0.26,17007.0,16407.0,22303.0,48.0,Personal,Semiurban,Graduate,Male,Private,Yes
383.0,7052.0,791.0,Unemployed,26.0,Married,1.0,599.0,0.0,0.33,11542.0,21518.0,37533.0,48.0,Personal,Urban,Graduate,Male,Private,No
,4738.0,5390.0,Salaried,56.0,Married,2.0,710.0,4.0,0.24,17434.0,17059.0,30674.0,36.0,Car,Rural,Graduate,Male,Private,No
385.0,,6635.0,Salaried,22.0,Married,0.0,690.0,1.0,0.58,,23052.0,36595.0,24.0,Business,Semiurban,Not Graduate,Female,Private,No
386.0,10002.0,2255.0,Unemployed,49.0,Single,2.0,627.0,2.0,0.26,13435.0,4267.0,3058.0,24.0,Business,,Not Graduate,Male,Business,No
387.0,7536.0,3610.0,Salaried,24.0,Married,1.0,797.0,1.0,0.15,4114.0,5988.0,12519.0,60.0,Home,Urban,Graduate,,Unemployed,Yes
388.0,,1607.0,Contract,21.0,Married,3.0,646.0,1.0,0.36,13568.0,27974.0,32115.0,84.0,Home,Semiurban,Graduate,Female,Unemployed,No
389.0,5913.0,5179.0,Unemployed,39.0,Single,1.0,739.0,2.0,0.13,3367.0,24036.0,1730.0,60.0,Education,Urban,Graduate,Female,Private,Yes
390.0,19450.0,6573.0,Unemployed,46.0,Married,2.0,770.0,2.0,0.16,8095.0,8680.0,2832.0,12.0,Home,Rural,Graduate,Male,Unemployed,Yes
391.0,12636.0,984.0,Self-employed,45.0,Married,3.0,592.0,1.0,0.21,5141.0,1485.0,23889.0,48.0,Business,Rural,Graduate,Male,Private,No
392.0,7726.0,5776.0,Salaried,30.0,Married,2.0,726.0,2.0,0.33,3951.0,14713.0,5179.0,36.0,Education,Urban,Graduate,Female,,Yes
393.0,5373.0,3676.0,Salaried,35.0,Married,,585.0,0.0,0.32,14887.0,20043.0,7299.0,60.0,Home,Semiurban,Graduate,Male,Private,No
394.0,14161.0,3380.0,Contract,42.0,Married,0.0,671.0,2.0,0.5,1573.0,2419.0,8830.0,24.0,Car,Urban,Graduate,Male,Private,No
395.0,4082.0,8711.0,Contract,41.0,Married,3.0,657.0,2.0,0.47,13359.0,48080.0,38570.0,12.0,Personal,Urban,Graduate,Male,Private,No
396.0,18281.0,8782.0,Self-employed,42.0,Married,1.0,559.0,1.0,0.31,19018.0,36263.0,23441.0,36.0,Home,Urban,Not Graduate,Male,MNC,No
397.0,17305.0,1050.0,Salaried,56.0,Married,2.0,644.0,0.0,0.27,2768.0,17140.0,7615.0,72.0,Home,Urban,Not Graduate,Male,Private,No
398.0,11817.0,,Salaried,54.0,Single,1.0,555.0,3.0,0.26,5302.0,43484.0,7762.0,24.0,Car,Semiurban,Graduate,Female,Private,No
399.0,13261.0,6342.0,Salaried,50.0,Single,0.0,606.0,3.0,0.49,13746.0,45210.0,39311.0,24.0,Business,Rural,,Female,Unemployed,No
400.0,2417.0,959.0,Contract,45.0,Married,0.0,678.0,4.0,0.13,1211.0,12961.0,25709.0,72.0,Car,Semiurban,Graduate,Female,,No
401.0,10808.0,6059.0,Salaried,48.0,Married,3.0,620.0,2.0,0.11,15445.0,43075.0,,48.0,Home,Urban,Not Graduate,Male,,
402.0,5267.0,,Unemployed,21.0,Married,0.0,735.0,,0.5,15815.0,6487.0,24434.0,48.0,Business,Rural,Graduate,Female,Business,No
403.0,19209.0,5655.0,Contract,,Married,0.0,768.0,0.0,0.34,1160.0,31110.0,22343.0,60.0,Education,Rural,Graduate,Female,Private,Yes
404.0,,4473.0,Salaried,27.0,Married,1.0,570.0,3.0,0.17,7041.0,42432.0,16739.0,60.0,Home,Semiurban,Not Graduate,Female,Private,No
405.0,13338.0,2946.0,Self-employed,,Single,0.0,641.0,4.0,0.22,18767.0,16360.0,1666.0,24.0,Car,Rural,Graduate,Female,Government,No
406.0,2412.0,7725.0,Salaried,56.0,Married,0.0,676.0,0.0,0.57,10846.0,49410.0,34044.0,84.0,Education,Urban,Not Graduate,Female,Government,No
407.0,9543.0,526.0,Self-employed,39.0,Married,2.0,629.0,2.0,0.53,5876.0,36843.0,28883.0,24.0,,Urban,Not Graduate,,Government,No
408.0,9587.0,3224.0,Contract,21.0,Married,0.0,605.0,3.0,0.45,19924.0,24882.0,15063.0,60.0,,Urban,Not Graduate,Female,Government,No
409.0,2728.0,1875.0,Contract,30.0,Single,2.0,787.0,4.0,0.34,12889.0,17502.0,34649.0,72.0,Car,Rural,Graduate,Male,Government,No
410.0,13657.0,1763.0,Contract,56.0,Married,0.0,764.0,1.0,0.36,13882.0,48053.0,35828.0,60.0,Education,Semiurban,Graduate,Male,Business,Yes
411.0,7988.0,,Salaried,29.0,Single,0.0,665.0,3.0,0.59,14738.0,7631.0,10429.0,24.0,Car,Urban,Graduate,Female,Business,No
412.0,4967.0,5797.0,Salaried,,Married,3.0,697.0,4.0,0.58,1095.0,3017.0,33926.0,36.0,Home,Urban,Not Graduate,Male,Government,No
413.0,16527.0,9208.0,Contract,52.0,Single,3.0,779.0,0.0,0.21,5901.0,20725.0,38997.0,24.0,Business,,Graduate,Male,Private,Yes
414.0,18048.0,7099.0,Salaried,26.0,Single,2.0,731.0,1.0,0.51,8215.0,24762.0,33269.0,36.0,Personal,Rural,Graduate,Female,Business,No
415.0,19506.0,5109.0,Salaried,58.0,Married,0.0,574.0,4.0,0.2,12911.0,784.0,32704.0,36.0,Business,Urban,Graduate,,MNC,No
416.0,19955.0,6644.0,Salaried,37.0,Married,1.0,705.0,4.0,0.21,14123.0,28020.0,,24.0,Business,Urban,Graduate,Male,Business,Yes
417.0,7073.0,116.0,Self-employed,,Married,3.0,554.0,2.0,0.44,1079.0,38459.0,25187.0,84.0,Business,Urban,Graduate,Female,Government,No
418.0,7104.0,2433.0,Salaried,47.0,Married,1.0,669.0,3.0,0.3,12510.0,15765.0,3526.0,84.0,Car,Rural,Graduate,Male,Private,Yes
419.0,4143.0,5463.0,Self-employed,55.0,Single,3.0,,,0.57,19231.0,31127.0,25686.0,12.0,Car,Rural,Not Graduate,Male,Business,No
,9357.0,583.0,Unemployed,41.0,Single,3.0,567.0,1.0,0.14,18344.0,3196.0,8803.0,60.0,Personal,Rural,Graduate,Male,Private,No
421.0,14043.0,8586.0,Salaried,45.0,Single,0.0,724.0,4.0,0.36,1473.0,9552.0,33668.0,84.0,,Urban,Not Graduate,Male,Unemployed,Yes
422.0,5440.0,3788.0,Salaried,48.0,Single,3.0,747.0,2.0,0.56,4888.0,41300.0,7574.0,48.0,Car,Urban,Graduate,Male,,No
423.0,7644.0,4167.0,Salaried,35.0,Married,1.0,606.0,3.0,0.55,4979.0,49714.0,9733.0,24.0,Car,Urban,Graduate,Male,Private,No
424.0,12518.0,8465.0,Contract,24.0,Married,3.0,642.0,,0.18,1212.0,31921.0,8257.0,36.0,Car,Urban,Graduate,Female,Government,No
425.0,16552.0,1389.0,,49.0,Single,2.0,568.0,0.0,0.28,9001.0,4746.0,37051.0,24.0,Home,Urban,Graduate,Female,MNC,No
426.0,4914.0,8357.0,Salaried,29.0,,0.0,677.0,2.0,0.41,13248.0,2999.0,16909.0,60.0,Personal,,Graduate,Female,Private,No
427.0,15584.0,9759.0,Salaried,47.0,Single,0.0,646.0,1.0,0.18,419.0,44070.0,25146.0,72.0,Car,Rural,Not Graduate,Female,Government,No
428.0,14144.0,6154.0,Contract,46.0,Married,2.0,742.0,0.0,0.58,15608.0,49220.0,12802.0,84.0,Personal,Urban,Graduate,Male,Business,No
429.0,16397.0,5420.0,Salaried,39.0,Married,2.0,786.0,2.0,0.56,3659.0,15595.0,8896.0,84.0,Education,Urban,Graduate,Female,MNC,No
430.0,10787.0,8920.0,Contract,48.0,Single,2.0,680.0,1.0,0.18,5283.0,,29133.0,84.0,Home,Semiurban,Graduate,,Private,Yes
431.0,16191.0,2043.0,Unemployed,37.0,Married,3.0,719.0,1.0,0.16,10715.0,6200.0,14526.0,36.0,,Rural,Not Graduate,,Government,Yes
432.0,2728.0,4197.0,Salaried,40.0,Single,0.0,570.0,,0.14,16165.0,38164.0,12278.0,48.0,Home,Rural,Graduate,Male,Unemployed,No
433.0,19749.0,3496.0,Contract,59.0,Single,2.0,776.0,1.0,0.55,1340.0,23377.0,26551.0,48.0,Home,Semiurban,Graduate,Female,,No
434.0,2698.0,778.0,Salaried,43.0,Single,3.0,782.0,4.0,0.2,14805.0,13410.0,26298.0,84.0,Education,Urban,Graduate,Female,Business,No
435.0,9186.0,213.0,Contract,52.0,Single,2.0,,2.0,0.31,10584.0,45971.0,36338.0,,Personal,Rural,Not Graduate,Female,Unemployed,No
,16512.0,3762.0,Self-employed,53.0,Married,1.0,616.0,1.0,0.32,14780.0,3598.0,23191.0,72.0,Home,Rural,Graduate,Male,Government,No
437.0,15923.0,9768.0,Contract,25.0,Single,1.0,702.0,0.0,0.4,5137.0,10564.0,34092.0,84.0,Business,Urban,,Male,Government,No
438.0,18779.0,6731.0,Salaried,54.0,Married,0.0,676.0,0.0,0.14,17745.0,45516.0,24871.0,12.0,Education,Urban,Graduate,Male,Government,Yes
439.0,9400.0,3117.0,Salaried,31.0,Married,3.0,786.0,,0.21,591.0,30898.0,10721.0,36.0,Business,Urban,Not Graduate,Female,Private,Yes
440.0,6171.0,5791.0,Salaried,23.0,Single,1.0,779.0,2.0,0.57,526.0,49725.0,39413.0,72.0,Education,Urban,Graduate,Male,Government,No
441.0,6360.0,8783.0,Salaried,53.0,Married,1.0,786.0,1.0,,7855.0,20598.0,31279.0,36.0,Business,Urban,Not Graduate,Male,Government,No
442.0,4502.0,2720.0,Salaried,31.0,Married,3.0,604.0,,0.49,10695.0,40404.0,15404.0,84.0,Business,Urban,Graduate,Male,MNC,No
443.0,19101.0,8905.0,Salaried,36.0,Married,2.0,761.0,0.0,0.11,,17862.0,5486.0,72.0,Home,Urban,Graduate,Female,MNC,Yes
444.0,7486.0,9127.0,Salaried,38.0,Married,3.0,729.0,4.0,0.26,,10265.0,36198.0,84.0,Home,,Graduate,Male,Business,Yes
445.0,10335.0,6047.0,Salaried,50.0,Single,2.0,721.0,0.0,0.41,16571.0,9705.0,29687.0,72.0,Education,Urban,Not Graduate,Male,Private,No
446.0,6491.0,8032.0,Contract,30.0,Married,1.0,658.0,0.0,0.24,19142.0,25544.0,14156.0,84.0,Personal,Urban,Graduate,Female,Private,Yes
447.0,13130.0,,Salaried,38.0,Single,1.0,647.0,4.0,0.55,8625.0,14298.0,1567.0,12.0,Home,Urban,Not Graduate,Female,Private,No
448.0,9651.0,6368.0,Salaried,,Single,1.0,762.0,2.0,0.42,6431.0,32670.0,3179.0,36.0,Home,Rural,Graduate,Male,Business,No
449.0,3167.0,1949.0,Salaried,39.0,Single,0.0,733.0,1.0,0.14,15926.0,42471.0,3019.0,,Car,Urban,Not Graduate,Male,Private,Yes
450.0,3062.0,6732.0,Salaried,56.0,,0.0,732.0,2.0,0.55,11704.0,46104.0,16919.0,12.0,Home,Semiurban,Graduate,Female,Government,No
451.0,13174.0,7833.0,Unemployed,33.0,Single,0.0,661.0,3.0,0.58,437.0,40934.0,20703.0,24.0,Personal,Semiurban,Graduate,Male,Private,No
452.0,6729.0,917.0,Salaried,23.0,Married,3.0,764.0,3.0,0.14,10780.0,48884.0,19704.0,84.0,Car,Rural,Graduate,Female,MNC,Yes
453.0,11348.0,3174.0,Contract,30.0,Single,1.0,747.0,3.0,0.37,17216.0,6050.0,19030.0,60.0,Business,Rural,Graduate,Female,MNC,Yes
454.0,7334.0,7014.0,Unemployed,58.0,Married,1.0,664.0,4.0,0.25,8988.0,43952.0,4909.0,72.0,Business,Urban,Graduate,Male,Business,Yes
455.0,10924.0,89.0,Contract,21.0,Single,3.0,666.0,0.0,0.3,,21034.0,9015.0,48.0,Car,Urban,Graduate,Female,Private,Yes
456.0,6330.0,1709.0,Self-employed,47.0,Single,0.0,754.0,2.0,0.19,5794.0,45480.0,4420.0,12.0,,Semiurban,Graduate,Female,Government,Yes
457.0,8801.0,3041.0,Contract,28.0,Married,3.0,790.0,1.0,0.39,,8484.0,17740.0,12.0,Car,Urban,Graduate,Male,Private,Yes
458.0,6846.0,105.0,Unemployed,,,0.0,,3.0,0.58,16301.0,31323.0,,72.0,Education,Semiurban,Graduate,Male,Private,No
459.0,8731.0,9078.0,Self-employed,29.0,Single,1.0,750.0,2.0,0.35,684.0,20796.0,20465.0,12.0,Personal,Rural,Graduate,Female,Private,Yes
460.0,17368.0,8619.0,Self-employed,26.0,Married,2.0,630.0,3.0,,4233.0,,5131.0,24.0,Personal,Urban,Graduate,Male,Private,No
461.0,19337.0,1895.0,Self-employed,45.0,Single,0.0,615.0,3.0,0.41,16961.0,21827.0,11652.0,12.0,Business,Urban,Graduate,Female,Private,No
462.0,,6090.0,Self-employed,,Married,1.0,568.0,1.0,0.27,12997.0,35361.0,22507.0,60.0,Business,,Graduate,Female,Private,No
463.0,9056.0,8508.0,Self-employed,48.0,Married,1.0,760.0,4.0,0.53,8007.0,10315.0,24806.0,60.0,Business,Urban,Graduate,Male,Private,No
464.0,13516.0,,Salaried,53.0,,2.0,797.0,0.0,0.32,16611.0,47968.0,20171.0,84.0,Home,Urban,,Female,Business,Yes
465.0,13493.0,634.0,Salaried,57.0,,1.0,684.0,4.0,0.2,2328.0,26519.0,21593.0,84.0,Business,Rural,Not Graduate,Female,Unemployed,Yes
466.0,3542.0,1925.0,Salaried,29.0,Single,1.0,,2.0,0.2,19115.0,9107.0,10470.0,,Car,Rural,Graduate,Male,MNC,Yes
467.0,15964.0,2056.0,Salaried,38.0,Married,0.0,740.0,4.0,0.48,9019.0,3869.0,22326.0,24.0,Business,Urban,Graduate,Male,Private,No
,19575.0,6917.0,Salaried,,Single,0.0,591.0,2.0,0.23,16814.0,15447.0,5597.0,60.0,Car,Urban,Graduate,Female,Government,No
469.0,8313.0,3144.0,Salaried,22.0,Married,2.0,591.0,2.0,0.48,9255.0,27370.0,38304.0,72.0,Education,Semiurban,,Male,MNC,No
470.0,19924.0,9631.0,Self-employed,58.0,Single,2.0,,0.0,0.2,,7971.0,31788.0,36.0,Home,Rural,Graduate,Male,Private,No
471.0,15807.0,552.0,Salaried,56.0,,1.0,569.0,1.0,0.26,5782.0,31269.0,,36.0,Home,Rural,Graduate,Female,MNC,No
472.0,11580.0,8907.0,Contract,57.0,Married,0.0,622.0,0.0,0.33,1234.0,25651.0,34071.0,36.0,Personal,Semiurban,Graduate,,Government,No
473.0,19749.0,5383.0,Salaried,35.0,Married,2.0,566.0,4.0,0.57,5205.0,35757.0,6067.0,84.0,Education,Urban,Graduate,Female,Unemployed,No
,,3911.0,Salaried,48.0,,2.0,576.0,2.0,0.57,1420.0,23446.0,6024.0,72.0,Car,Urban,Graduate,Male,MNC,No
475.0,9494.0,9905.0,Contract,38.0,Single,,724.0,3.0,0.2,17152.0,38108.0,8715.0,12.0,Education,Semiurban,Graduate,Male,Business,Yes
476.0,6312.0,3389.0,Self-employed,54.0,Married,2.0,551.0,3.0,0.28,9596.0,9643.0,,72.0,Home,Rural,Graduate,Male,Business,No
477.0,3324.0,9299.0,Salaried,42.0,Single,1.0,612.0,2.0,0.17,19488.0,3823.0,12226.0,12.0,Car,Urban,,Female,Private,
478.0,5141.0,8442.0,Contract,31.0,,0.0,611.0,0.0,0.35,,13454.0,36399.0,36.0,Education,Urban,Graduate,Female,Private,No
479.0,3810.0,2430.0,Contract,33.0,Single,,649.0,1.0,0.33,19689.0,3932.0,14412.0,48.0,Home,Rural,Not Graduate,Male,Government,No
480.0,8588.0,458.0,Salaried,24.0,Single,3.0,,0.0,0.55,17922.0,10220.0,13569.0,48.0,Car,,Not Graduate,Male,Private,No
481.0,7301.0,207.0,Salaried,42.0,Married,0.0,566.0,2.0,0.57,17715.0,8554.0,3369.0,12.0,Car,Semiurban,Graduate,Female,Private,No
482.0,17485.0,899.0,Unemployed,27.0,Married,2.0,618.0,2.0,,8261.0,2429.0,33021.0,36.0,Home,Urban,Graduate,Male,Private,
483.0,13714.0,21.0,Self-employed,44.0,Married,3.0,716.0,1.0,,13765.0,28208.0,1528.0,72.0,Car,Urban,Graduate,Male,MNC,Yes
484.0,6748.0,8601.0,Self-employed,24.0,Single,2.0,759.0,4.0,0.55,5944.0,7444.0,31314.0,48.0,Home,Urban,Graduate,Female,Private,
485.0,11435.0,894.0,Contract,48.0,Single,0.0,666.0,4.0,0.5,7126.0,10510.0,38443.0,12.0,Business,Rural,Graduate,Male,Private,
486.0,5709.0,514.0,Salaried,35.0,Married,0.0,795.0,1.0,0.1,,44045.0,19047.0,72.0,Business,Semiurban,Graduate,Female,Government,Yes
487.0,15116.0,7294.0,Salaried,21.0,Single,0.0,748.0,4.0,0.26,5263.0,10537.0,20748.0,36.0,Car,Rural,Graduate,Female,Government,Yes
488.0,,4904.0,Salaried,23.0,Married,1.0,630.0,3.0,0.31,15300.0,7147.0,36109.0,24.0,Car,Semiurban,Graduate,Male,Private,No
489.0,12150.0,7867.0,Contract,34.0,Married,2.0,588.0,4.0,0.21,,40399.0,14919.0,36.0,Home,Urban,Not Graduate,Male,Unemployed,
490.0,8530.0,4109.0,Self-employed,58.0,Single,1.0,585.0,4.0,0.2,2892.0,3598.0,16256.0,84.0,Car,Urban,Not Graduate,Male,Government,No
491.0,12188.0,7179.0,Self-employed,21.0,Married,0.0,717.0,4.0,0.12,1198.0,,5905.0,36.0,Personal,Semiurban,Graduate,Female,,Yes
492.0,16683.0,1560.0,Salaried,58.0,Married,3.0,722.0,3.0,0.42,18756.0,6718.0,9884.0,72.0,,Semiurban,Graduate,Male,Private,No
493.0,2504.0,1266.0,Salaried,58.0,Married,2.0,681.0,4.0,0.23,18276.0,42691.0,29906.0,72.0,Car,Semiurban,Graduate,Female,Government,No
494.0,3214.0,3638.0,Salaried,41.0,Married,1.0,779.0,3.0,0.13,1883.0,13782.0,6950.0,60.0,Car,Rural,Not Graduate,Female,MNC,Yes
495.0,3531.0,8941.0,Contract,49.0,Married,2.0,702.0,1.0,0.22,797.0,49244.0,2360.0,60.0,,Urban,Not Graduate,Female,Private,Yes
,2823.0,3427.0,Self-employed,25.0,Married,3.0,746.0,0.0,0.5,8209.0,51.0,38895.0,72.0,Car,Urban,Not Graduate,Male,Private,No
497.0,19312.0,4780.0,Salaried,30.0,Single,1.0,707.0,1.0,0.53,8235.0,16702.0,22946.0,72.0,Personal,Semiurban,Graduate,Female,Private,No
498.0,7029.0,1927.0,Contract,48.0,Married,0.0,753.0,0.0,0.34,16538.0,10184.0,9730.0,24.0,Business,Urban,Not Graduate,Female,Unemployed,Yes
499.0,15428.0,2356.0,Salaried,41.0,Married,,745.0,1.0,0.31,15257.0,12468.0,23161.0,24.0,Education,Urban,Graduate,Male,Private,Yes
500.0,18517.0,4790.0,Unemployed,27.0,Married,2.0,765.0,0.0,0.59,8050.0,22072.0,28738.0,36.0,Home,Rural,Not Graduate,Male,MNC,No
501.0,4105.0,306.0,Salaried,23.0,Married,2.0,578.0,0.0,0.2,5947.0,15479.0,4925.0,84.0,Home,Urban,Not Graduate,Male,Private,No
502.0,5627.0,7979.0,Self-employed,40.0,Single,2.0,750.0,2.0,0.21,9617.0,,9463.0,48.0,,Semiurban,Graduate,Male,Government,Yes
503.0,14972.0,3665.0,Salaried,39.0,Single,2.0,745.0,0.0,0.25,1892.0,23402.0,18412.0,84.0,Home,Urban,Graduate,Female,Business,Yes
504.0,,7057.0,Unemployed,55.0,Married,0.0,600.0,,0.19,3424.0,7210.0,23402.0,24.0,Personal,Rural,Not Graduate,Male,,No
505.0,6910.0,661.0,,24.0,Single,1.0,701.0,2.0,0.29,,45702.0,35010.0,36.0,Car,Rural,Graduate,Female,Government,No
506.0,13003.0,4644.0,Salaried,25.0,Married,0.0,563.0,4.0,0.56,13418.0,36724.0,26717.0,84.0,Business,Rural,Graduate,Female,Private,No
,15843.0,8503.0,Salaried,21.0,Married,0.0,618.0,4.0,0.41,2015.0,6057.0,10797.0,12.0,Education,Urban,Graduate,Female,Private,No
508.0,13704.0,2920.0,Salaried,24.0,Married,0.0,695.0,2.0,0.31,4833.0,30916.0,21594.0,60.0,Car,Urban,Graduate,Female,MNC,Yes
509.0,17761.0,9274.0,Salaried,32.0,Married,2.0,719.0,3.0,0.57,9894.0,27268.0,7406.0,84.0,Home,Urban,Graduate,Male,Private,No
510.0,8190.0,8946.0,Unemployed,47.0,Married,2.0,606.0,0.0,0.12,15942.0,43978.0,14965.0,48.0,Home,Urban,Graduate,Female,Business,No
511.0,19640.0,6236.0,,43.0,Single,2.0,760.0,0.0,0.21,9065.0,47358.0,14733.0,36.0,Education,Rural,Graduate,Male,Private,
512.0,7645.0,6078.0,Contract,45.0,Married,1.0,561.0,2.0,0.38,565.0,23259.0,27926.0,84.0,Personal,Urban,Graduate,Male,Private,No
513.0,11588.0,352.0,Self-employed,41.0,Single,3.0,759.0,2.0,0.41,7412.0,13864.0,29783.0,72.0,Education,Urban,Graduate,Male,Business,No
514.0,,9094.0,,44.0,Married,2.0,566.0,3.0,0.12,18402.0,34293.0,18824.0,12.0,Business,Urban,Graduate,Female,Government,No
515.0,10053.0,7005.0,Salaried,45.0,Married,1.0,579.0,4.0,0.3,10077.0,46045.0,37394.0,60.0,Education,Rural,Graduate,Female,Private,No
516.0,5330.0,158.0,,52.0,,2.0,637.0,1.0,0.42,10315.0,7043.0,29287.0,12.0,Home,Urban,Graduate,Male,Government,No
517.0,10662.0,956.0,Contract,52.0,,2.0,752.0,4.0,0.45,12834.0,41473.0,17568.0,36.0,Personal,Semiurban,Graduate,Male,Private,No
