posting_date,internship_title,employment_type,work_mode,industry,location,company_name,company_size,company_age,linkedin_presence,website_available,domain_age_months,verification_status,stipend,unrealistic_salary_flag,payment_required,registration_fee,job_description_length,grammatical_errors,vague_description_score,urgency_score,keyword_spam_score,fake_certificate_offer,recruiter_experience_years,recruiter_email_type,suspicious_email_domain,recruiter_response_time_hours,social_media_presence,emotional_manipulation_score,phishing_language_score,trust_signal_score,fraud_score,is_fake_posting
2026-04-07,Cloud Engineer,Internship,Hybrid,Marketing,Singapore,Flores Group,Small,6.0,1,1,98,1,24200.0,0,0,0,932,2,32,50,0,0,2.3,Corporate,0,6.5,1,17,5,50.3,9.5,0
2022-09-11,Cybersecurity Analyst,Contract,Remote,E-Commerce,Singapore,"Mendez, Strickland and Hunt",Small,30.0,1,1,348,1,35078.0,0,0,0,1100,1,21,0,23,0,2.0,Free,1,2.8,1,20,25,65.8,13.3,0
2021-08-26,ML Engineer,Part-Time,Hybrid,Software,Sydney,George-Lopez,Startup,10.0,1,1,130,1,31401.0,0,1,1220,1540,4,0,35,19,0,8.8,Free,1,41.4,1,0,4,97.8,32.7,0
2020-01-05,ML Engineer,Internship,Onsite,FinTech,San Francisco,"Brewer, Cook and Grimes",Startup,24.0,1,0,279,1,40160.0,0,0,0,2919,5,0,47,46,0,4.8,Corporate,0,31.6,1,19,70,42.3,72.9,1
2024-12-30,Backend Developer,Internship,Remote,Software,San Francisco,"Sanchez, Benton and Leon",Startup,37.0,0,1,461,1,36545.0,0,0,0,1613,4,46,27,9,1,7.6,Corporate,0,16.4,1,50,45,30.2,82.6,1
2021-05-18,Cloud Engineer,Full-Time,Onsite,FinTech,London,Huynh LLC,Medium,4.0,0,1,22,0,19788.0,0,0,0,2822,2,43,21,36,0,7.0,Corporate,0,31.4,1,32,19,54.4,19.3,0
2025-06-07,Cybersecurity Analyst,Full-Time,Remote,E-Commerce,Toronto,Lane-Pierce,Small,38.0,1,1,423,1,36640.0,0,0,0,2472,2,3,42,60,0,6.2,Free,1,17.3,1,28,0,100.0,10.6,0
2018-05-23,Frontend Developer,Full-Time,Remote,Healthcare,London,Bennett-Petty,Startup,,1,1,89,0,38636.0,0,0,0,2064,1,22,63,26,0,2.8,Corporate,0,23.4,1,12,27,50.6,6.5,0
2022-09-06,Cybersecurity Analyst,Full-Time,Onsite,Gaming,Dubai,Snyder-Brock,Medium,21.0,1,1,259,1,2956.0,0,0,0,1640,1,40,100,32,0,11.7,Corporate,0,14.8,0,48,23,34.0,31.9,0
2024-12-18,Frontend Developer,Internship,Remote,Marketing,Bangalore,"Gonzalez, Olson and Morgan",Medium,12.0,0,1,143,1,24933.0,0,0,0,2273,6,27,56,22,0,6.1,Corporate,0,26.8,1,18,25,53.1,27.8,0
2025-12-28,UI/UX Designer,Contract,Remote,Marketing,Berlin,Carroll-Olson,Medium,33.0,1,1,409,1,39681.0,0,0,0,1042,4,59,62,13,0,9.9,Free,1,19.7,0,1,14,37.0,68.0,1
2018-01-01,AI Research Intern,Contract,Remote,Gaming,Bangalore,Conrad LLC,Startup,20.0,1,1,230,0,25788.0,0,0,0,1351,1,23,50,52,0,2.8,Corporate,0,2.1,0,27,28,49.4,16.6,0
2024-11-20,Data Science Intern,Full-Time,Remote,Cybersecurity,Bangalore,Fields-Massey,Small,23.0,1,1,307,1,16848.0,0,0,0,2577,2,26,44,30,0,7.9,Free,1,16.5,0,42,22,54.8,30.4,0
2020-04-24,AI Research Intern,Internship,Remote,Gaming,Berlin,"Davis, Nguyen and Downs",Enterprise,22.0,1,1,262,1,19652.0,0,1,1311,2518,4,52,41,26,0,11.2,Corporate,0,26.2,0,45,20,29.0,80.4,1
2018-08-23,UI/UX Designer,Part-Time,Remote,Cybersecurity,Singapore,Simmons LLC,Enterprise,29.0,1,1,355,1,25837.0,0,0,0,1196,4,19,33,44,0,6.6,Corporate,0,14.5,1,6,0,59.7,0.5,0
2020-03-16,UI/UX Designer,Internship,Onsite,Gaming,Bangalore,Johnson Ltd,Small,32.0,1,1,394,1,32748.0,0,0,0,2228,5,22,94,18,0,6.4,Free,1,1.2,0,54,17,55.5,33.8,0
2018-10-15,Frontend Developer,Contract,Hybrid,Cybersecurity,San Francisco,Buchanan Inc,Enterprise,11.0,0,1,126,0,32087.0,0,0,0,1677,5,21,18,61,0,5.2,Corporate,0,16.3,1,57,17,52.5,24.9,0
2018-02-18,Backend Developer,Part-Time,Remote,EdTech,Berlin,"Olsen, Gonzalez and Howard",Small,39.0,0,1,466,1,53107.0,0,0,0,1995,4,29,56,8,0,6.1,Corporate,0,42.5,1,16,28,37.5,45.3,0
2018-01-15,ML Engineer,Contract,Remote,AI,Singapore,Rodriguez Ltd,Startup,8.0,0,0,95,0,61767.0,0,1,3138,1605,4,14,61,0,0,4.9,Corporate,0,14.3,1,22,7,72.0,54.7,1
2026-01-12,Cybersecurity Analyst,Contract,Remote,Healthcare,New York,Taylor-Pacheco,Small,29.0,1,1,340,1,29600.0,0,0,0,2902,3,44,41,22,0,1.2,Free,1,15.0,1,58,24,44.8,44.7,0
2018-03-07,Data Science Intern,Contract,Hybrid,Software,Berlin,"Pope, Figueroa and Holmes",Medium,16.0,1,1,207,1,47391.0,0,0,0,1061,4,50,31,30,0,3.9,Corporate,0,30.8,1,12,0,57.8,19.2,0
2024-07-03,ML Engineer,Full-Time,Remote,AI,New York,"Allen, Martinez and Deleon",Startup,34.0,1,1,399,0,22268.0,0,0,0,1483,3,37,30,6,0,6.2,Corporate,0,20.6,1,21,36,57.5,23.5,0
2021-09-25,Backend Developer,Full-Time,Remote,Marketing,Singapore,"Mcfarland, Cooper and Johnson",Enterprise,36.0,1,1,425,0,24159.0,0,0,0,1729,5,50,47,2,0,3.1,Free,1,14.2,1,9,18,44.2,42.1,0
2024-09-04,Cloud Engineer,Internship,Remote,Software,San Francisco,Thornton-Brown,Startup,19.0,1,1,222,1,55091.0,0,0,0,1588,7,56,45,27,0,1.2,Corporate,0,19.8,1,24,47,23.7,48.6,0
2023-01-08,Marketing Intern,Contract,Remote,EdTech,Bangalore,Austin Ltd,Small,22.0,1,1,258,1,27325.0,0,0,0,1471,3,25,80,35,0,3.7,Corporate,0,22.9,1,41,11,61.3,20.2,0
2024-05-07,UI/UX Designer,Internship,Remote,FinTech,San Francisco,Walker Ltd,Small,19.0,1,1,239,1,34781.0,0,0,0,933,1,57,28,17,1,6.5,Corporate,0,28.4,1,6,14,62.1,36.8,0
2025-12-13,Cloud Engineer,Part-Time,Hybrid,EdTech,Berlin,"Murphy, Hayes and Herring",Small,36.0,1,1,435,1,8449.0,0,0,0,2545,2,18,66,50,0,5.5,Corporate,0,17.1,1,22,15,76.6,17.1,0
2018-11-01,ML Engineer,Internship,Remote,E-Commerce,Sydney,Boyer Inc,Medium,7.0,1,1,70,0,32867.0,0,0,0,1606,2,22,0,30,0,6.2,Corporate,0,7.0,1,13,33,47.7,16.2,0
2020-10-31,Marketing Intern,Part-Time,Hybrid,FinTech,San Francisco,"Hernandez, Woods and Garcia",Small,36.0,0,1,402,1,15732.0,0,0,0,1164,2,0,6,6,0,1.8,Corporate,0,17.0,0,64,48,45.9,35.2,0
2023-12-01,AI Research Intern,Full-Time,Remote,E-Commerce,Sydney,Rodriguez-Rich,Small,24.0,0,1,283,0,22508.0,0,0,0,1677,5,30,30,55,0,6.5,Corporate,0,19.7,1,38,20,29.1,42.7,0
2019-11-24,Backend Developer,Part-Time,Remote,EdTech,Berlin,Meyer LLC,Startup,4.0,1,0,87,1,42622.0,0,0,0,2204,2,0,70,41,0,8.4,Corporate,0,20.5,0,9,13,85.6,23.1,0
2024-04-29,Cloud Engineer,Contract,Remote,AI,Toronto,Black-Sampson,Small,7.0,1,1,96,1,26997.0,0,0,0,3383,1,35,0,34,0,4.5,Corporate,0,25.7,0,0,41,45.1,28.4,0
2020-05-10,Cloud Engineer,Contract,Remote,Healthcare,Sydney,Bryant and Sons,Startup,10.0,1,1,113,0,42294.0,0,0,0,2723,3,27,44,46,0,4.1,Corporate,0,1.0,0,11,26,39.8,19.3,0
2019-07-14,AI Research Intern,Internship,Onsite,Cybersecurity,Sydney,Floyd PLC,Startup,22.0,1,0,248,1,35114.0,0,0,0,1967,1,0,47,8,0,4.9,Corporate,0,10.2,1,25,38,71.5,22.9,0
2019-10-12,Cloud Engineer,Part-Time,Remote,E-Commerce,New York,Williams-Mcgee,Enterprise,7.0,1,1,52,1,34382.0,0,0,0,2384,2,42,53,25,0,4.0,Free,1,14.0,1,24,34,54.5,43.0,0
2024-10-11,Frontend Developer,Contract,Hybrid,Healthcare,London,Bailey Group,Startup,22.0,1,1,283,0,50463.0,0,0,0,1338,1,25,44,7,0,2.8,Corporate,0,14.4,1,28,37,31.6,18.7,0
2021-12-31,Frontend Developer,Internship,Onsite,Gaming,Singapore,Hill Ltd,Startup,14.0,1,1,141,1,28053.0,0,0,0,2290,5,21,38,16,0,5.2,Free,1,27.6,0,54,48,28.7,31.2,0
2024-09-11,Frontend Developer,Internship,Onsite,EdTech,Toronto,Gallegos-Hunter,Small,15.0,1,1,147,1,20464.0,0,1,4396,1613,4,26,28,16,0,9.1,Corporate,0,15.7,1,12,21,67.8,40.0,0
2021-06-24,Frontend Developer,Internship,Onsite,Gaming,New York,Trujillo-Richardson,Medium,31.0,1,0,359,1,34544.0,0,0,0,397,2,30,22,43,0,6.2,Free,1,27.0,1,36,34,51.5,53.0,1
2022-02-03,Backend Developer,Internship,Onsite,E-Commerce,Singapore,"Roach, Haley and Ray",Medium,39.0,1,1,463,0,64769.0,0,0,0,1120,1,25,13,28,0,2.7,Corporate,0,34.5,1,45,33,40.6,26.3,0
2023-02-15,Backend Developer,Internship,Remote,Gaming,Singapore,Wright Group,Small,28.0,0,1,337,1,30178.0,0,0,0,1119,1,13,48,20,0,7.4,Free,1,9.1,1,8,47,42.1,68.1,1
2022-06-27,Backend Developer,Part-Time,Remote,AI,New York,"Fritz, Roberts and Moore",Startup,21.0,0,1,262,1,51648.0,0,0,0,2956,1,35,100,24,0,1.6,Corporate,0,18.5,1,17,34,61.5,50.3,1
2018-03-04,Frontend Developer,Part-Time,Remote,Cybersecurity,Singapore,Richards-Hammond,Startup,26.0,1,1,310,1,30051.0,0,0,0,1275,2,49,0,5,0,6.7,Corporate,0,19.1,1,13,0,60.2,6.9,0
2021-09-08,Cybersecurity Analyst,Part-Time,Onsite,Cybersecurity,Berlin,Morgan Group,Startup,15.0,1,1,184,1,65407.0,0,1,3216,1114,0,20,54,16,1,5.2,Free,1,25.5,1,38,0,87.9,60.0,1
2021-08-16,UI/UX Designer,Full-Time,Remote,Cybersecurity,Berlin,"Schneider, Hall and Lee",Startup,6.0,0,1,83,0,29781.0,0,0,0,1843,2,26,44,26,0,8.3,Corporate,0,5.4,1,75,23,51.8,41.4,0
2022-08-10,Data Science Intern,Internship,Remote,E-Commerce,Sydney,Lee Inc,Small,18.0,0,1,208,1,48222.0,0,0,0,2282,2,15,22,34,1,9.0,Corporate,0,27.8,1,37,0,77.6,35.8,0
2026-08-25,Cloud Engineer,Internship,Hybrid,Cybersecurity,New York,"Rodriguez, Holmes and Rivera",Small,11.0,1,1,135,1,37513.0,0,0,0,314,2,45,39,25,0,5.1,Corporate,0,15.3,1,52,21,72.1,17.1,0
2019-03-25,Cybersecurity Analyst,Contract,Remote,EdTech,Singapore,Herman-Burton,Small,30.0,1,1,356,1,25447.0,0,0,0,1231,0,4,40,0,0,6.0,Free,1,15.3,1,37,21,69.1,16.2,0
2018-03-25,Data Science Intern,Internship,Remote,Software,New York,Duncan LLC,Small,4.0,1,1,34,0,29186.0,0,0,0,876,1,61,24,0,0,10.1,Corporate,0,9.9,1,9,39,25.0,42.8,0
2026-10-01,UI/UX Designer,Part-Time,Hybrid,FinTech,Singapore,Gardner and Sons,Small,15.0,1,1,179,1,45708.0,0,0,0,968,5,63,26,6,0,6.0,Corporate,0,12.8,1,22,0,56.4,15.2,0
2024-09-10,Marketing Intern,Contract,Remote,Cybersecurity,Singapore,Griffin PLC,Medium,16.0,1,0,197,1,31656.0,0,0,0,582,3,61,75,0,0,11.0,Corporate,0,23.0,1,22,5,48.9,42.4,0
2019-12-20,Backend Developer,Full-Time,Hybrid,FinTech,Singapore,Cain and Sons,Medium,32.0,1,1,366,0,27411.0,0,1,1754,1865,2,0,60,0,0,0.0,Free,1,26.9,0,4,10,64.4,49.3,0
2025-07-20,UI/UX Designer,Full-Time,Onsite,E-Commerce,London,Mitchell-Silva,Medium,26.0,1,1,290,1,2000.0,0,0,0,1510,2,26,65,27,0,6.1,Corporate,0,14.7,1,34,13,82.6,17.2,0
2024-12-24,Data Science Intern,Full-Time,Onsite,Gaming,Berlin,Ward Inc,Enterprise,5.0,1,1,44,1,44000.0,0,0,0,1654,4,51,7,34,0,4.5,Free,1,22.6,1,66,46,46.2,67.2,1
2023-12-21,Frontend Developer,Internship,Remote,Healthcare,Singapore,"Padilla, Alvarado and Oneill",Medium,33.0,1,1,403,0,48854.0,0,0,0,2172,4,34,8,31,0,1.9,Corporate,0,20.1,1,13,18,46.0,20.2,0
2021-07-26,Cloud Engineer,Internship,Remote,Healthcare,Singapore,Kim-Richardson,Small,12.0,0,1,120,1,60906.0,0,0,0,1832,5,35,32,2,0,2.7,Corporate,0,21.2,1,47,28,26.1,55.1,1
2024-01-16,Frontend Developer,Contract,Remote,Cybersecurity,Singapore,"Hall, Hicks and Meyer",Startup,14.0,1,1,150,0,35034.0,0,0,0,2180,5,46,29,55,0,9.0,Corporate,0,26.3,1,22,29,31.4,39.6,0
2019-05-21,Cybersecurity Analyst,Full-Time,Hybrid,Gaming,Toronto,Gregory PLC,Medium,6.0,1,1,61,1,38452.0,0,0,0,1040,5,16,39,14,0,6.1,Corporate,0,27.5,1,25,0,74.5,0.0,0
2026-12-29,Data Science Intern,Part-Time,Remote,Cybersecurity,San Francisco,Clayton Group,Medium,27.0,1,1,303,1,31034.0,0,0,0,2672,3,57,26,33,1,3.0,Corporate,0,6.2,1,4,20,36.2,66.6,1
2019-08-04,Backend Developer,Part-Time,Remote,AI,Toronto,Morgan-Nguyen,Small,26.0,1,1,289,1,31620.0,0,0,0,1478,1,25,46,22,0,2.9,Free,1,42.0,0,13,22,64.0,32.4,0
2019-04-21,Frontend Developer,Part-Time,Remote,Cybersecurity,San Francisco,"Rollins, French and Frazier",Small,39.0,1,1,488,0,43542.0,0,0,0,1611,3,38,26,2,0,5.7,Free,1,23.5,1,27,5,61.3,26.6,0
2020-10-30,Cybersecurity Analyst,Full-Time,Remote,Cybersecurity,Dubai,Fletcher-Whitney,Medium,19.0,1,1,232,1,48936.0,0,0,0,1930,1,29,42,51,0,3.5,Corporate,0,25.6,1,34,26,47.6,29.6,0
2023-01-03,UI/UX Designer,Part-Time,Hybrid,FinTech,Dubai,Pearson-Austin,Medium,2.0,1,1,1,0,47490.0,0,0,0,3335,3,22,51,20,0,3.1,Free,1,27.4,0,41,1,75.3,38.7,0
2018-07-21,UI/UX Designer,Contract,Hybrid,EdTech,New York,"Walker, Shields and Lee",Startup,15.0,1,1,169,0,38400.0,0,0,0,1820,4,52,38,2,0,1.4,Free,1,31.6,1,0,44,20.5,46.2,0
2023-01-03,Marketing Intern,Contract,Remote,Marketing,Bangalore,"Galloway, Wilcox and Cook",Small,20.0,1,1,221,1,37655.0,0,1,3455,1465,2,48,25,15,0,6.2,Corporate,0,22.5,1,27,0,67.4,40.9,0
2020-09-27,Data Science Intern,Internship,Remote,Gaming,London,Murray PLC,Small,19.0,1,1,249,0,29515.0,0,0,0,360,3,54,45,39,0,7.0,Corporate,0,23.1,1,10,27,24.0,58.7,1
2024-12-11,Backend Developer,Part-Time,Hybrid,FinTech,Toronto,Shields Inc,Medium,21.0,0,1,264,1,19426.0,0,0,0,1672,2,4,52,0,0,7.4,Corporate,0,12.3,1,43,1,69.9,0.0,0
2019-03-09,Cybersecurity Analyst,Full-Time,Hybrid,FinTech,San Francisco,Bean Ltd,Medium,36.0,1,1,424,0,50942.0,0,0,0,2409,2,40,14,21,0,6.1,Corporate,0,14.5,1,21,1,78.0,0.5,0
2025-04-03,Backend Developer,Internship,Onsite,Cybersecurity,Dubai,"Myers, Perez and Malone",Startup,28.0,0,1,323,1,53341.0,0,0,0,1505,4,17,47,6,0,2.8,Corporate,0,9.0,1,15,5,70.5,2.4,0
2024-11-15,AI Research Intern,Contract,Remote,E-Commerce,Singapore,"Watson, Myers and Cruz",Enterprise,38.0,1,1,458,1,14190.0,0,0,0,2593,3,18,20,29,0,3.6,Corporate,0,19.9,1,55,0,87.4,0.0,0
2021-09-25,UI/UX Designer,Full-Time,Hybrid,Marketing,London,Martin LLC,Small,32.0,1,1,391,0,75362.0,0,0,0,2745,3,40,61,38,0,3.6,Corporate,0,29.8,1,23,28,35.6,30.2,0
2024-08-05,Data Science Intern,Internship,Remote,AI,Toronto,"Weaver, Mason and Wilson",Small,25.0,1,1,305,1,75215.0,0,0,0,2251,4,35,18,20,0,3.7,Corporate,0,17.5,1,12,9,74.6,16.0,0
2021-11-07,ML Engineer,Internship,Remote,EdTech,Sydney,"Brooks, Taylor and Ramirez",Small,16.0,1,1,197,1,32553.0,0,0,0,1454,1,27,47,24,0,7.7,Free,1,19.4,0,1,13,78.2,21.9,0
2018-06-02,Data Science Intern,Contract,Remote,E-Commerce,Toronto,Flores Ltd,Small,32.0,1,1,356,0,34966.0,0,0,0,1703,2,56,65,20,0,6.5,Corporate,0,19.6,1,0,32,36.8,36.4,0
2024-08-29,Backend Developer,Contract,Remote,Gaming,Sydney,"Jackson, Reese and Lucas",Medium,33.0,1,1,382,1,42739.0,0,0,0,1887,7,27,85,20,1,2.1,Corporate,0,21.9,1,36,5,78.3,35.6,0
2025-08-23,Cloud Engineer,Full-Time,Remote,Marketing,Dubai,Aguirre-Johns,Small,2.0,0,0,44,1,32887.0,0,0,0,1984,6,9,43,34,0,3.7,Corporate,0,53.9,1,17,0,50.8,58.2,1
2022-12-25,Backend Developer,Full-Time,Remote,AI,Toronto,Harmon PLC,Enterprise,8.0,1,1,104,1,12074.0,0,0,0,1587,4,23,24,57,0,6.1,Free,1,25.7,0,24,7,73.1,24.9,0
2026-03-09,Backend Developer,Part-Time,Hybrid,Gaming,Berlin,"Coffey, Patterson and Walsh",Medium,6.0,1,1,55,1,32203.0,0,0,0,2403,2,45,29,3,0,4.8,Corporate,0,25.3,0,60,25,44.0,14.5,0
2019-12-24,Marketing Intern,Full-Time,Remote,Software,Dubai,Johnson-Hernandez,Medium,15.0,1,1,169,1,31407.0,0,0,0,1804,2,23,26,34,0,3.5,Corporate,0,11.5,1,32,6,57.0,18.9,0
2020-07-28,Backend Developer,Full-Time,Remote,EdTech,Toronto,Moon-Keith,Small,9.0,1,1,133,1,35783.0,0,0,0,2378,3,28,13,28,0,5.5,Free,1,28.5,1,0,0,81.0,25.2,0
2023-02-24,ML Engineer,Contract,Hybrid,AI,London,"Jordan, Jenkins and Cameron",Small,28.0,1,1,332,1,57207.0,0,0,0,2475,1,9,27,6,0,3.2,Corporate,0,16.1,1,29,12,65.3,0.0,0
2024-02-12,AI Research Intern,Full-Time,Hybrid,EdTech,London,Wright LLC,Small,14.0,1,1,192,1,40291.0,0,0,0,946,2,10,51,22,0,2.3,Corporate,0,26.7,1,11,6,86.4,0.0,0
2026-10-25,ML Engineer,Full-Time,Hybrid,Marketing,New York,Hogan PLC,Medium,28.0,1,1,363,0,54365.0,0,0,0,1274,3,39,13,37,0,8.5,Corporate,0,17.2,0,39,26,34.3,27.2,0
2018-08-18,Backend Developer,Part-Time,Onsite,Healthcare,San Francisco,"Mason, Williams and Torres",Small,27.0,1,1,321,1,28333.0,0,0,0,1375,2,31,14,33,0,2.3,Corporate,0,32.1,1,60,10,62.2,15.9,0
2025-09-29,Backend Developer,Full-Time,Remote,Software,Dubai,Lynch-Bennett,Startup,3.0,1,1,50,1,41343.0,0,0,0,1621,4,0,58,8,0,7.0,Corporate,0,17.0,1,36,43,54.8,14.3,0
2018-10-01,Marketing Intern,Internship,Remote,E-Commerce,Singapore,Harris-Chapman,Small,39.0,1,1,473,1,17455.0,0,0,0,2060,5,0,45,33,0,1.0,Corporate,0,27.7,1,0,9,75.3,8.0,0
2018-05-30,Backend Developer,Part-Time,Remote,E-Commerce,New York,"Lewis, Gonzalez and Young",Small,8.0,1,1,79,0,33735.0,0,0,0,1891,3,57,46,0,0,2.7,Corporate,0,19.2,1,35,13,52.4,21.0,0
2023-07-15,Data Science Intern,Full-Time,Remote,Software,Bangalore,"Warren, Wright and Jarvis",Enterprise,19.0,1,1,224,1,28859.0,0,0,0,1576,5,11,79,0,1,3.3,Corporate,0,22.6,0,14,33,55.0,60.6,1
2021-07-24,Frontend Developer,Full-Time,Hybrid,Software,London,Bright-Williams,Medium,7.0,0,1,82,0,31022.0,0,0,0,1344,4,0,9,32,0,1.5,Corporate,0,29.6,1,23,0,85.7,2.1,0
2021-04-08,Frontend Developer,Part-Time,Remote,FinTech,Toronto,Pham-Sullivan,Small,12.0,1,1,120,1,54934.0,0,0,0,2426,0,0,24,42,0,4.5,Free,1,27.9,1,11,18,76.2,10.7,0
2023-07-15,Data Science Intern,Contract,Remote,EdTech,Bangalore,Scott LLC,Small,4.0,0,1,68,1,42225.0,0,0,0,1931,2,19,77,38,0,5.5,Corporate,0,28.3,1,14,55,36.1,49.7,0
2026-01-02,Marketing Intern,Full-Time,Onsite,E-Commerce,San Francisco,Dennis Group,Small,1.0,1,1,39,1,56243.0,0,0,0,1578,2,0,40,28,0,9.0,Free,1,21.5,0,14,0,87.8,10.4,0
2018-06-04,UI/UX Designer,Internship,Remote,Cybersecurity,Bangalore,"Terry, Bruce and Hensley",Small,22.0,1,1,269,1,51323.0,0,0,0,2573,2,38,16,16,0,4.0,Corporate,0,21.7,1,56,36,66.8,24.5,0
2024-03-12,Cloud Engineer,Part-Time,Onsite,Healthcare,New York,Campbell Inc,Startup,20.0,1,1,235,0,47740.0,0,0,0,2134,1,48,78,34,0,3.1,Corporate,0,8.8,1,27,15,43.1,27.0,0
2025-10-24,Frontend Developer,Contract,Onsite,Software,Bangalore,"Pope, Hawkins and Price",Enterprise,9.0,1,1,85,1,,0,1,1193,1972,4,51,36,13,0,2.5,Free,1,19.8,0,51,27,40.4,75.4,1
2022-11-12,AI Research Intern,Part-Time,Remote,Marketing,Dubai,Ward and Sons,Medium,34.0,0,1,415,1,32520.0,0,0,0,2072,0,49,18,20,0,6.7,Corporate,0,20.7,1,22,9,57.6,20.2,0
2024-04-24,Data Science Intern,Part-Time,Onsite,EdTech,Singapore,Gordon-Lin,Small,19.0,0,1,242,0,46027.0,0,0,0,1792,1,10,0,59,0,4.3,Free,1,3.4,1,20,8,74.4,12.0,0
2024-09-17,Frontend Developer,Contract,Remote,AI,Bangalore,"Clay, Moreno and Oliver",Startup,29.0,1,1,382,0,30586.0,0,0,0,2214,2,1,57,23,1,5.7,Corporate,0,12.0,1,0,31,56.2,28.8,0
2020-06-13,Cybersecurity Analyst,Full-Time,Onsite,E-Commerce,Sydney,Brooks LLC,Small,28.0,0,1,312,1,43790.0,0,0,0,1958,2,25,28,32,0,6.1,Corporate,0,14.7,0,9,36,59.0,16.1,0
2020-07-30,Frontend Developer,Full-Time,Onsite,Marketing,San Francisco,Taylor PLC,Startup,1.0,1,1,19,0,52192.0,0,0,0,2131,1,38,74,9,0,1.7,Free,1,31.6,1,25,33,23.6,57.8,1
2021-08-28,Cybersecurity Analyst,Full-Time,Remote,Cybersecurity,San Francisco,Lopez Inc,Startup,4.0,1,1,54,1,37213.0,0,1,1389,880,3,5,59,20,0,1.5,Corporate,0,34.7,1,15,23,72.8,42.8,0
2019-11-07,Backend Developer,Contract,Remote,EdTech,Dubai,Ferguson LLC,Enterprise,16.0,1,1,195,1,42944.0,0,0,0,1714,6,42,40,45,0,6.9,Free,1,13.8,1,55,30,54.6,42.6,0
2018-10-19,Marketing Intern,Contract,Onsite,Marketing,Toronto,Johnson and Sons,Startup,28.0,1,1,352,1,53630.0,0,0,0,1829,2,66,45,20,0,4.6,Free,1,18.4,1,16,23,58.1,36.1,0
2022-04-15,UI/UX Designer,Contract,Onsite,Software,Bangalore,Medina PLC,Startup,16.0,1,1,194,0,39314.0,0,0,0,1147,1,14,17,35,0,6.0,Free,1,29.2,1,49,69,26.1,52.9,1
2019-08-12,Cybersecurity Analyst,Part-Time,Remote,FinTech,London,Williams-Morgan,Startup,29.0,1,1,334,1,54273.0,0,1,63,2654,3,36,74,49,0,4.0,Corporate,0,15.2,1,2,35,54.2,73.4,1
2020-02-19,Backend Developer,Part-Time,Hybrid,AI,Sydney,Hansen-Price,Startup,34.0,1,1,371,1,20131.0,0,0,0,1502,4,23,46,1,1,3.4,Corporate,0,20.7,0,11,6,68.7,20.1,0
2022-01-30,Marketing Intern,Part-Time,Remote,Gaming,New York,"Fields, Sharp and Henderson",Small,25.0,0,0,301,1,48601.0,0,0,0,1474,3,56,41,37,0,6.5,Free,1,7.5,1,18,28,45.7,86.2,1
2020-06-03,Frontend Developer,Internship,Hybrid,EdTech,New York,Lewis-Pittman,Startup,37.0,1,1,451,1,37126.0,0,0,0,2332,3,43,25,64,0,4.0,Free,1,24.8,1,8,15,76.7,32.6,0
2018-12-06,Cloud Engineer,Internship,Hybrid,Marketing,Bangalore,"Frank, Bryant and Thomas",Startup,1.0,0,1,27,0,11560.0,0,0,0,1901,1,43,41,57,0,6.5,Corporate,0,12.7,1,15,7,56.2,56.0,1
2026-12-05,Marketing Intern,Contract,Remote,Cybersecurity,San Francisco,Weiss LLC,Medium,21.0,1,0,256,0,26312.0,0,0,0,1483,5,32,50,12,0,10.7,Corporate,0,23.8,1,33,32,46.5,43.1,0
2018-04-13,Frontend Developer,Contract,Remote,Marketing,Singapore,Hickman-Watson,Small,21.0,0,0,248,1,34184.0,0,0,0,1365,6,38,12,45,0,6.7,Corporate,0,27.4,1,8,6,61.3,48.2,0
2025-04-25,Backend Developer,Internship,Remote,Cybersecurity,Sydney,"Mayer, Smith and Pena",Enterprise,14.0,1,0,187,1,43540.0,0,0,0,1672,1,0,11,0,0,9.4,Free,1,19.0,1,30,13,72.1,14.1,0
2018-12-04,Marketing Intern,Contract,Remote,EdTech,Bangalore,Higgins-Schmitt,Medium,30.0,0,0,361,1,48516.0,0,0,0,2462,3,5,3,9,0,7.6,Free,1,17.5,1,41,0,96.9,34.7,0
2021-09-04,Data Science Intern,Internship,Hybrid,Software,Bangalore,Bell-Jacobs,Medium,12.0,0,1,149,1,47640.0,0,0,0,1208,2,25,60,22,0,1.2,Free,1,5.3,0,0,16,44.9,36.7,0
2025-08-29,Frontend Developer,Internship,Remote,Healthcare,Sydney,Cross-Powell,Medium,8.0,1,0,111,0,53876.0,0,0,0,2274,2,39,45,1,0,0.4,Corporate,0,26.5,0,0,12,34.9,52.9,1
2025-06-25,ML Engineer,Part-Time,Onsite,Software,Dubai,Riley PLC,Medium,10.0,1,1,123,1,36100.0,0,0,0,1061,0,42,81,17,0,0.3,Free,1,4.3,1,6,19,55.3,47.2,0
2024-11-17,Cloud Engineer,Internship,Remote,Gaming,Dubai,"Williams, Guerrero and Barrett",Startup,28.0,1,0,347,0,41279.0,0,0,0,1511,5,20,78,33,0,7.6,Free,1,13.9,1,31,11,61.2,55.3,1
2021-06-09,AI Research Intern,Internship,Hybrid,EdTech,Bangalore,Colon LLC,Startup,11.0,0,1,119,1,9902.0,0,0,0,964,1,60,74,6,0,2.8,Corporate,0,29.2,0,0,0,54.6,28.2,0
