TransactionNo,Items,DateTime,Daypart,DayType
4901,Pastry,2017-01-19 10:09:55,Morning,Weekday
4902,Bread,2017-01-19 10:16:19,Morning,Weekday
4903,Farm House,2017-01-19 10:28:55,Morning,Weekday
4904,Bread,2017-01-19 10:31:44,Morning,Weekday
4904,Cookies,2017-01-19 10:31:44,Morning,Weekday
4905,Bread,2017-01-19 10:33:23,Morning,Weekday
4906,Hot chocolate,2017-01-19 10:38:30,Morning,Weekday
4906,Hot chocolate,2017-01-19 10:38:30,Morning,Weekday
4906,Cake,2017-01-19 10:38:30,Morning,Weekday
4907,Pastry,2017-01-19 10:46:37,Morning,Weekday
4907,Cake,2017-01-19 10:46:37,Morning,Weekday
4907,Mineral water,2017-01-19 10:46:37,Morning,Weekday
4908,Tea,2017-01-19 10:58:01,Morning,Weekday
4909,Tea,2017-01-19 11:04:48,Morning,Weekday
4909,Jammie Dodgers,2017-01-19 11:04:48,Morning,Weekday
4909,Cake,2017-01-19 11:04:48,Morning,Weekday
4909,Juice,2017-01-19 11:04:48,Morning,Weekday
4910,Tiffin,2017-01-19 11:05:17,Morning,Weekday
4911,Cake,2017-01-19 11:09:57,Morning,Weekday
4911,Muffin,2017-01-19 11:09:57,Morning,Weekday
4912,Coffee,2017-01-19 11:13:54,Morning,Weekday
4912,Coke,2017-01-19 11:13:54,Morning,Weekday
4912,Juice,2017-01-19 11:13:54,Morning,Weekday
4912,Truffles,2017-01-19 11:13:54,Morning,Weekday
4912,Medialuna,2017-01-19 11:13:54,Morning,Weekday
4913,Coffee,2017-01-19 11:18:21,Morning,Weekday
4914,Coffee,2017-01-19 11:18:53,Morning,Weekday
4915,Coffee,2017-01-19 11:28:12,Morning,Weekday
4915,Coffee,2017-01-19 11:28:12,Morning,Weekday
4916,Coffee,2017-01-19 11:28:26,Morning,Weekday
4917,Coffee,2017-01-19 11:34:28,Morning,Weekday
4917,Pastry,2017-01-19 11:34:28,Morning,Weekday
4918,Cake,2017-01-19 11:47:09,Morning,Weekday
4918,Coffee,2017-01-19 11:47:09,Morning,Weekday
4919,Bread,2017-01-19 11:52:51,Morning,Weekday
4919,Tiffin,2017-01-19 11:52:51,Morning,Weekday
4920,Scandinavian,2017-01-19 11:55:02,Morning,Weekday
4920,Bread,2017-01-19 11:55:02,Morning,Weekday
4921,Coffee,2017-01-19 11:55:48,Morning,Weekday
4921,Tea,2017-01-19 11:55:48,Morning,Weekday
4921,Alfajores,2017-01-19 11:55:48,Morning,Weekday
4922,Chicken Stew,2017-01-19 11:59:14,Morning,Weekday
4923,Coffee,2017-01-19 12:00:18,Afternoon,Weekday
4924,Coffee,2017-01-19 12:02:26,Afternoon,Weekday
4924,Juice,2017-01-19 12:02:26,Afternoon,Weekday
4924,Medialuna,2017-01-19 12:02:26,Afternoon,Weekday
4924,Crisps,2017-01-19 12:02:26,Afternoon,Weekday
4925,Coffee,2017-01-19 12:22:38,Afternoon,Weekday
4926,Farm House,2017-01-19 12:25:36,Afternoon,Weekday
4927,Salad,2017-01-19 12:37:49,Afternoon,Weekday
4927,Coffee,2017-01-19 12:37:49,Afternoon,Weekday
4928,Bread,2017-01-19 12:50:07,Afternoon,Weekday
4929,Bread,2017-01-19 12:54:16,Afternoon,Weekday
4929,Medialuna,2017-01-19 12:54:16,Afternoon,Weekday
4930,Coffee,2017-01-19 13:15:51,Afternoon,Weekday
4930,Coffee,2017-01-19 13:15:51,Afternoon,Weekday
4930,Sandwich,2017-01-19 13:15:51,Afternoon,Weekday
4931,Hot chocolate,2017-01-19 13:20:35,Afternoon,Weekday
4931,Chicken Stew,2017-01-19 13:20:35,Afternoon,Weekday
4932,Coffee,2017-01-19 13:24:54,Afternoon,Weekday
4932,Tea,2017-01-19 13:24:54,Afternoon,Weekday
4932,Sandwich,2017-01-19 13:24:54,Afternoon,Weekday
4932,Medialuna,2017-01-19 13:24:54,Afternoon,Weekday
4933,Bread,2017-01-19 13:43:11,Afternoon,Weekday
4933,Tea,2017-01-19 13:43:11,Afternoon,Weekday
4933,Chicken Stew,2017-01-19 13:43:11,Afternoon,Weekday
4933,Soup,2017-01-19 13:43:11,Afternoon,Weekday
4933,Cake,2017-01-19 13:43:11,Afternoon,Weekday
4933,Pastry,2017-01-19 13:43:11,Afternoon,Weekday
4933,Alfajores,2017-01-19 13:43:11,Afternoon,Weekday
4933,Focaccia,2017-01-19 13:43:11,Afternoon,Weekday
4934,Bread,2017-01-19 13:50:38,Afternoon,Weekday
4934,Coffee,2017-01-19 13:50:38,Afternoon,Weekday
4934,Soup,2017-01-19 13:50:38,Afternoon,Weekday
4934,Muffin,2017-01-19 13:50:38,Afternoon,Weekday
4935,Bread,2017-01-19 13:50:59,Afternoon,Weekday
4936,Coffee,2017-01-19 14:30:18,Afternoon,Weekday
4936,Tea,2017-01-19 14:30:18,Afternoon,Weekday
4936,Cake,2017-01-19 14:30:18,Afternoon,Weekday
4937,Sandwich,2017-01-19 14:33:32,Afternoon,Weekday
4937,Sandwich,2017-01-19 14:33:32,Afternoon,Weekday
4937,Coffee,2017-01-19 14:33:32,Afternoon,Weekday
4937,Tea,2017-01-19 14:33:32,Afternoon,Weekday
4938,Coffee,2017-01-19 14:34:10,Afternoon,Weekday
4938,Coffee,2017-01-19 14:34:10,Afternoon,Weekday
4939,Bread,2017-01-19 14:49:27,Afternoon,Weekday
4940,Coffee,2017-01-19 14:52:15,Afternoon,Weekday
4941,Bread,2017-01-19 14:53:04,Afternoon,Weekday
4942,Hot chocolate,2017-01-19 15:25:44,Afternoon,Weekday
4943,Coffee,2017-01-19 15:27:54,Afternoon,Weekday
4943,Bread,2017-01-19 15:27:54,Afternoon,Weekday
4943,Tiffin,2017-01-19 15:27:54,Afternoon,Weekday
4943,Bread,2017-01-19 15:27:54,Afternoon,Weekday
4944,Hot chocolate,2017-01-19 15:29:09,Afternoon,Weekday
4945,Hot chocolate,2017-01-19 15:41:04,Afternoon,Weekday
4945,Coffee,2017-01-19 15:41:04,Afternoon,Weekday
4945,Tiffin,2017-01-19 15:41:04,Afternoon,Weekday
4946,Coffee,2017-01-19 15:50:41,Afternoon,Weekday
4946,Cookies,2017-01-19 15:50:41,Afternoon,Weekday
4946,Bread,2017-01-19 15:50:41,Afternoon,Weekday
4948,Farm House,2017-01-19 17:21:25,Evening,Weekday
4949,Afternoon with the baker,2017-01-20 08:51:02,Morning,Weekday
4949,Coffee,2017-01-20 08:51:02,Morning,Weekday
4949,Scandinavian,2017-01-20 08:51:02,Morning,Weekday
4950,Coffee,2017-01-20 08:53:49,Morning,Weekday
4950,Bread,2017-01-20 08:53:49,Morning,Weekday
4951,Coffee,2017-01-20 08:56:27,Morning,Weekday
4951,Tea,2017-01-20 08:56:27,Morning,Weekday
4951,Toast,2017-01-20 08:56:27,Morning,Weekday
4952,Coffee,2017-01-20 08:58:32,Morning,Weekday
4952,Toast,2017-01-20 08:58:32,Morning,Weekday
4953,Coffee,2017-01-20 08:58:49,Morning,Weekday
4954,Coffee,2017-01-20 08:59:47,Morning,Weekday
4954,Toast,2017-01-20 08:59:47,Morning,Weekday
4955,Coffee,2017-01-20 09:12:45,Morning,Weekday
4955,Medialuna,2017-01-20 09:12:45,Morning,Weekday
4956,Coffee,2017-01-20 09:19:25,Morning,Weekday
4957,Cake,2017-01-20 09:35:23,Morning,Weekday
4958,Pastry,2017-01-20 09:37:07,Morning,Weekday
4958,Bread,2017-01-20 09:37:07,Morning,Weekday
4959,Coffee,2017-01-20 09:38:51,Morning,Weekday
4960,Bread,2017-01-20 09:41:06,Morning,Weekday
4961,Farm House,2017-01-20 09:52:14,Morning,Weekday
4962,Coffee,2017-01-20 09:56:21,Morning,Weekday
4962,Coffee,2017-01-20 09:56:21,Morning,Weekday
4962,Coffee,2017-01-20 09:56:21,Morning,Weekday
4962,Toast,2017-01-20 09:56:21,Morning,Weekday
4962,Cookies,2017-01-20 09:56:21,Morning,Weekday
4963,Pastry,2017-01-20 10:04:36,Morning,Weekday
4963,Coffee,2017-01-20 10:04:36,Morning,Weekday
4963,Coffee,2017-01-20 10:04:36,Morning,Weekday
4964,Coffee,2017-01-20 10:29:35,Morning,Weekday
4965,Bread,2017-01-20 10:32:32,Morning,Weekday
4966,Bread,2017-01-20 10:46:10,Morning,Weekday
4966,Tea,2017-01-20 10:46:10,Morning,Weekday
4966,Granola,2017-01-20 10:46:10,Morning,Weekday
4967,Bread,2017-01-20 10:54:10,Morning,Weekday
4967,Tea,2017-01-20 10:54:10,Morning,Weekday
4967,Scone,2017-01-20 10:54:10,Morning,Weekday
4967,Sandwich,2017-01-20 10:54:10,Morning,Weekday
4968,Coffee,2017-01-20 11:06:25,Morning,Weekday
4968,Coffee,2017-01-20 11:06:25,Morning,Weekday
4968,Pastry,2017-01-20 11:06:25,Morning,Weekday
4969,Pastry,2017-01-20 11:10:22,Morning,Weekday
4969,Pastry,2017-01-20 11:10:22,Morning,Weekday
4969,Coffee,2017-01-20 11:10:22,Morning,Weekday
4969,Coffee,2017-01-20 11:10:22,Morning,Weekday
4969,Bread,2017-01-20 11:10:22,Morning,Weekday
4971,Bread,2017-01-20 11:32:24,Morning,Weekday
4972,Bread,2017-01-20 11:40:17,Morning,Weekday
4973,Muffin,2017-01-20 11:42:39,Morning,Weekday
4973,Muffin,2017-01-20 11:42:39,Morning,Weekday
4974,Farm House,2017-01-20 12:01:07,Afternoon,Weekday
4975,Coffee,2017-01-20 12:03:53,Afternoon,Weekday
4975,Tea,2017-01-20 12:03:53,Afternoon,Weekday
4975,Scone,2017-01-20 12:03:53,Afternoon,Weekday
4976,Coffee,2017-01-20 12:11:10,Afternoon,Weekday
4976,Coffee,2017-01-20 12:11:10,Afternoon,Weekday
4977,Bread,2017-01-20 12:14:22,Afternoon,Weekday
4978,Bread,2017-01-20 12:20:10,Afternoon,Weekday
4979,Coffee,2017-01-20 12:21:22,Afternoon,Weekday
4979,Scone,2017-01-20 12:21:22,Afternoon,Weekday
4980,Bread,2017-01-20 12:30:11,Afternoon,Weekday
4981,Chicken Stew,2017-01-20 12:30:47,Afternoon,Weekday
4982,Tea,2017-01-20 12:38:14,Afternoon,Weekday
4982,Tea,2017-01-20 12:38:14,Afternoon,Weekday
4982,Coffee,2017-01-20 12:38:14,Afternoon,Weekday
4983,Coffee,2017-01-20 12:46:13,Afternoon,Weekday
4983,Tea,2017-01-20 12:46:13,Afternoon,Weekday
4983,Scone,2017-01-20 12:46:13,Afternoon,Weekday
4984,Cake,2017-01-20 12:50:02,Afternoon,Weekday
4984,Pastry,2017-01-20 12:50:02,Afternoon,Weekday
4984,Farm House,2017-01-20 12:50:02,Afternoon,Weekday
4984,Scandinavian,2017-01-20 12:50:02,Afternoon,Weekday
4985,Smoothies,2017-01-20 13:01:00,Afternoon,Weekday
4985,Muffin,2017-01-20 13:01:00,Afternoon,Weekday
4986,Coffee,2017-01-20 13:11:42,Afternoon,Weekday
4986,Tea,2017-01-20 13:11:42,Afternoon,Weekday
4986,Sandwich,2017-01-20 13:11:42,Afternoon,Weekday
4986,Salad,2017-01-20 13:11:42,Afternoon,Weekday
4987,Sandwich,2017-01-20 13:12:57,Afternoon,Weekday
4987,Truffles,2017-01-20 13:12:57,Afternoon,Weekday
4988,Coffee,2017-01-20 13:16:06,Afternoon,Weekday
4988,Sandwich,2017-01-20 13:16:06,Afternoon,Weekday
4989,Bread,2017-01-20 13:17:18,Afternoon,Weekday
4989,Coffee,2017-01-20 13:17:18,Afternoon,Weekday
4990,Chicken Stew,2017-01-20 13:24:06,Afternoon,Weekday
4991,Bread,2017-01-20 13:47:53,Afternoon,Weekday
4991,Coffee,2017-01-20 13:47:53,Afternoon,Weekday
4991,Bread,2017-01-20 13:47:53,Afternoon,Weekday
4992,Coffee,2017-01-20 13:52:15,Afternoon,Weekday
4993,Coffee,2017-01-20 13:59:01,Afternoon,Weekday
4993,Sandwich,2017-01-20 13:59:01,Afternoon,Weekday
4994,Hot chocolate,2017-01-20 14:02:05,Afternoon,Weekday
4995,Medialuna,2017-01-20 14:15:54,Afternoon,Weekday
4996,Hot chocolate,2017-01-20 14:16:32,Afternoon,Weekday
4997,Coffee,2017-01-20 14:25:12,Afternoon,Weekday
4998,Cake,2017-01-20 14:33:01,Afternoon,Weekday
4999,Coffee,2017-01-20 14:37:52,Afternoon,Weekday
4999,Alfajores,2017-01-20 14:37:52,Afternoon,Weekday
5000,Bread,2017-01-20 14:38:16,Afternoon,Weekday
5000,Coffee,2017-01-20 14:38:16,Afternoon,Weekday
5001,Bread,2017-01-20 14:40:30,Afternoon,Weekday
5002,Bread,2017-01-20 14:47:41,Afternoon,Weekday
5002,Muffin,2017-01-20 14:47:41,Afternoon,Weekday
5003,Coffee,2017-01-20 15:10:34,Afternoon,Weekday
5003,Bread,2017-01-20 15:10:34,Afternoon,Weekday
5004,Coffee,2017-01-20 15:24:30,Afternoon,Weekday
5004,Coffee,2017-01-20 15:24:30,Afternoon,Weekday
5004,Cake,2017-01-20 15:24:30,Afternoon,Weekday
5005,Bread,2017-01-20 15:25:47,Afternoon,Weekday
5005,Muffin,2017-01-20 15:25:47,Afternoon,Weekday
5006,Tea,2017-01-20 15:32:39,Afternoon,Weekday
5006,Tiffin,2017-01-20 15:32:39,Afternoon,Weekday
5007,Coffee,2017-01-20 15:36:48,Afternoon,Weekday
5008,Bread,2017-01-20 15:53:32,Afternoon,Weekday
5008,Sandwich,2017-01-20 15:53:32,Afternoon,Weekday
5008,Tea,2017-01-20 15:53:32,Afternoon,Weekday
5009,Coffee,2017-01-20 15:59:15,Afternoon,Weekday
5009,Pastry,2017-01-20 15:59:15,Afternoon,Weekday
5010,Scandinavian,2017-01-20 16:01:59,Afternoon,Weekday
5011,Medialuna,2017-01-20 16:03:19,Afternoon,Weekday
5011,Vegan mincepie,2017-01-20 16:03:19,Afternoon,Weekday
5011,Juice,2017-01-20 16:03:19,Afternoon,Weekday
5011,Tea,2017-01-20 16:03:19,Afternoon,Weekday
5012,Coffee,2017-01-20 16:08:00,Afternoon,Weekday
5012,Scone,2017-01-20 16:08:00,Afternoon,Weekday
5013,Tea,2017-01-20 16:35:01,Afternoon,Weekday
5013,Brownie,2017-01-20 16:35:01,Afternoon,Weekday
5013,Raspberry shortbread sandwich,2017-01-20 16:35:01,Afternoon,Weekday
5014,Tea,2017-01-20 16:38:59,Afternoon,Weekday
5014,Sandwich,2017-01-20 16:38:59,Afternoon,Weekday
5015,Coffee,2017-01-20 16:48:00,Afternoon,Weekday
5015,Cookies,2017-01-20 16:48:00,Afternoon,Weekday
5016,Cookies,2017-01-20 16:53:40,Afternoon,Weekday
5017,Farm House,2017-01-20 16:54:42,Afternoon,Weekday
5018,Bread,2017-01-20 17:14:21,Evening,Weekday
5019,Bread,2017-01-21 08:54:06,Morning,Weekend
5020,Coffee,2017-01-21 08:56:25,Morning,Weekend
5020,Medialuna,2017-01-21 08:56:25,Morning,Weekend
5021,Coffee,2017-01-21 08:58:47,Morning,Weekend
5021,Pastry,2017-01-21 08:58:47,Morning,Weekend
5022,Coffee,2017-01-21 09:13:38,Morning,Weekend
5022,Medialuna,2017-01-21 09:13:38,Morning,Weekend
5022,Pastry,2017-01-21 09:13:38,Morning,Weekend
5023,Coffee,2017-01-21 09:15:30,Morning,Weekend
5024,Cake,2017-01-21 09:19:34,Morning,Weekend
5025,Medialuna,2017-01-21 09:21:54,Morning,Weekend
5026,Coffee,2017-01-21 09:22:06,Morning,Weekend
5027,Farm House,2017-01-21 09:45:37,Morning,Weekend
5028,Bread,2017-01-21 09:46:51,Morning,Weekend
5028,Brownie,2017-01-21 09:46:51,Morning,Weekend
5029,Brownie,2017-01-21 09:51:20,Morning,Weekend
5029,Coffee,2017-01-21 09:51:20,Morning,Weekend
5030,Scandinavian,2017-01-21 09:57:39,Morning,Weekend
5030,Bread,2017-01-21 09:57:39,Morning,Weekend
5030,Alfajores,2017-01-21 09:57:39,Morning,Weekend
5031,Bread,2017-01-21 09:59:54,Morning,Weekend
5032,Medialuna,2017-01-21 10:14:13,Morning,Weekend
5032,Bread,2017-01-21 10:14:13,Morning,Weekend
5033,Bread,2017-01-21 10:15:30,Morning,Weekend
5033,Pastry,2017-01-21 10:15:30,Morning,Weekend
5034,Coffee,2017-01-21 10:21:09,Morning,Weekend
5035,Scone,2017-01-21 10:28:31,Morning,Weekend
5035,Tea,2017-01-21 10:28:31,Morning,Weekend
5035,Juice,2017-01-21 10:28:31,Morning,Weekend
5035,Medialuna,2017-01-21 10:28:31,Morning,Weekend
5036,Tiffin,2017-01-21 10:30:41,Morning,Weekend
5036,Coffee,2017-01-21 10:30:41,Morning,Weekend
5037,Coffee,2017-01-21 10:38:01,Morning,Weekend
5037,Cake,2017-01-21 10:38:01,Morning,Weekend
5038,Bread,2017-01-21 10:42:13,Morning,Weekend
5038,Scone,2017-01-21 10:42:13,Morning,Weekend
5039,Medialuna,2017-01-21 10:56:31,Morning,Weekend
5039,Coffee,2017-01-21 10:56:31,Morning,Weekend
5040,Coffee,2017-01-21 10:57:40,Morning,Weekend
5041,Spanish Brunch,2017-01-21 10:59:24,Morning,Weekend
5041,Tea,2017-01-21 10:59:24,Morning,Weekend
5041,Alfajores,2017-01-21 10:59:24,Morning,Weekend
5042,Cake,2017-01-21 11:09:24,Morning,Weekend
5043,Coffee,2017-01-21 11:11:50,Morning,Weekend
5043,Coffee,2017-01-21 11:11:50,Morning,Weekend
5043,Toast,2017-01-21 11:11:50,Morning,Weekend
5043,Tiffin,2017-01-21 11:11:50,Morning,Weekend
5044,Brownie,2017-01-21 11:13:09,Morning,Weekend
5045,Pastry,2017-01-21 11:16:02,Morning,Weekend
5046,Afternoon with the baker,2017-01-21 11:19:06,Morning,Weekend
5047,Farm House,2017-01-21 11:32:15,Morning,Weekend
5048,Coffee,2017-01-21 11:35:35,Morning,Weekend
5048,Coffee,2017-01-21 11:35:35,Morning,Weekend
5048,Coke,2017-01-21 11:35:35,Morning,Weekend
5048,Juice,2017-01-21 11:35:35,Morning,Weekend
5048,Cake,2017-01-21 11:35:35,Morning,Weekend
5049,Bread,2017-01-21 11:37:19,Morning,Weekend
5049,Tiffin,2017-01-21 11:37:19,Morning,Weekend
5049,Cookies,2017-01-21 11:37:19,Morning,Weekend
5050,Scone,2017-01-21 11:38:30,Morning,Weekend
5050,Cake,2017-01-21 11:38:30,Morning,Weekend
5050,Coffee,2017-01-21 11:38:30,Morning,Weekend
5051,Coffee,2017-01-21 11:41:03,Morning,Weekend
5052,Coffee,2017-01-21 11:42:20,Morning,Weekend
5052,Coffee,2017-01-21 11:42:20,Morning,Weekend
5052,Alfajores,2017-01-21 11:42:20,Morning,Weekend
5052,Tiffin,2017-01-21 11:42:20,Morning,Weekend
5052,Brownie,2017-01-21 11:42:20,Morning,Weekend
5052,Bread,2017-01-21 11:42:20,Morning,Weekend
5054,Coffee,2017-01-21 11:43:56,Morning,Weekend
5054,Medialuna,2017-01-21 11:43:56,Morning,Weekend
5054,Cake,2017-01-21 11:43:56,Morning,Weekend
5055,Granola,2017-01-21 11:44:43,Morning,Weekend
5055,Coffee,2017-01-21 11:44:43,Morning,Weekend
5056,Cake,2017-01-21 11:49:22,Morning,Weekend
5056,Hot chocolate,2017-01-21 11:49:22,Morning,Weekend
5057,Tea,2017-01-21 11:52:17,Morning,Weekend
5057,Scone,2017-01-21 11:52:17,Morning,Weekend
5057,Tiffin,2017-01-21 11:52:17,Morning,Weekend
5058,Bread,2017-01-21 11:56:56,Morning,Weekend
5059,Tea,2017-01-21 12:02:12,Afternoon,Weekend
5060,Coffee,2017-01-21 12:04:31,Afternoon,Weekend
5060,Bread,2017-01-21 12:04:31,Afternoon,Weekend
5061,Coffee,2017-01-21 12:10:39,Afternoon,Weekend
5061,Coffee,2017-01-21 12:10:39,Afternoon,Weekend
5061,Juice,2017-01-21 12:10:39,Afternoon,Weekend
5061,Cake,2017-01-21 12:10:39,Afternoon,Weekend
5061,Scone,2017-01-21 12:10:39,Afternoon,Weekend
5061,Toast,2017-01-21 12:10:39,Afternoon,Weekend
5062,Jammie Dodgers,2017-01-21 12:12:57,Afternoon,Weekend
5062,Scone,2017-01-21 12:12:57,Afternoon,Weekend
5062,Tiffin,2017-01-21 12:12:57,Afternoon,Weekend
5062,Bread,2017-01-21 12:12:57,Afternoon,Weekend
5062,Hot chocolate,2017-01-21 12:12:57,Afternoon,Weekend
5062,Tea,2017-01-21 12:12:57,Afternoon,Weekend
5062,Coffee,2017-01-21 12:12:57,Afternoon,Weekend
5063,Scandinavian,2017-01-21 12:18:55,Afternoon,Weekend
5064,Afternoon with the baker,2017-01-21 12:32:49,Afternoon,Weekend
5065,Bread,2017-01-21 12:33:34,Afternoon,Weekend
5066,Cookies,2017-01-21 12:34:13,Afternoon,Weekend
5067,Bread,2017-01-21 12:34:58,Afternoon,Weekend
5068,Bread,2017-01-21 12:38:43,Afternoon,Weekend
5069,Spanish Brunch,2017-01-21 12:42:04,Afternoon,Weekend
5069,Coffee,2017-01-21 12:42:04,Afternoon,Weekend
5070,Scandinavian,2017-01-21 12:43:21,Afternoon,Weekend
5071,Scandinavian,2017-01-21 12:45:42,Afternoon,Weekend
5072,Brownie,2017-01-21 12:48:53,Afternoon,Weekend
5072,Scone,2017-01-21 12:48:53,Afternoon,Weekend
5073,Jammie Dodgers,2017-01-21 12:54:23,Afternoon,Weekend
5073,Cake,2017-01-21 12:54:23,Afternoon,Weekend
5075,Sandwich,2017-01-21 13:03:41,Afternoon,Weekend
5076,Hot chocolate,2017-01-21 13:05:08,Afternoon,Weekend
5077,Coffee,2017-01-21 13:07:57,Afternoon,Weekend
5077,Coffee,2017-01-21 13:07:57,Afternoon,Weekend
5078,Coffee,2017-01-21 13:19:18,Afternoon,Weekend
5078,Tea,2017-01-21 13:19:18,Afternoon,Weekend
5079,Sandwich,2017-01-21 13:51:53,Afternoon,Weekend
5079,Cake,2017-01-21 13:51:53,Afternoon,Weekend
5079,Smoothies,2017-01-21 13:51:53,Afternoon,Weekend
5079,Bread,2017-01-21 13:51:53,Afternoon,Weekend
5080,Spanish Brunch,2017-01-21 13:58:18,Afternoon,Weekend
5080,Sandwich,2017-01-21 13:58:18,Afternoon,Weekend
5080,Coffee,2017-01-21 13:58:18,Afternoon,Weekend
5080,Truffles,2017-01-21 13:58:18,Afternoon,Weekend
5081,Cookies,2017-01-21 14:01:32,Afternoon,Weekend
5082,Sandwich,2017-01-21 14:06:03,Afternoon,Weekend
5082,Toast,2017-01-21 14:06:03,Afternoon,Weekend
5082,Tea,2017-01-21 14:06:03,Afternoon,Weekend
5082,Fudge,2017-01-21 14:06:03,Afternoon,Weekend
5083,Coffee,2017-01-21 14:06:56,Afternoon,Weekend
5083,Jammie Dodgers,2017-01-21 14:06:56,Afternoon,Weekend
5084,Cake,2017-01-21 14:07:24,Afternoon,Weekend
5084,Jammie Dodgers,2017-01-21 14:07:24,Afternoon,Weekend
5086,Frittata,2017-01-21 14:10:41,Afternoon,Weekend
5086,Bread,2017-01-21 14:10:41,Afternoon,Weekend
5087,Coffee,2017-01-21 14:30:51,Afternoon,Weekend
5088,Afternoon with the baker,2017-01-21 14:35:44,Afternoon,Weekend
5089,Raspberry shortbread sandwich,2017-01-21 14:37:19,Afternoon,Weekend
5089,Bread,2017-01-21 14:37:19,Afternoon,Weekend
5089,Coffee,2017-01-21 14:37:19,Afternoon,Weekend
5090,Sandwich,2017-01-21 14:39:52,Afternoon,Weekend
5090,Extra Salami or Feta,2017-01-21 14:39:52,Afternoon,Weekend
5090,Tea,2017-01-21 14:39:52,Afternoon,Weekend
5090,Bread,2017-01-21 14:39:52,Afternoon,Weekend
5090,Cake,2017-01-21 14:39:52,Afternoon,Weekend
5092,Tea,2017-01-21 14:42:25,Afternoon,Weekend
5092,Duck egg,2017-01-21 14:42:25,Afternoon,Weekend
5093,Scandinavian,2017-01-21 14:56:19,Afternoon,Weekend
5094,Coffee,2017-01-21 14:59:34,Afternoon,Weekend
5094,Hot chocolate,2017-01-21 14:59:34,Afternoon,Weekend
5094,Brownie,2017-01-21 14:59:34,Afternoon,Weekend
5095,Spanish Brunch,2017-01-21 15:02:44,Afternoon,Weekend
5095,Bread,2017-01-21 15:02:44,Afternoon,Weekend
5096,Bread,2017-01-21 15:11:10,Afternoon,Weekend
5096,Coffee,2017-01-21 15:11:10,Afternoon,Weekend
5097,Jam,2017-01-21 15:13:26,Afternoon,Weekend
5098,Coffee,2017-01-21 15:23:33,Afternoon,Weekend
5098,Frittata,2017-01-21 15:23:33,Afternoon,Weekend
5098,Scone,2017-01-21 15:23:33,Afternoon,Weekend
5099,Coffee,2017-01-21 15:25:19,Afternoon,Weekend
5099,Coffee,2017-01-21 15:25:19,Afternoon,Weekend
5099,Cake,2017-01-21 15:25:19,Afternoon,Weekend
5099,Bread,2017-01-21 15:25:19,Afternoon,Weekend
5100,Coffee,2017-01-21 15:26:25,Afternoon,Weekend
5100,Hot chocolate,2017-01-21 15:26:25,Afternoon,Weekend
5100,Cake,2017-01-21 15:26:25,Afternoon,Weekend
5100,Brownie,2017-01-21 15:26:25,Afternoon,Weekend
5100,Extra Salami or Feta,2017-01-21 15:26:25,Afternoon,Weekend
5101,Fudge,2017-01-21 15:37:34,Afternoon,Weekend
5102,Coffee,2017-01-21 15:39:58,Afternoon,Weekend
5103,Hot chocolate,2017-01-21 15:41:52,Afternoon,Weekend
5103,Bread,2017-01-21 15:41:52,Afternoon,Weekend
5103,Scone,2017-01-21 15:41:52,Afternoon,Weekend
5104,Cake,2017-01-21 15:49:35,Afternoon,Weekend
5105,Bread,2017-01-21 15:53:29,Afternoon,Weekend
5105,Bread,2017-01-21 15:53:29,Afternoon,Weekend
5105,Frittata,2017-01-21 15:53:29,Afternoon,Weekend
5106,Coffee,2017-01-21 15:55:02,Afternoon,Weekend
5106,Bread,2017-01-21 15:55:02,Afternoon,Weekend
5107,Brownie,2017-01-21 16:00:20,Afternoon,Weekend
5108,Cake,2017-01-21 16:06:43,Afternoon,Weekend
5108,Muffin,2017-01-21 16:06:43,Afternoon,Weekend
5109,Cake,2017-01-21 16:07:07,Afternoon,Weekend
5110,Hot chocolate,2017-01-21 16:07:57,Afternoon,Weekend
5110,Coffee,2017-01-21 16:07:57,Afternoon,Weekend
5111,Tea,2017-01-21 16:13:18,Afternoon,Weekend
5111,Frittata,2017-01-21 16:13:18,Afternoon,Weekend
5112,Coffee,2017-01-21 16:38:29,Afternoon,Weekend
5113,Tea,2017-01-21 16:41:57,Afternoon,Weekend
5113,Hot chocolate,2017-01-21 16:41:57,Afternoon,Weekend
5113,Juice,2017-01-21 16:41:57,Afternoon,Weekend
5113,Cookies,2017-01-21 16:41:57,Afternoon,Weekend
5114,Cake,2017-01-21 16:45:46,Afternoon,Weekend
5114,Bread,2017-01-21 16:45:46,Afternoon,Weekend
5114,Hot chocolate,2017-01-21 16:45:46,Afternoon,Weekend
5115,Bread,2017-01-22 09:16:09,Morning,Weekend
5116,Scone,2017-01-22 09:24:34,Morning,Weekend
5116,Cookies,2017-01-22 09:24:34,Morning,Weekend
5116,Coffee,2017-01-22 09:24:34,Morning,Weekend
5116,Juice,2017-01-22 09:24:34,Morning,Weekend
5117,Coffee,2017-01-22 09:36:25,Morning,Weekend
5117,Coffee,2017-01-22 09:36:25,Morning,Weekend
5117,Brownie,2017-01-22 09:36:25,Morning,Weekend
5117,Scone,2017-01-22 09:36:25,Morning,Weekend
5118,Coffee,2017-01-22 09:39:38,Morning,Weekend
5119,Tea,2017-01-22 09:49:34,Morning,Weekend
5119,Raspberry shortbread sandwich,2017-01-22 09:49:34,Morning,Weekend
5120,Afternoon with the baker,2017-01-22 09:55:12,Morning,Weekend
5121,Hot chocolate,2017-01-22 09:57:56,Morning,Weekend
