JobTitle,Gender,Age,PerfEval,Education,Dept,Seniority,BasePay,Bonus
Marketing Associate,Female,53,1,Masters,Operations,1,66028,3745
Sales Associate,Male,57,1,PhD,Administration,5,113031,3409
Software Engineer,Male,62,1,High School,Sales,3,132815,3367
Manager,Male,52,1,High School,Management,1,110078,1703
Data Scientist,Male,57,1,Masters,Sales,3,106918,3180
Software Engineer,Male,60,1,High School,Administration,3,106045,3079
Warehouse Associate,Male,65,1,High School,Operations,2,107479,2051
Software Engineer,Male,64,1,Masters,Sales,1,109606,2193
Marketing Associate,Female,44,1,High School,Engineering,3,91300,3680
Sales Associate,Male,56,1,High School,Management,1,88195,2375
Financial Analyst,Female,54,1,Masters,Operations,2,90999,2963
Sales Associate,Female,58,1,College,Operations,3,86795,3453
IT,Female,59,1,College,Sales,3,110627,2041
Marketing Associate,Female,52,1,PhD,Sales,3,97696,3888
IT,Male,64,1,Masters,Sales,1,92950,2125
Sales Associate,Male,56,1,High School,Operations,1,82164,2611
Software Engineer,Male,62,1,High School,Management,3,119069,2788
Marketing Associate,Female,59,1,College,Engineering,1,62738,2656
IT,Female,53,1,High School,Administration,2,112169,2763
Manager,Male,55,1,High School,Administration,1,120574,2683
Data Scientist,Male,54,1,College,Sales,2,97311,3083
Marketing Associate,Female,59,1,High School,Operations,3,98796,3042
Sales Associate,Male,62,1,Masters,Administration,2,102593,1823
Financial Analyst,Female,65,1,High School,Administration,2,96665,2645
Graphic Designer,Female,61,1,Masters,Engineering,1,91030,3318
IT,Female,65,1,Masters,Administration,1,106945,2041
Graphic Designer,Female,63,1,College,Administration,2,81545,3418
Marketing Associate,Female,65,1,Masters,Administration,1,80789,1884
Marketing Associate,Female,64,1,PhD,Administration,2,85253,2777
Marketing Associate,Female,61,1,High School,Administration,1,62644,3270
Data Scientist,Male,57,1,Masters,Sales,2,108977,3567
Financial Analyst,Male,48,1,High School,Operations,1,92347,2724
Financial Analyst,Male,65,2,High School,Administration,1,97376,2225
Financial Analyst,Male,60,1,PhD,Sales,2,123108,2244
