Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
4873-ILOLJ,Male,64,No,0,Sunol,94586,37.587494,-121.862856,0,24,None,Yes,32.49,No,Yes,Fiber Optic,23,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.35,2238.5,0,0,779.76,3018.26,Churned,Competitor,Competitor had better devices
4877-EVATK,Male,30,No,0,Elk,95432,39.108252,-123.645121,0,1,None,Yes,46.77,No,No,,,,,,,,,,,Month-to-Month,No,Mailed Check,20,20,0,0,46.77,66.77,Churned,Attitude,Attitude of service provider
4877-TSOFF,Female,41,Yes,3,Morongo Valley,92256,34.097863,-116.594561,7,55,Offer B,Yes,16.16,Yes,Yes,DSL,29,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,75.75,4264.25,0,0,888.8,5153.05,Stayed,,
4878-BUNFV,Male,59,Yes,1,Oakland,94621,37.750553,-122.197175,10,42,Offer B,Yes,32.02,No,No,,,,,,,,,,,Two Year,No,Mailed Check,20.7,828.85,0,0,1344.84,2173.69,Stayed,,
4879-GZLFH,Female,33,Yes,3,Buena Park,90621,33.874224,-117.993368,10,42,None,Yes,17.75,No,Yes,Fiber Optic,53,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92.15,3875.4,0,0,745.5,4620.9,Stayed,,
4881-GQJTW,Male,64,No,0,Taylorsville,95983,40.053684,-120.743116,0,14,Offer D,Yes,8.54,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,19.6,300.4,0,0,119.56,419.96,Stayed,,
4881-JVQOD,Male,73,Yes,3,Oxnard,93030,34.223244,-119.18012,1,10,None,No,,,Yes,Cable,53,No,No,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,34.55,362.6,0,0,0,362.6,Stayed,,
4883-KCPZJ,Female,30,Yes,3,Deer Park,94576,38.554383,-122.474773,9,22,Offer D,Yes,25.98,Yes,No,,,,,,,,,,,Two Year,No,Credit Card,25.25,555.4,0,0,571.56,1126.96,Stayed,,
4883-QICIH,Male,37,Yes,0,Bodega Bay,94923,38.377165,-123.037957,1,32,None,Yes,5.99,No,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.75,2347.9,19.67,0,191.68,2519.91,Churned,Other,Don't know
4884-LEVMQ,Male,39,Yes,0,Valley Springs,95252,38.156971,-120.849231,10,39,Offer C,Yes,36.39,No,No,,,,,,,,,,,Two Year,Yes,Bank Withdrawal,20.45,790,0,0,1419.21,2209.21,Stayed,,
4884-TVUQF,Female,80,No,0,Occidental,95465,38.415003,-122.998726,0,57,Offer B,Yes,36.89,Yes,Yes,Fiber Optic,17,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,101.3,5779.6,0,0,2102.73,7882.33,Stayed,,
4884-ZTHVF,Female,80,No,0,Santa Cruz,95065,37.031404,-121.981865,0,8,None,Yes,39.01,No,Yes,Fiber Optic,28,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,87.1,713.6,0,0,312.08,1025.68,Stayed,,
4890-VMUAV,Male,46,No,0,Alpine,91901,32.827184,-116.703729,0,63,Offer B,Yes,18.05,Yes,Yes,DSL,11,Yes,Yes,Yes,Yes,No,No,No,No,One Year,No,Bank Withdrawal,71.5,4576.3,0,70,1137.15,5783.45,Stayed,,
4891-NLUBA,Female,46,Yes,3,Paynes Creek,96075,40.343213,-121.815412,8,61,Offer B,No,,,Yes,DSL,26,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,61.45,3751.15,0,0,0,3751.15,Stayed,,
4892-VLANZ,Male,40,No,0,Colusa,95932,39.273096,-122.050763,0,1,None,Yes,9.66,No,No,,,,,,,,,,,Month-to-Month,No,Mailed Check,19.8,19.8,0,0,9.66,29.46,Churned,Price,Long distance charges
4893-GYUJU,Female,29,No,0,Oregon House,95962,39.342587,-121.249833,0,50,None,Yes,17.88,No,No,,,,,,,,,,,One Year,Yes,Mailed Check,19.35,1033,29.5,0,894,1897.5,Stayed,,
4895-TMWIR,Male,79,Yes,0,San Diego,92122,32.85723,-117.209774,1,11,None,Yes,29.54,No,No,,,,,,,,,,,Month-to-Month,No,Mailed Check,19.95,214.75,0,0,324.94,539.69,Churned,Competitor,Competitor made better offer
4896-CPRPF,Male,38,Yes,3,Valley Ford,94972,38.339996,-122.935056,1,35,None,Yes,13.67,Yes,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,-9,809.25,0,0,478.45,1287.7,Stayed,,
4897-QSUYC,Female,42,No,0,Amboy,92304,34.559882,-115.637164,0,1,Offer E,Yes,21.59,No,No,,,,,,,,,,,Month-to-Month,Yes,Mailed Check,20.15,20.15,0,0,21.59,41.74,Churned,Attitude,Attitude of support person
4900-MSOMT,Female,39,Yes,3,Carnelian Bay,96140,39.227434,-120.091806,7,72,None,Yes,49.12,Yes,Yes,DSL,23,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,80.2,5714.2,0,0,3536.64,9250.84,Stayed,,
4902-OHLSK,Female,76,No,0,Half Moon Bay,94019,37.45567,-122.407992,0,29,None,Yes,20.98,Yes,Yes,Fiber Optic,16,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,98.65,2862.75,0,0,608.42,3471.17,Churned,Attitude,Attitude of support person
4903-CNOZC,Male,25,No,0,La Canada Flintridge,91011,34.234912,-118.153729,0,29,Offer C,Yes,28.83,Yes,Yes,DSL,47,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,70.9,1964.6,0,0,836.07,2800.67,Stayed,,
4903-UYAVB,Male,53,Yes,0,Lathrop,95330,37.80821,-121.308401,0,5,Offer E,Yes,31.76,No,No,,,,,,,,,,,Month-to-Month,No,Mailed Check,19.35,126.05,0,0,158.8,284.85,Churned,Competitor,Competitor made better offer
4905-JEFDW,Male,39,No,0,Palo Alto,94306,37.416159,-122.131337,0,11,None,No,,,Yes,DSL,5,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,41.6,470.6,0,0,0,470.6,Churned,Competitor,Competitor offered higher download speeds
4906-ZHGPK,Male,49,Yes,0,Los Angeles,90046,34.108455,-118.362081,3,54,None,Yes,48.45,Yes,Yes,DSL,28,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,70.7,3770,0,0,2616.3,6386.3,Stayed,,
4908-XAXAY,Female,70,No,0,Buttonwillow,93206,35.451402,-119.488413,0,49,None,Yes,47.72,No,Yes,Fiber Optic,21,No,Yes,Yes,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,89.85,4287.2,0,0,2338.28,6625.48,Stayed,,
4909-JOUPP,Male,76,Yes,0,Tahoma,96142,39.061227,-120.179546,5,72,None,Yes,27.74,Yes,Yes,Fiber Optic,3,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,109.7,7898.45,0,0,1997.28,9895.73,Stayed,,
4910-AQFFX,Male,30,Yes,0,Soulsbyville,95372,37.990574,-120.261821,1,9,None,Yes,31.67,Yes,Yes,Cable,59,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,79.35,661.25,0,10,285.03,956.28,Churned,Dissatisfaction,Network reliability
4910-GMJOT,Female,56,No,0,San Francisco,94129,37.797526,-122.464531,0,1,None,Yes,1.17,Yes,Yes,Fiber Optic,27,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.6,94.6,0,0,1.17,95.77,Churned,Other,Don't know
4911-BANWH,Female,44,No,0,Sunland,91040,34.282704,-118.312929,0,31,None,Yes,33.38,Yes,Yes,Fiber Optic,27,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,86.55,2697.4,0,0,1034.78,3732.18,Churned,Attitude,Attitude of support person
4912-PIGUY,Female,44,No,0,Perris,92571,33.828289,-117.201666,0,1,Offer E,Yes,7.34,Yes,Yes,Fiber Optic,11,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,84.6,84.6,0,0,7.34,91.94,Joined,,
4913-EHYUI,Male,80,Yes,0,Alpaugh,93201,35.869626,-119.498771,0,56,Offer B,Yes,48.8,Yes,Yes,Fiber Optic,12,Yes,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,104.55,5794.65,0,0,2732.8,8527.45,Churned,Competitor,Competitor offered higher download speeds
4915-BFSXL,Male,49,Yes,1,Mount Hermon,95041,37.051166,-122.056194,9,70,Offer A,Yes,22.67,Yes,Yes,DSL,29,Yes,No,Yes,No,Yes,No,No,Yes,Two Year,No,Credit Card,68.95,4858.7,0,0,1586.9,6445.6,Stayed,,
4918-FYJNT,Female,68,Yes,0,Los Angeles,90063,34.044271,-118.185237,4,55,None,Yes,22.74,Yes,Yes,Fiber Optic,21,No,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,90.45,5044.8,12.48,0,1250.7,6283.02,Stayed,,
4918-QLLIW,Male,23,No,0,Santa Monica,90405,34.005439,-118.477507,0,3,None,Yes,47.68,No,Yes,DSL,82,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,No,Credit Card,53.4,188.7,0,0,143.04,331.74,Churned,Other,Don't know
4919-IKATY,Male,64,Yes,0,San Diego,92126,32.886925,-117.152162,3,5,Offer E,Yes,36.88,Yes,Yes,Fiber Optic,8,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.5,453.75,0,0,184.4,638.15,Churned,Competitor,Competitor made better offer
4919-MOAVT,Male,53,No,0,Pasadena,91103,34.167465,-118.165327,0,3,Offer E,Yes,39.38,No,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.65,220.1,0,0,118.14,338.24,Churned,Competitor,Competitor offered higher download speeds
4922-CVPDX,Female,23,Yes,0,Westminster,92683,33.752591,-117.993661,6,26,Offer C,Yes,34.12,No,Yes,DSL,58,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,73.5,1905.7,17.03,70,887.12,2845.79,Stayed,,
4923-ADWXJ,Female,33,No,0,Igo,96047,40.524535,-122.647172,0,25,None,Yes,1.22,No,Yes,DSL,10,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,65.8,1679.65,29.29,0,30.5,1680.86,Stayed,,
4925-LMHOK,Male,29,No,0,Stockton,95212,38.049457,-121.21653,0,15,Offer D,Yes,14.79,Yes,Yes,DSL,59,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,58.6,939.7,0,0,221.85,1161.55,Churned,Dissatisfaction,Service dissatisfaction
4926-UMJZD,Female,51,Yes,0,Mt Baldy,91759,34.231318,-117.662032,4,31,None,Yes,1.2,No,Yes,DSL,15,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,49.2,1498.55,0,100,37.2,1635.75,Stayed,,
4927-WWOOZ,Male,39,Yes,0,Pacific Grove,93950,36.618337,-121.926417,0,2,None,Yes,49.41,Yes,Yes,Fiber Optic,20,No,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,91.45,171.45,0,10,98.82,280.27,Joined,,
4929-BSTRX,Female,61,No,0,Oxnard,93030,34.223244,-119.18012,0,1,None,Yes,1.59,No,Yes,Cable,14,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,53.55,53.55,0,0,1.59,55.14,Churned,Price,Lack of affordable download/upload speed
4929-ROART,Male,47,No,0,Ukiah,95482,39.134075,-123.23422,0,18,None,Yes,33.8,Yes,Yes,Cable,17,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,56.25,969.85,0,30,608.4,1608.25,Stayed,,
4929-XIHVW,Male,79,Yes,0,Los Angeles,90034,34.030578,-118.399613,10,2,Offer E,Yes,33.1,No,Yes,Fiber Optic,11,No,No,Yes,No,Yes,Yes,No,No,One Year,Yes,Credit Card,95.5,181.65,0,10,66.2,257.85,Joined,,
4931-TRZWN,Female,54,No,0,Hornbrook,96044,41.962127,-122.527696,0,13,Offer D,Yes,10.66,No,Yes,DSL,5,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,71.95,923.85,10.47,0,138.58,1051.96,Stayed,,
4933-BSAIP,Female,39,Yes,0,Northridge,91324,34.238208,-118.55029,1,40,None,Yes,31.37,No,No,,,,,,,,,,,Two Year,No,Credit Card,19.1,780.1,45.6,0,1254.8,1989.3,Stayed,,
4933-IKULF,Female,71,No,0,Pinon Hills,92372,34.459322,-117.629729,0,17,Offer D,Yes,24.15,No,No,,,,,,,,,,,One Year,No,Mailed Check,20.65,330.6,0,0,410.55,741.15,Stayed,,
4936-YPJNK,Female,56,No,0,Rosamond,93560,34.903052,-118.411251,0,10,None,Yes,23.84,No,No,,,,,,,,,,,Month-to-Month,Yes,Credit Card,19.9,199.45,0,0,238.4,437.85,Stayed,,
4937-QPZPO,Male,62,Yes,3,Snelling,95369,37.521708,-120.426843,3,61,None,Yes,34.54,Yes,Yes,Fiber Optic,58,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.9,6241.35,0,0,2106.94,8348.29,Stayed,,
4939-KYYPY,Male,55,No,0,Coleville,96107,38.42528,-119.475741,0,27,None,Yes,33.94,Yes,Yes,Cable,25,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.45,1611.65,0,0,916.38,2528.03,Stayed,,
4940-KHCWD,Female,61,Yes,0,Downey,90240,33.956228,-118.120993,1,60,Offer B,No,,,Yes,Cable,2,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,37.7,2288.7,0,0,0,2288.7,Stayed,,
4942-VZZOM,Male,40,Yes,0,Tupman,93276,35.316263,-119.402559,3,64,Offer B,Yes,37.46,Yes,Yes,DSL,2,Yes,No,No,No,Yes,No,No,Yes,One Year,Yes,Credit Card,66.15,4392.5,0,0,2397.44,6789.94,Stayed,,
4945-RVMTE,Female,57,No,0,Blocksburg,95514,40.309088,-123.668201,0,28,None,Yes,38.97,No,Yes,Cable,3,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.55,1646.45,0,0,1091.16,2737.61,Stayed,,
4946-EDSEW,Female,35,Yes,3,Compton,90221,33.885811,-118.206459,1,11,Offer D,Yes,29.01,No,No,,,,,,,,,,,Month-to-Month,Yes,Credit Card,19.25,180.3,0,0,319.11,499.41,Churned,Attitude,Attitude of support person
4947-DSMXK,Male,28,Yes,2,Farmersville,93223,36.29878,-119.201028,9,34,None,Yes,42.74,Yes,Yes,Fiber Optic,52,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.7,3410,0,0,1453.16,4863.16,Stayed,,
4948-WBBKL,Female,80,No,0,Dunnigan,95937,38.931425,-121.946081,0,36,Offer C,Yes,41.57,Yes,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.9,2659.45,0,0,1496.52,4155.97,Stayed,,
4950-BDEUX,Male,47,No,0,Apple Valley,92308,34.424926,-117.184503,0,35,Offer C,No,,,Yes,DSL,26,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,49.2,1701.65,0,0,0,1701.65,Stayed,,
4950-HKQTE,Female,47,No,0,Morro Bay,93442,35.369553,-120.763864,0,22,Offer D,Yes,5.28,Yes,No,,,,,,,,,,,Two Year,No,Credit Card,26.25,605.9,0,0,116.16,722.06,Stayed,,
4951-UKAAQ,Female,30,No,0,Inglewood,90302,33.975332,-118.355252,0,4,None,Yes,48.32,Yes,Yes,Fiber Optic,51,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,88.95,355.2,0,40,193.28,588.48,Churned,Dissatisfaction,Network reliability
4952-YSOGZ,Female,48,Yes,0,San Diego,92129,32.961064,-117.134917,1,4,None,Yes,4.14,Yes,Yes,Fiber Optic,30,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.95,381.3,0,0,16.56,397.86,Churned,Competitor,Competitor made better offer
4955-VCWBI,Female,51,Yes,2,Markleeville,96120,38.735789,-119.85798,5,43,None,Yes,35.2,No,No,,,,,,,,,,,One Year,No,Credit Card,20,817.95,0,0,1513.6,2331.55,Stayed,,
4957-SREEC,Male,38,Yes,1,Fallbrook,92028,33.362575,-117.299644,2,70,Offer A,Yes,31.78,No,No,,,,,,,,,,,Two Year,No,Credit Card,-3,1458.1,35.44,0,2224.6,3647.26,Stayed,,
4957-TIALW,Female,26,No,0,Corona,92880,33.918043,-117.617809,0,15,Offer D,Yes,20.11,No,Yes,Cable,73,Yes,Yes,Yes,Yes,No,No,Yes,Yes,One Year,No,Credit Card,65.6,1010,0,0,301.65,1311.65,Stayed,,
4957-TREIR,Male,37,No,0,Stratford,93266,36.175255,-119.813805,0,3,None,Yes,38.05,No,Yes,DSL,7,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,64.4,195.65,0,0,114.15,309.8,Joined,,
4958-GZWIY,Male,61,Yes,0,North Palm Springs,92258,33.906496,-116.569499,1,7,None,Yes,5.13,No,Yes,DSL,4,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,-4,340.25,0,0,35.91,376.16,Churned,Other,Don't know
4958-XCBDQ,Male,68,No,0,Victorville,92394,34.567058,-117.362329,0,35,Offer C,Yes,39.69,Yes,Yes,Fiber Optic,25,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.4,3496.3,0,0,1389.15,4885.45,Churned,Competitor,Competitor offered more data
4959-JOSRX,Female,41,Yes,0,La Puente,91744,34.031441,-117.936436,3,2,Offer E,Yes,30.19,No,Yes,Cable,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.6,80.55,0,0,60.38,140.93,Churned,Price,Lack of affordable download/upload speed
4962-CHQPW,Male,54,No,3,Greenville,95947,40.160386,-120.835428,0,29,Offer C,Yes,2,No,No,,,,,,,,,,,One Year,No,Mailed Check,19.85,535.05,0,0,58,593.05,Stayed,,
4967-WPNCF,Male,36,No,0,Huron,93234,36.217864,-120.080117,0,72,Offer A,No,,,Yes,Cable,14,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,63.7,4464.8,0,0,0,4464.8,Stayed,,
4971-PUYQO,Female,48,No,0,San Diego,92109,32.787836,-117.232376,0,27,None,Yes,11.09,Yes,Yes,Fiber Optic,6,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,94.55,2724.6,0,0,299.43,3024.03,Churned,Competitor,Competitor made better offer
4973-MGTON,Female,33,Yes,0,Topaz,96133,38.636052,-119.489162,0,71,None,Yes,3.09,No,Yes,DSL,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,84.4,5969.3,0,0,219.39,6188.69,Stayed,,
4973-RLZVI,Female,52,No,0,Hornbrook,96044,41.962127,-122.527696,0,30,None,Yes,4.22,No,Yes,DSL,13,Yes,Yes,Yes,Yes,Yes,No,No,No,One Year,No,Credit Card,74.65,2308.6,0,50,126.6,2485.2,Stayed,,
4976-LNFVV,Male,65,Yes,0,Daly City,94015,37.680844,-122.48131,6,19,None,No,,,Yes,DSL,14,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,34.3,577.15,0,0,0,577.15,Stayed,,
4979-HPRFL,Male,54,Yes,2,Garden Grove,92841,33.786738,-117.982564,1,56,Offer B,Yes,37.67,Yes,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,24.15,1402.25,29.41,0,2109.52,3482.36,Stayed,,
4980-URKXC,Male,26,Yes,0,Fort Irwin,92310,35.349241,-116.770281,1,36,None,Yes,12.61,No,No,,,,,,,,,,,One Year,No,Bank Withdrawal,20.85,720.05,0,0,453.96,1174.01,Stayed,,
4981-FLTMF,Female,35,Yes,1,Springville,93265,36.245926,-118.693138,3,57,None,Yes,1.54,Yes,Yes,DSL,15,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,65.2,3687.85,0,0,87.78,3775.63,Stayed,,
4983-CCWMC,Male,43,No,0,Creston,93432,35.480896,-120.469476,0,3,None,Yes,28.97,No,Yes,Fiber Optic,16,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,69.6,207.4,0,20,86.91,314.31,Joined,,
4983-CLMLV,Female,30,Yes,0,Escondido,92027,33.141265,-116.967221,0,52,None,Yes,44.34,Yes,Yes,Fiber Optic,71,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,102.7,5138.1,0,0,2305.68,7443.78,Stayed,,
4986-MXSFP,Female,40,No,0,San Leandro,94579,37.687264,-122.15728,0,2,Offer E,Yes,43.27,No,No,,,,,,,,,,,Month-to-Month,Yes,Mailed Check,20,40.9,0,0,86.54,127.44,Joined,,
4987-GQWPO,Male,48,No,0,Huntington Beach,92647,33.723579,-118.005441,0,17,None,No,,,Yes,DSL,11,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,25.1,382.8,0,0,0,382.8,Stayed,,
4988-IQIGL,Male,80,No,0,Canoga Park,91304,34.224377,-118.632656,0,1,None,Yes,28.49,Yes,Yes,Fiber Optic,18,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.35,75.35,0,0,28.49,103.84,Churned,Attitude,Attitude of support person
4989-LIXVT,Male,66,No,0,Santa Monica,90404,34.026334,-118.474222,0,68,None,Yes,19.67,Yes,Yes,Fiber Optic,28,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.9,6503.2,0,0,1337.56,7840.76,Stayed,,
4990-ALDGW,Male,37,No,0,Los Angeles,90033,34.050198,-118.210946,0,57,None,Yes,38.73,No,No,,,,,,,,,,,Two Year,No,Credit Card,20.75,1118.8,0,0,2207.61,3326.41,Stayed,,
4992-LTJNE,Male,40,Yes,0,Cantua Creek,93608,36.488056,-120.407691,5,72,Offer A,Yes,24.24,Yes,Yes,DSL,27,Yes,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,55.3,3983.6,0,0,1745.28,5728.88,Stayed,,
4993-JCRGJ,Male,62,No,0,Holtville,92250,32.811001,-115.152865,0,26,None,Yes,37.69,Yes,Yes,Fiber Optic,30,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,84.3,2281.6,0,0,979.94,3261.54,Stayed,,
4994-OBRSZ,Male,24,No,3,Weed,96094,41.465121,-122.380947,0,14,None,Yes,36.73,No,Yes,Cable,52,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,76.1,1054.8,0,0,514.22,1569.02,Stayed,,
4998-IKFSE,Female,27,No,0,Phelan,92371,34.441123,-117.537886,0,30,Offer C,Yes,34.49,Yes,Yes,Fiber Optic,59,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,100.45,3096.9,0,80,1034.7,4211.6,Stayed,,
4999-IEZLT,Male,45,No,0,Susanville,96130,40.559177,-120.612113,0,66,None,No,,,Yes,Cable,15,No,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,29.45,1983.15,0,0,0,1983.15,Stayed,,
5002-GCQFH,Male,30,Yes,0,Hercules,94547,37.991259,-122.214945,1,49,Offer B,Yes,47.17,Yes,Yes,Fiber Optic,26,Yes,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,93.85,4733.1,0,30,2311.33,7074.43,Stayed,,
5003-OKNNK,Female,44,Yes,3,Hoopa,95546,41.163637,-123.704841,10,15,Offer D,Yes,46.64,No,No,,,,,,,,,,,One Year,No,Credit Card,20.35,335.95,0,0,699.6,1035.55,Stayed,,
5003-XZWWO,Male,32,Yes,0,Capistrano Beach,92624,33.458754,-117.665104,4,71,None,Yes,15.12,Yes,Yes,DSL,30,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,-8,5956.85,0,0,1073.52,7030.37,Stayed,,
5006-MXVRN,Female,23,No,0,Keyes,95328,37.555631,-120.911653,0,39,None,Yes,29.79,No,No,,,,,,,,,,,Two Year,No,Credit Card,-10,762.45,0,0,1161.81,1924.26,Stayed,,
5010-IPEAQ,Female,29,Yes,2,Escalon,95320,37.818543,-121.006907,2,67,None,No,,,Yes,Cable,51,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,54.2,3623.95,0,0,0,3623.95,Stayed,,
5012-YSPJJ,Male,20,Yes,1,Nubieber,96068,41.082472,-121.195215,6,31,None,Yes,25.04,No,Yes,DSL,71,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,54.35,1647,0,0,776.24,2423.24,Stayed,,
5013-SBUIH,Female,63,No,0,Stockton,95202,37.959706,-121.287669,0,50,None,Yes,27.7,Yes,Yes,Fiber Optic,28,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.65,5551.15,0,0,1385,6936.15,Churned,Competitor,Competitor had better devices
5014-GSOUQ,Male,59,No,0,Grass Valley,95945,39.194539,-120.988066,0,13,Offer D,Yes,18.73,No,No,,,,,,,,,,,Two Year,No,Credit Card,19.95,243.65,0,0,243.49,487.14,Stayed,,
5014-WUQMG,Male,23,Yes,2,Hornbrook,96044,41.962127,-122.527696,1,47,Offer B,Yes,15.59,No,Yes,Fiber Optic,52,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,96.1,4391.45,0,0,732.73,5124.18,Stayed,,
5016-ETTFF,Male,46,No,0,Los Angeles,90016,34.028331,-118.354338,0,10,Offer D,No,,,Yes,DSL,30,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,29.5,255.25,0,40,0,295.25,Churned,Dissatisfaction,Service dissatisfaction
5016-IBERQ,Male,28,Yes,0,Simi Valley,93063,34.296813,-118.685703,1,23,None,Yes,18.05,Yes,Yes,Fiber Optic,51,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,84.25,1968.1,8.3,0,415.15,2374.95,Stayed,,
5016-LIPDW,Male,45,Yes,2,Stanford,94305,37.424342,-122.165641,1,57,None,Yes,41.56,No,No,,,,,,,,,,,One Year,No,Credit Card,19.4,1061.6,0,0,2368.92,3430.52,Stayed,,
5018-GWURO,Female,25,Yes,0,Novato,94949,38.067204,-122.524004,9,56,None,Yes,42.81,Yes,Yes,Fiber Optic,51,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.6,4902.8,0,0,2397.36,7300.16,Stayed,,
