Age,Salary,Contribution Rate,Years to Retirement,Fund Balance,Risk Tolerance,Expected Return,Investment Strategy
57,60122.94812228647,0.17822248468536772,20,142262.16554817153,Medium,0.023599081789999365,Conservative
25,108925.96884387326,0.18170869291877506,8,113171.98706782865,Low,0.04623205686417469,Aggressive
58,33405.84529312657,0.14915555489852528,23,123060.48060215644,Low,0.07276482694239425,Aggressive
28,53966.487288319404,0.09571834995103698,38,197950.56928885038,High,0.08146709236324266,Conservative
41,145403.88545490644,0.12218769235573582,6,108840.90118127997,Low,0.0708435281128348,Conservative
28,157068.47259189817,0.15657659742966373,29,752200.8073371415,Medium,0.07688486258478343,Conservative
50,49604.23565043906,0.08158454798938591,1,5867.668865457579,High,0.038873129851725724,Conservative
28,68710.62356990349,0.16082652638817896,11,67322.00476076231,High,0.09721985433128287,Conservative
25,46813.75591129869,0.13221329256395603,12,93617.05308373255,Medium,0.03815283977458314,Conservative
31,103680.18346726986,0.0644026160425345,2,9782.293712298442,Medium,0.03360792641174811,Aggressive
54,51439.732026587655,0.1335929490500251,39,234152.11095516628,Medium,0.03998493946834295,Conservative
33,104340.32291837131,0.060016420731872494,17,62733.726782002566,High,0.09776441420304106,Conservative
59,154456.7034861924,0.052146092756993306,38,289422.23232842237,Low,0.025196289675691173,Aggressive
32,146176.06763438098,0.1834441504860927,5,174864.1388640349,Low,0.08187562360410716,Aggressive
48,77678.28276481369,0.12348741674067422,26,149325.572411455,Low,0.02842292025650739,Balanced
43,144539.63337197853,0.13149344825604875,14,206375.86855288007,Low,0.08186331557480174,Balanced
60,187711.06225292807,0.09199066574454004,14,211060.32667802516,High,0.04216192393265056,Aggressive
51,89079.14580443563,0.13141170791862405,18,127246.85733342772,Medium,0.07812985188323135,Conservative
56,85950.25612859312,0.07533030382245992,37,302403.61879207205,Low,0.023920047906548357,Aggressive
38,127144.57075194297,0.1618468696076788,19,503171.9190636037,High,0.04676763309521405,Conservative
42,71735.30787467021,0.17350237406058286,19,315910.68326791836,High,0.05716995864358054,Conservative
52,140768.41775664286,0.1783813669878891,17,462691.3003891435,Low,0.0216540054185689,Conservative
53,171484.50101432175,0.06599790761418951,33,376184.96738645673,Medium,0.03446786769847797,Aggressive
40,108084.14586676745,0.13366316005171894,38,418626.80600842944,Medium,0.03350385036102476,Conservative
59,145516.245237825,0.17131264547660496,36,1036680.1439981614,High,0.05851213697943221,Aggressive
55,140820.5220601092,0.06923247323185824,34,313102.01775875164,Medium,0.030653840921953848,Conservative
28,36573.14551409022,0.06492836122611151,37,129224.58136690955,High,0.09817359856566664,Conservative
61,61180.77017988199,0.17254129980050315,37,573441.1890412162,Medium,0.0909543846001233,Aggressive
41,181900.10030908207,0.16951040583368343,0,0.0,Low,0.037946902383025755,Aggressive
63,189611.6650520533,0.1173039705445202,11,210433.03197078203,Medium,0.03873680006377543,Conservative
50,162674.73878490017,0.06645667532900973,4,37533.98390332776,Low,0.0957941993010984,Conservative
63,186612.1852157081,0.12741847359754277,26,836254.79052635,Low,0.043963538672799646,Balanced
28,82045.27065615772,0.10922048000069993,38,418543.6823179081,High,0.05386311272265573,Aggressive
54,72110.865202438,0.12778211465660191,19,210853.61489102358,Low,0.07611834975173698,Balanced
54,95331.0318852884,0.11598428030383741,39,336183.19271986536,High,0.04752292904344633,Balanced
46,39408.13975357699,0.13527716200863338,18,127945.97741508769,Low,0.0921965427142041,Balanced
35,167678.17523702572,0.1590694577769941,37,1065260.330994837,Low,0.06712289838480176,Aggressive
26,197309.83246956315,0.1662289855476288,14,434782.28929874825,Low,0.0653788672827472,Conservative
36,170084.97971422368,0.14734732973567663,5,171098.09425450905,Medium,0.06434363514748863,Conservative
54,124345.80692493319,0.07984109225695891,8,71021.0369829524,Medium,0.028963777541960355,Aggressive
60,80197.93498210146,0.10956845384076788,35,354890.72673167835,Low,0.08323534930550884,Balanced
42,63608.641052408704,0.060683604310358255,22,82024.7021479631,High,0.06576909110236683,Aggressive
50,91890.6882054322,0.11775105921127574,9,106413.02889391594,Low,0.024281534036989454,Conservative
31,143384.82002319506,0.1955509119087277,0,0.0,High,0.08802883659628832,Aggressive
25,106000.46444194001,0.14625960613865163,10,149007.31761010204,Low,0.07835665283519908,Balanced
50,188790.16941436264,0.07319187719952454,19,277371.47195013874,Low,0.043111134398163505,Aggressive
47,175217.4583041745,0.09028664896631489,27,424024.6995889836,High,0.042883141662860655,Conservative
50,47408.104713692825,0.05968604694538203,21,80065.34706857927,High,0.06037728228157997,Conservative
30,52359.288060570696,0.0773620835227949,19,62425.600630210036,Medium,0.020578544167937942,Conservative
30,144960.66150101885,0.12317624652166669,37,914405.767814632,High,0.0847696531960998,Balanced
32,69230.62629666024,0.10172845721429492,15,95442.51038944017,Low,0.09536363842987852,Conservative
48,164475.0790919977,0.08059434759631501,1,15834.36170147908,High,0.055728185874611494,Conservative
46,130530.88419548003,0.07198976203442842,24,132320.8163129596,Medium,0.06292592993672622,Aggressive
43,69071.1897146695,0.14841066754658092,26,186607.47188513997,Low,0.08478278084686477,Aggressive
61,111376.7555717005,0.1337153565309277,2,37564.54240375722,Low,0.04220791717878141,Balanced
42,99032.96970239567,0.1763960468322302,22,196897.41035359594,Low,0.05933843844958414,Balanced
55,178437.0910621988,0.07748793285916303,31,629452.6383339092,High,0.02887952426980865,Aggressive
61,35467.620746098546,0.17719781898923692,16,69447.26697995394,Low,0.07615261939033663,Conservative
54,182293.4613793543,0.13668667588397843,39,1361740.1350382708,Low,0.08342839841147237,Aggressive
57,140854.05608955637,0.08993347909695734,19,244520.09870690797,High,0.02535245104475102,Aggressive
34,155381.4918832244,0.09103297108527669,29,436689.1634853286,Low,0.09059355996580488,Conservative
61,30443.268776747736,0.10855705852157788,27,52122.34590697836,High,0.04996155756880581,Aggressive
36,136800.70378632948,0.11901908250001915,22,309922.80568286526,High,0.09377652900712073,Aggressive
54,130042.64783087443,0.062375762710532405,18,95812.65756903938,Medium,0.09201380193692996,Conservative
51,121324.94458567098,0.1762998748499492,24,526661.667036162,Low,0.08327197536387754,Conservative
63,163597.36564000044,0.06823116039862911,23,269760.84822001675,High,0.08641196796018501,Balanced
33,124498.08638740589,0.12251897645448226,0,0.0,Medium,0.04314987213650037,Balanced
45,175706.52222517578,0.10744523497863828,27,702547.4806773595,High,0.04938293696408355,Aggressive
36,69547.35268963853,0.12684306264679143,28,239145.04057760513,Low,0.039204911963870104,Balanced
53,167017.04012518897,0.1831223775602258,34,762603.0813575226,Medium,0.048360377770359717,Conservative
57,60483.171380216976,0.19836325097841595,16,160014.2633846848,High,0.06495241262361255,Conservative
39,168230.02463472658,0.053040705902413755,10,120201.35288417005,Medium,0.0891224361001819,Balanced
26,189878.79820085652,0.10898591475877914,36,481160.6251710359,Low,0.06377467230935921,Conservative
63,87068.0041927653,0.17264157963758656,6,101666.48924460536,High,0.07573489195722746,Conservative
42,120080.6733766321,0.09899043203929656,25,152474.21616118876,Low,0.030863252667230823,Aggressive
27,141915.9338969351,0.14735542638777827,22,343056.97470781615,High,0.09516544169697373,Conservative
31,43510.183195264086,0.19883888056496912,17,160519.7495587219,Medium,0.06665416873520744,Aggressive
42,113993.72209470044,0.1470156933223916,28,448794.67649804003,Low,0.08206476934831766,Conservative
62,91299.44602000195,0.06667870664349035,38,229841.48086307533,Medium,0.09988527354201948,Aggressive
61,178317.45731272237,0.17643979354309786,33,1204960.2182472502,High,0.08877804780982773,Balanced
57,179035.51818041544,0.1949986155938795,37,948888.3427597743,High,0.06034950204288368,Aggressive
55,149132.52172303025,0.15687626319483017,7,127870.448938919,Low,0.08944325509179261,Conservative
35,141473.16068072472,0.11286021497646055,20,378237.57177420903,Low,0.07271404345597181,Aggressive
28,154727.03807689564,0.1922600263018137,20,617738.2095660525,High,0.0784014510461011,Aggressive
42,92217.7731704772,0.1952858022573798,35,324348.5849425914,Medium,0.07098358401287506,Aggressive
28,98768.27194760632,0.19026751152487364,16,351892.16389759944,High,0.0430107020085049,Balanced
58,124129.8028910799,0.1117728503465121,15,233108.09869201976,Medium,0.04675817991338481,Conservative
53,189464.78165195946,0.16845615109532705,14,258539.86468201224,Low,0.0646671156900691,Aggressive
48,153079.97860032564,0.14812690385510902,14,396029.66175936605,Medium,0.08992609016555032,Balanced
46,123668.17156435797,0.07695599988283802,39,379366.55458763096,High,0.056203434466014834,Aggressive
26,160970.21253244148,0.1303272352515731,16,236556.06822101417,Medium,0.06324539665472358,Aggressive
30,93051.35308053225,0.16215365136929555,0,0.0,Low,0.04952772545594052,Conservative
49,154179.33919454302,0.18438684139479644,12,373708.76672130654,Medium,0.021450837296062036,Balanced
45,99814.96220805905,0.17938975556098302,37,940848.4287795409,High,0.07148315508055253,Aggressive
40,77542.43919254764,0.07319877502782232,9,63453.8350850452,High,0.06527485528363719,Conservative
55,133653.0880787897,0.12320498697278164,32,422562.220816203,Medium,0.09826050963836219,Aggressive
38,146769.18514053136,0.12174029441911775,25,276115.7285675516,High,0.06063734267071298,Conservative
63,108079.90540052591,0.18481055928468837,11,297318.0662954798,Low,0.06279582200419433,Balanced
52,126135.12433043525,0.05029059637053003,18,153695.88133884867,Medium,0.04258095730463073,Balanced
56,147991.23272551264,0.16080703064403917,14,224994.67843547606,Medium,0.027967927076619593,Balanced
52,160510.70876477662,0.14279622748193982,4,51536.914866067775,Medium,0.07660581982132472,Aggressive
33,182247.15144412295,0.18823572097648494,1,41573.53057952787,High,0.08467325094251812,Balanced
46,90272.51506493578,0.11853760254976071,13,170072.05968415205,Medium,0.08957588103586331,Balanced
56,191751.1329849409,0.14865083748132513,28,540435.9205141023,Medium,0.05234174049401076,Conservative
29,138337.56772092488,0.19591205456323135,0,0.0,Medium,0.07628519816083737,Balanced
47,163909.32005882112,0.16158556443738634,12,247561.09641552268,Medium,0.04101536804528075,Conservative
29,148960.7373918445,0.06010759611946511,31,211119.7732138331,Low,0.04022329347315921,Balanced
56,64947.19330922912,0.07513003264590118,33,132766.34871880992,High,0.09965802067647601,Aggressive
34,42144.525111500814,0.17321766544396222,13,96837.95317966692,Low,0.08795514682621867,Aggressive
63,153468.69888308045,0.10021933114604885,37,742338.1470325394,Medium,0.0404970539078985,Balanced
39,116878.953525078,0.15588771658974127,37,673225.4463164943,High,0.054671944010456136,Conservative
31,149376.27262941518,0.1549735600015742,14,258638.62963029149,Medium,0.06519747226035304,Aggressive
53,111063.27666562816,0.1990550785082308,38,1162667.0537235748,Low,0.021037741513542683,Aggressive
27,83079.86847080568,0.12048090854545114,5,27780.97020988241,Medium,0.09674188918825369,Aggressive
43,78453.0445741266,0.1606748540758885,28,457811.1393779661,Low,0.02870171758626971,Conservative
34,154190.46224789903,0.05731293159291535,36,408607.9040427295,Low,0.08537915833696927,Balanced
52,77052.61384918171,0.1193886531039633,18,124776.6062900589,High,0.09807441765965653,Aggressive
53,151495.06805732154,0.07800223172256965,0,0.0,Medium,0.0763383292348701,Aggressive
39,95273.22147395436,0.17608573275697653,20,461246.54378814605,Medium,0.09733522681904773,Aggressive
59,161052.72873419643,0.17598624980241068,38,1140443.0303935139,Medium,0.021575196425764942,Aggressive
30,54277.68738305383,0.08545466310585431,17,43053.424343544546,High,0.048363875479820614,Aggressive
36,64846.59034473874,0.09774277296747025,26,229202.83496278964,Low,0.05811616038813394,Aggressive
62,146604.9729724278,0.15537166766905286,27,522149.71470674843,High,0.08263519518877434,Balanced
37,125239.29043370463,0.16073988851184007,7,118673.87787203776,High,0.07236255172939152,Aggressive
53,64659.318245671864,0.14864474031715608,30,329653.388198037,Low,0.07888072829968022,Aggressive
43,183480.59199355968,0.19950419562892424,11,467609.5472545252,Medium,0.03157294485736184,Aggressive
27,76910.50506014987,0.1803024817977668,5,59165.33429593988,Low,0.08758123646663102,Balanced
32,101582.13769291775,0.11255883211287838,25,183880.7473322685,Low,0.08577806837662068,Conservative
32,64388.95011833145,0.09904650823128255,15,100662.76693833992,Low,0.08151299816009451,Conservative
44,95964.69511805743,0.1395274621994121,29,436908.87076980644,Medium,0.08543599327791981,Aggressive
28,113579.9475189506,0.1726454503750256,18,480108.3046650495,Low,0.037087588310205755,Balanced
45,80191.99926719625,0.12130152106048293,17,162792.89831967253,High,0.03122135454058835,Balanced
27,160745.92444340215,0.16065389102474595,23,680500.5526275696,Low,0.09160492453915922,Conservative
32,96968.60636986201,0.05287400592590636,19,54007.87716335395,Low,0.09656082608803009,Conservative
47,154016.6999929904,0.18887601624471567,6,243400.53513684522,High,0.05394131550722513,Balanced
40,65202.26981634137,0.16607520912731788,6,53744.94228872709,Medium,0.055759985383751806,Aggressive
37,94096.03445484038,0.10912851301461995,15,174394.21367399424,High,0.07927816537555085,Balanced
27,31369.90911224098,0.10760184882789382,13,62137.73732645267,Medium,0.0595999255903685,Conservative
33,158968.38926533097,0.06543302116227581,11,149949.83835402352,Medium,0.04508443705626076,Balanced
38,136400.7295361823,0.17242305858237927,28,749202.6412632028,Medium,0.03520768523588796,Aggressive
37,169029.96523647755,0.16529442638857766,14,470798.37069492124,Medium,0.021812098320929164,Aggressive
31,107453.83397746125,0.14453745613034247,7,154477.5740667846,High,0.0670158926408092,Conservative
39,165955.90943118266,0.06521847082160519,38,539649.2875486898,Medium,0.03137231478649974,Balanced
31,140089.03252606632,0.08935120484556063,8,111137.94646196936,High,0.08866807703274512,Balanced
62,30614.198530820573,0.11883717098969276,27,113818.00898090405,Low,0.09862949224408515,Aggressive
58,73128.03016504704,0.0898957915646339,26,110632.06153841557,High,0.05661921235771719,Balanced
46,113961.52987506216,0.11509608847293555,6,76351.3794683169,Low,0.029245600301176608,Aggressive
48,135176.84945103512,0.08389363109564785,13,118088.03750595155,High,0.06664139442576841,Aggressive
61,41150.44699298832,0.10244007557090251,10,39286.801776147375,Low,0.06591028827493464,Balanced
25,149863.5877912446,0.14784453253949414,31,798291.4437539375,High,0.030668299505996387,Conservative
34,122401.13660003418,0.18385416211695427,27,394428.66876082326,High,0.07175442110700311,Balanced
40,119382.48215910856,0.1077546021849238,5,33277.65269646652,High,0.04528502762982863,Balanced
32,79647.74487664556,0.15378623467411365,34,373530.1867037387,High,0.08763935233713857,Conservative
49,131119.92691339809,0.07021896295737805,5,37849.68776011464,Low,0.06703343482431671,Balanced
36,34673.79123740169,0.13112269667836424,23,96249.5650708763,Medium,0.05463607535641185,Aggressive
49,40999.05618567804,0.18825563383317706,8,88372.7773224255,High,0.09706543412731411,Balanced
41,154757.91482618306,0.05419037066860752,1,10123.076548859872,Low,0.05929793732090721,Aggressive
50,84721.52823077387,0.09013360425902128,37,233791.44155753497,High,0.09098354912056725,Conservative
38,88984.40285616225,0.06987403005202164,13,54906.16487985745,Medium,0.04114480995009849,Balanced
60,65425.48455359681,0.12996822192446222,30,285320.4763092152,Low,0.055342019339456996,Balanced
47,105755.51765698846,0.15194636961069882,29,539437.2960580381,Low,0.026711056179015626,Conservative
30,38838.883339921056,0.0586668788094664,26,58272.22515578707,Low,0.05382061573069738,Conservative
29,81061.74800708932,0.060542663096082694,35,122430.41468070302,High,0.09155942571191625,Aggressive
49,119611.06670220858,0.18044437891233583,30,342236.53937968076,High,0.08635697702819785,Conservative
42,109157.4266650533,0.11843497228512626,5,49492.52493878017,Medium,0.0980564867276416,Aggressive
37,199943.83933091574,0.1194427399457972,17,388602.8762658806,Medium,0.07997871086510047,Conservative
38,96089.9908598747,0.19168705924371754,13,308395.47982065275,High,0.041719060897551424,Aggressive
52,95789.84007323251,0.09803144153973978,19,241533.92343288803,High,0.03286650748230316,Conservative
42,115608.90216045825,0.18455354705491855,10,194784.01859793853,Low,0.034361320601298616,Aggressive
52,62351.52874610906,0.19613821168643958,36,570634.9778504815,High,0.07291061443574559,Aggressive
51,178971.75190305684,0.08625412964756456,39,899065.6827653996,Low,0.05057976875989265,Balanced
56,127285.52410695625,0.12710582738188148,3,59049.63908151719,Medium,0.05312296846969161,Aggressive
33,62658.29866390181,0.1301534229350388,5,50097.30525360838,High,0.08884592245139232,Balanced
64,164885.0705332625,0.17992521676880963,22,919967.2702234141,Medium,0.07813320995565268,Balanced
56,35836.46909428505,0.09558622045727325,7,20097.278434051772,High,0.03674190457530982,Conservative
44,197035.91409952263,0.16970636650301224,29,495720.5842500262,High,0.03368810292201321,Balanced
52,177075.38691113313,0.19565110869170177,35,1803071.245116341,Low,0.08575461434600995,Aggressive
57,128538.70744078337,0.1760504979116449,10,224136.0268306431,High,0.09628869496125234,Conservative
28,48920.2626687013,0.18637104251850767,4,46887.73795448583,Medium,0.034811394900530986,Aggressive
58,66596.37145924414,0.15625316587144544,2,27315.286982457066,High,0.09614091298421151,Balanced
27,77503.97895330573,0.18559336404157606,14,180741.13524463924,Medium,0.05437897904290763,Balanced
50,70975.39544361387,0.07472759530284911,1,5522.725463722044,High,0.09245272596788404,Balanced
32,114578.40177708578,0.1568542122562439,1,18689.470975949884,Medium,0.08006857204193649,Balanced
30,190575.26294541513,0.15978160324572144,7,153516.16513244828,Medium,0.09240885536254245,Aggressive
40,105509.33941052778,0.11587714197491311,29,218988.5165352462,Medium,0.07161179818509794,Aggressive
48,142465.97658947893,0.06196077010368682,4,36847.710004793385,High,0.03256078477515986,Conservative
63,147059.14501639994,0.14336656193912412,29,379166.45653986494,Low,0.02482929104174154,Conservative
54,178168.72329326207,0.0577821209855721,9,78394.09732812425,Medium,0.07016898614863483,Aggressive
37,35749.61888715827,0.10736037442348244,32,84264.04058975687,Medium,0.02466846001103373,Aggressive
29,98736.11008908217,0.10905053434636276,23,298888.17343199195,Low,0.03887892600233807,Balanced
49,163404.9693946369,0.19983837626949996,18,806442.8044247234,Medium,0.03649843527503159,Balanced
44,168527.39254412585,0.09497030505936659,29,500311.7362962526,Medium,0.05416829906259964,Conservative
42,187646.5445795819,0.1730680906885533,24,709389.1800744256,High,0.06779042591260741,Conservative
42,149475.0411690604,0.057975752782753076,10,129697.97417987086,Low,0.09289315951386518,Conservative
26,71676.17083780639,0.12946489780787607,34,164443.8987639441,Medium,0.09489536025440885,Aggressive
34,115963.17632434428,0.13050375178340184,0,0.0,High,0.09858990040888571,Conservative
36,35498.698946212586,0.14431247797916935,16,63825.10000887639,High,0.08110587455274659,Aggressive
37,139977.81798670196,0.17150078050849077,30,616628.5425036261,High,0.0937037616718118,Aggressive
35,124230.18595648864,0.16428850725847222,5,74555.80426574292,High,0.08325005281470077,Conservative
43,143362.16772941983,0.1641512192498562,12,215825.45209100758,Low,0.09284809428204456,Aggressive
59,188123.89407589124,0.11484409014864304,25,409238.78534488264,Low,0.02833401743011132,Aggressive
63,146837.02399247338,0.15912072236997898,35,822465.7700671774,High,0.09692599473419447,Conservative
50,84476.48816370941,0.12369735766236824,4,37244.39394582075,Low,0.038765047541363486,Conservative
38,63785.23285792665,0.06004267675175033,13,56722.329080656564,High,0.06547759722060272,Conservative
48,175288.15515917132,0.18352726739175906,14,456868.21157311584,Medium,0.06134619988626758,Conservative
25,63036.4643565393,0.1835244959208141,11,86969.59193459932,Medium,0.06515696766508607,Balanced
46,57473.62870121186,0.0984318146982709,7,51878.61303452232,High,0.07616236399860501,Balanced
47,65124.053715765884,0.18708539289214104,30,355349.76506351656,Medium,0.06316780426062966,Balanced
43,116502.94418218615,0.16369760577576226,25,311448.5891036053,High,0.07509983801989395,Conservative
42,51111.865337107665,0.11012018462930348,28,105097.95939895186,Medium,0.0627510823757003,Balanced
36,189480.11620143938,0.09972583976378804,3,73522.79313007495,Medium,0.020963451656994012,Conservative
52,194263.13023081524,0.19627140490791517,27,1238438.2142473483,Low,0.07018932155752391,Balanced
52,195546.31505810982,0.15689404446669664,24,741127.9242007514,High,0.06441610257541602,Aggressive
57,36651.21681935237,0.10682149321568003,39,123080.88449318125,Low,0.06686753539052036,Conservative
43,190853.5795016054,0.14629758319712077,31,831393.2388129907,High,0.02012483636073102,Balanced
52,199560.53854496227,0.13572892985560536,35,1077403.260706936,Medium,0.05749974351862204,Balanced
61,190212.9485887328,0.12868100340559413,10,337604.07889707485,High,0.08999817655983604,Conservative
50,144059.61397966003,0.14670528482177658,36,803341.2726147498,High,0.04660443383875393,Aggressive
59,149209.12590944514,0.13064394832705428,9,136269.99272889513,High,0.055590562888642364,Balanced
58,50782.999778486104,0.1482185530529571,37,151152.17703532972,High,0.029795536805319822,Conservative
59,178630.50310274362,0.18613528433354587,35,786047.5702448565,Medium,0.05601874299114035,Balanced
64,40138.72938689115,0.1989897452217908,26,238854.03243830617,Medium,0.051662271894225245,Aggressive
40,84014.19292499876,0.15639303100220203,16,138842.1765351343,Low,0.09064324750346042,Conservative
62,198495.7796751918,0.18917312026256494,6,221141.25001351064,High,0.02283523698572578,Balanced
37,101795.7394475092,0.17876153808244316,8,174540.63832792925,Low,0.09609729496873892,Balanced
47,52296.558074093984,0.09425560969719188,34,135453.882435313,Medium,0.06611225479613342,Conservative
46,194780.09254834361,0.18993619745645535,8,346015.969008163,Medium,0.06237075011755448,Aggressive
40,197303.73999709514,0.060621350007893225,35,452567.7569721385,High,0.09089617143370908,Balanced
52,61797.25649058144,0.09948827315653173,29,167408.11773053248,High,0.03528075568643059,Aggressive
59,177016.64748582905,0.14599174026572,30,1083269.1236769152,Low,0.036721075475539565,Conservative
32,96371.9654529616,0.12903731688427134,18,266830.98321149807,Medium,0.08995407116666673,Balanced
46,94832.63896274146,0.13136185892440438,22,235857.47620593745,Low,0.09435554118599783,Balanced
45,74658.59742247328,0.16923324947018722,19,313101.25326835644,Medium,0.08702490400727134,Aggressive
50,37600.746674332404,0.07920555234292885,5,18436.505220784344,Medium,0.0233011981054098,Aggressive
64,75561.52722648799,0.19731132649511884,23,442931.786348954,Low,0.07216553676457635,Aggressive
45,39142.07390661884,0.1156187340945756,21,108432.68888728014,Medium,0.05609099367774459,Conservative
49,187143.2478811938,0.1924764897208393,5,158377.61766654596,Medium,0.08462597994681713,Aggressive
25,142492.51430676383,0.10746737967452491,23,298874.3039072598,Low,0.03265071047928293,Balanced
30,180725.85050278655,0.14026800032774536,21,614413.7774079834,Medium,0.09362661318908298,Conservative
47,151939.41584999702,0.11754672069847043,17,191553.6467495708,Low,0.0468320608009317,Conservative
47,52318.76808404867,0.15139027457779555,15,156816.766912357,High,0.045858341659865826,Conservative
47,189898.86124500065,0.07754370940762798,35,448563.1753000989,Medium,0.03427418864734623,Balanced
56,182981.8191175704,0.11009427992607275,12,273259.53773603454,Low,0.020556026398985495,Aggressive
54,89172.93324317606,0.06025716831611472,36,193258.02865966968,Medium,0.045019455565872245,Conservative
37,48960.667859785004,0.13971521254850205,23,160373.3409378176,Medium,0.03186592814008879,Conservative
42,149706.30763410853,0.19440225478836842,18,648539.90368946,Low,0.07905116920943811,Balanced
47,153821.4214652428,0.05688597727360786,19,187314.93067350064,High,0.0805310211531566,Balanced
39,182460.9376229202,0.14894450367523498,26,530161.1271884723,Low,0.08623459864319817,Aggressive
57,38951.47910668359,0.16626469454564896,16,59501.34407971475,Medium,0.020435333102187325,Aggressive
45,54089.65246465322,0.08196626362664433,15,89129.45309791715,High,0.04811867702558655,Aggressive
63,131702.294789461,0.09096114400528207,0,0.0,High,0.020464619242978106,Balanced
47,135252.36364791403,0.0802371629360053,20,144225.86182185618,Medium,0.06061720099781284,Conservative
51,35713.64259355107,0.09461189550144614,26,71114.43908222124,Low,0.09272061878220712,Conservative
42,97478.44868048193,0.06651238387900613,0,0.0,Low,0.05263122076537673,Balanced
48,129307.49431692835,0.10555218069281336,29,568959.3209377226,Medium,0.08989307131585769,Aggressive
64,155444.92663579475,0.10533937929715924,19,219266.7937875644,Low,0.09580630390928767,Conservative
31,83745.61760231585,0.17109011849081135,23,219654.73502302976,Low,0.03902931719162846,Conservative
44,112263.59381371304,0.1701437473401078,1,13023.76305223739,Low,0.020812403725923787,Balanced
51,168389.32829304156,0.16950850449640475,14,491465.4694427869,High,0.07916553444560565,Aggressive
30,192162.16086261588,0.13505538698283956,28,1008633.7404298127,High,0.06632082358716698,Conservative
51,69153.49481627374,0.09888210302995018,34,207702.0821149606,Low,0.047771915700497505,Aggressive
33,73017.17498938236,0.11164467746006507,12,62223.71989655875,Medium,0.049408303822908534,Balanced
55,189769.09186375883,0.09766152571431228,18,362193.0613560693,Medium,0.026478180199979624,Balanced
45,97304.89562965621,0.13728918574710822,0,0.0,Medium,0.08968538865158673,Aggressive
50,152119.21516852628,0.19069686819704995,15,245479.14531963205,Medium,0.03936516484535606,Conservative
64,134085.08888407896,0.09267451760835714,2,34451.37336112978,Low,0.027768356314487753,Conservative
37,78549.90556498957,0.11882777264691947,39,499017.07190924144,Low,0.08236272905303228,Conservative
47,141105.57773286424,0.14826753952090105,5,154390.3630993303,Medium,0.05880596216670078,Aggressive
44,141446.20316268544,0.17670423676933744,30,730332.434726107,Low,0.08103174915278864,Aggressive
61,130715.34151954297,0.08800008809614474,4,36533.46107577182,Medium,0.0921499888681385,Conservative
52,46942.34022441719,0.09204349264705859,25,137160.03861359984,Medium,0.05057015881787186,Balanced
41,199179.20980358642,0.18277482983839044,27,668881.2971987152,High,0.02435769708618718,Balanced
52,98070.79839904066,0.06203871799787046,14,63312.58777048225,Medium,0.04025915573211096,Conservative
26,138502.66751748812,0.1408171408950819,8,117907.94893577838,High,0.024085598758187627,Aggressive
49,180579.4879991453,0.17906831241439808,21,985732.8262572725,Medium,0.031932381139929786,Conservative
30,101959.04303137217,0.18826141255273005,36,849830.1730359968,Low,0.0879157640435418,Balanced
35,161567.25965694326,0.05190308813493032,20,106281.2592106193,High,0.09531361686084673,Balanced
62,195210.15219549902,0.10544989662412765,28,341702.6873929633,Low,0.07415304504228637,Balanced
30,91018.9092430182,0.08858971791815701,25,270689.30108644,Medium,0.07854577488535433,Conservative
35,98895.82693956523,0.1352048883162085,5,87064.84716876561,High,0.07851885365399382,Conservative
38,183947.9300294167,0.1449293415220444,10,312180.7418204804,Medium,0.02986845952160965,Balanced
26,57139.28752858111,0.19996617164082936,35,278375.7743390832,Medium,0.02376900211164763,Balanced
64,34861.12252110519,0.12691437453483884,19,82405.7453525725,Low,0.07587194739646627,Balanced
27,184511.130824349,0.13272003181059047,19,513074.2767173045,High,0.022993337752335974,Balanced
59,169670.56759998866,0.11214702617084629,26,708520.3807068642,Low,0.08494038503197472,Aggressive
57,195339.11553372644,0.07215158567578636,5,47174.38111050176,Low,0.06729103321459796,Conservative
48,39900.4230608153,0.09549869604208977,32,123817.51937722813,High,0.029080826137063847,Aggressive
43,56550.14617496783,0.08704773765665477,29,93896.8789730133,Low,0.07274343900622236,Balanced
42,47903.13504526751,0.17018295370225134,33,253919.82529492798,Medium,0.0685045633935409,Balanced
48,146180.74248993056,0.13187246323284685,4,53986.608589887815,High,0.050104763011671764,Aggressive
59,133021.71253701433,0.09442904453230132,15,251759.7936230306,High,0.08541760901481639,Aggressive
25,91086.98389583414,0.1233639354340255,11,93289.4317942717,High,0.04436866573964096,Aggressive
60,39761.991498381656,0.08282973246431233,11,33225.07719964894,High,0.05023277628363097,Balanced
49,138742.53728791198,0.0777690725859827,10,97949.1843162151,High,0.07572983965909896,Conservative
58,126920.48246955963,0.17899133558628288,20,620780.6695066735,High,0.08016249666293629,Conservative
49,49193.54588030468,0.19172162816992083,6,71177.2495115221,Medium,0.04188488852418906,Aggressive
40,184514.6497605314,0.06200219117404819,33,210501.65024532046,High,0.021342895953486235,Aggressive
58,63821.45064423839,0.16473240607796308,28,166937.45417585463,Low,0.03410430108317496,Aggressive
53,156396.5558644556,0.11799673046409354,5,96995.45329902564,Low,0.04105572518326285,Balanced
43,180462.8966323012,0.10834574619623802,35,634869.257131593,Low,0.09240058032791694,Aggressive
47,128510.74841793043,0.15341169643217317,33,504592.54493193154,High,0.09148884374052442,Balanced
43,71964.31390070272,0.08993805280015485,7,58563.88732160144,Low,0.072855812424882,Conservative
