race	age	engnat	gender	hand	source	country	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	O1	O2	O3	O4	O5	O6	O7	O8	O9	O10
4	24	2	1	1	2	IN	4	1	2	5	3	2	1	3	2	4	3	3	5	3	3	5	5	5	3	3	4	2	4	3	4	3	5	2	2	5	4	5	4	2	5	3	3	2	2	4	1	4	3	3	3	3	3	1	4	3
12	22	2	1	1	2	MY	5	5	1	4	5	2	5	4	5	5	4	1	5	3	1	4	4	5	3	4	5	5	1	4	3	4	3	4	5	3	5	1	5	3	4	1	5	5	5	5	5	1	3	1	3	1	4	3	4	4
13	1982	2	2	1	1	US	1	1	1	1	5	1	1	3	3	1	5	1	5	1	3	5	3	5	5	5	1	4	1	5	1	5	1	3	5	3	1	1	5	5	1	1	5	3	5	3	1	1	5	1	5	1	1	1	5	5
5	15	1	2	1	1	AE	2	2	2	2	2	3	2	1	1	5	4	1	3	2	4	3	5	3	4	3	1	3	2	3	2	4	3	3	3	3	3	2	3	3	2	3	4	3	3	3	4	2	3	3	3	1	3	4	3	3
3	19	2	1	1	1	CA	3	1	4	2	4	2	4	3	3	4	1	4	3	3	3	2	2	1	2	2	2	5	2	4	2	3	2	5	4	4	3	3	4	4	1	5	3	3	2	3	5	2	5	2	4	1	4	4	5	5
3	30	2	2	1	5	PL	3	1	4	3	5	3	5	3	3	3	3	3	3	1	5	1	2	1	1	3	3	5	1	5	1	5	1	5	5	5	4	3	4	1	4	1	5	1	5	5	3	3	5	1	4	1	5	1	5	3
4	27	2	2	1	2	IN	1	3	2	5	3	3	1	3	1	3	4	2	5	2	4	4	3	3	3	3	3	3	1	4	3	4	3	1	4	4	5	5	5	3	4	5	1	3	3	4	3	4	3	5	3	3	4	4	3	2
11	27	2	2	1	1	PH	5	1	5	2	5	1	5	3	5	2	2	5	4	4	5	5	4	5	5	2	1	5	1	5	1	4	1	4	5	5	5	5	5	5	1	5	2	4	3	5	5	1	5	1	5	1	5	5	5	5
11	54	2	1	0	1	PH	3	2	4	3	3	4	2	4	2	4	2	2	4	2	3	2	3	2	2	3	2	4	1	4	2	4	3	3	4	4	4	1	5	1	5	1	5	1	5	4	4	2	3	2	3	3	4	2	4	4
3	21	2	1	3	5	TR	3	2	4	3	4	2	3	3	3	2	2	4	4	5	4	2	4	4	3	3	4	2	2	3	4	3	4	3	3	3	4	3	5	3	3	3	4	4	3	4	2	1	5	1	3	1	3	4	3	5
13	22	2	2	2	5	TR	2	2	3	4	3	3	3	4	3	3	5	3	3	2	4	4	4	4	4	3	3	4	1	4	1	4	2	4	4	3	3	3	4	3	3	3	4	2	2	4	3	2	3	3	2	2	4	3	3	2
3	51	1	1	1	1	AE	2	3	2	4	3	3	1	4	2	4	5	3	5	2	4	4	4	4	4	4	2	4	4	5	2	5	2	4	4	4	3	5	4	4	2	4	2	2	4	4	5	1	4	1	5	1	5	5	5	5
5	1993	2	2	1	5	TR	2	3	5	3	4	1	2	5	2	5	4	3	2	3	5	3	5	5	5	4	4	5	1	5	1	3	3	5	5	5	5	5	5	1	5	1	1	4	5	3	3	1	5	4	5	1	5	2	5	5
13	26	2	2	1	1	IN	2	2	4	3	4	2	4	2	3	2	2	4	4	3	3	3	4	4	4	2	4	4	2	3	3	4	2	2	4	4	3	2	4	2	3	2	3	3	2	3	3	4	4	3	3	2	3	4	4	4
13	19	2	1	1	1	PK	3	4	2	5	2	5	3	4	3	3	4	2	5	5	5	5	5	5	2	5	3	4	1	5	2	5	3	4	5	5	3	3	5	1	4	2	2	1	4	4	3	2	5	2	5	1	5	5	4	5
11	15	2	2	1	5	CN	2	5	2	3	2	3	1	5	2	5	2	4	4	3	2	2	4	2	2	3	2	3	2	3	4	2	4	2	2	2	2	4	2	4	1	4	2	3	2	3	4	1	5	2	4	2	4	4	4	5
3	22	2	1	1	2	NO	2	3	5	4	4	2	3	4	2	3	1	5	2	3	2	3	3	2	4	2	1	2	2	4	4	4	2	3	4	4	5	1	5	1	2	1	4	3	3	3	3	3	5	3	4	2	4	3	2	4
3	28	2	2	1	1	TR	4	2	5	3	5	2	5	2	4	2	2	4	4	4	2	2	1	1	1	1	2	5	1	5	1	5	1	4	5	4	4	3	3	3	4	2	3	2	4	3	5	2	4	3	4	2	5	3	4	4
3	56	1	2	2	1	GB	2	2	4	2	4	2	2	2	3	2	4	2	4	2	2	4	2	2	2	3	1	4	2	5	1	5	1	4	5	4	3	3	4	3	4	2	4	2	4	4	4	2	4	2	4	1	4	2	4	4
13	30	2	2	1	1	ZW	2	3	2	3	3	3	3	1	1	5	5	3	5	2	4	4	4	2	3	3	4	4	1	4	2	4	1	4	4	4	4	1	5	1	4	5	5	2	4	4	3	3	5	3	4	1	4	3	5	3
13	30	1	2	1	1	NA	1	3	2	3	3	4	1	5	1	4	5	1	3	3	2	5	3	4	4	3	3	3	3	3	3	5	1	1	3	3	2	2	3	3	2	5	1	3	3	3	1	1	3	3	4	5	2	1	4	2
11	16	1	1	1	1	AU	1	3	2	5	3	3	1	5	1	5	2	4	4	2	2	2	4	2	2	2	1	2	3	4	1	2	2	5	4	3	4	5	3	5	1	5	2	4	3	2	3	1	5	1	4	1	5	3	5	5
3	31	2	1	1	1	BG	3	2	5	5	5	4	1	5	1	5	1	4	5	4	3	2	1	2	2	2	4	4	1	4	5	5	1	4	5	5	3	2	3	1	4	5	5	2	3	4	5	4	4	1	1	4	1	4	5	2
4	16	2	2	2	2	IN	1	4	1	3	1	5	1	5	1	5	1	5	5	2	2	1	2	4	4	2	3	2	2	3	3	1	5	4	4	4	4	4	4	2	3	4	4	3	3	3	3	2	3	3	4	3	3	3	5	3
4	20	2	1	1	1	IN	1	3	2	5	3	3	2	5	2	5	4	1	5	2	2	4	5	5	5	4	3	2	2	3	5	4	5	1	2	3	5	2	5	3	2	2	3	3	2	4	5	2	5	3	5	1	5	5	5	3
3	49	1	1	1	1	AU	2	3	3	4	2	2	2	4	2	5	4	4	2	4	1	3	2	1	4	1	1	5	1	5	1	4	1	4	4	4	3	4	3	1	2	4	4	1	3	3	5	2	4	2	3	2	3	4	5	4
3	31	2	2	1	1	US	3	3	5	3	4	1	4	2	3	3	4	2	4	2	4	4	4	2	3	4	1	5	1	5	1	5	1	5	5	5	5	1	3	3	4	1	4	1	4	4	5	1	5	1	4	1	5	4	5	5
3	44	2	2	1	1	AU	3	3	4	2	4	2	2	3	3	1	3	3	4	3	3	4	4	3	4	3	2	3	3	3	3	4	3	3	4	3	3	4	5	2	3	3	3	2	3	3	4	2	4	2	4	2	5	4	5	4
3	39	1	1	2	1	US	1	5	3	5	3	5	1	5	1	5	3	5	3	3	5	3	3	3	4	3	3	3	5	3	4	3	4	3	3	3	4	5	5	3	4	1	5	3	4	5	4	1	5	3	2	1	4	4	5	3
3	14	1	1	2	5	GB	2	2	4	2	4	1	3	2	4	3	3	4	4	3	5	3	3	3	4	2	3	3	3	3	1	3	2	3	3	4	3	2	3	3	2	4	3	3	2	3	3	2	2	2	4	1	3	3	3	4
13	14	1	1	2	5	GB	1	1	2	2	5	2	5	5	1	5	5	3	4	1	4	1	5	3	3	2	3	5	5	5	1	5	3	3	3	1	2	2	3	1	3	2	5	1	5	5	3	1	3	3	3	1	3	5	5	5
0	34	2	2	0	2	GB	4	1	4	1	5	1	3	2	4	2	5	1	5	2	3	5	4	3	5	2	1	4	4	5	1	4	2	4	5	4	3	3	5	2	2	2	4	1	3	5	5	1	4	1	4	1	5	4	5	4
11	19	2	2	1	1	FR	2	1	3	3	2	2	1	3	2	5	5	3	5	1	4	5	5	5	5	5	1	5	4	5	1	5	2	4	5	5	2	4	5	5	2	2	4	1	3	3	2	3	5	1	3	2	3	2	4	3
3	18	1	2	1	1	AU	2	4	2	4	2	4	1	5	4	5	4	2	5	2	2	3	3	3	2	4	2	5	1	4	4	4	5	4	4	3	4	2	3	3	3	2	4	2	4	3	3	3	3	3	3	3	3	2	4	3
11	40	2	1	1	2	PK	4	4	4	4	4	3	4	3	4	4	2	2	4	3	4	4	4	3	4	4	2	2	4	4	4	3	3	3	4	4	2	4	4	2	4	4	4	3	4	4	2	4	4	4	3	4	3	3	4	4
3	16	1	2	1	1	US	3	1	4	1	4	1	1	3	4	1	5	4	2	1	1	2	4	4	5	1	5	1	5	1	5	1	5	1	2	3	4	3	5	2	1	5	5	1	3	4	5	1	5	1	3	1	5	5	4	5
1	30	1	2	1	1	GB	3	1	5	2	5	1	5	3	3	2	3	4	4	3	5	3	4	4	3	3	1	5	3	4	1	5	1	4	4	4	3	5	4	4	2	5	1	2	2	3	4	3	5	3	5	1	4	4	4	5
3	46	1	2	1	5	US	3	2	4	2	5	1	5	2	4	2	4	3	4	3	2	4	3	3	3	2	1	5	3	5	1	5	1	4	5	5	3	3	4	3	3	3	4	3	3	4	5	1	5	1	4	1	4	4	4	5
3	31	2	2	1	1	GR	3	2	5	2	4	2	3	4	3	2	4	2	3	3	4	3	4	4	4	2	3	3	2	5	2	3	3	4	5	5	3	2	2	1	2	1	4	3	3	3	5	1	4	1	5	1	5	3	4	5
3	31	1	1	2	2	US	1	3	2	4	1	4	2	5	1	5	1	4	2	4	2	2	3	2	1	1	3	2	3	3	2	3	2	3	3	3	4	4	4	1	4	2	5	1	4	4	3	2	4	2	4	2	4	3	4	3
3	18	1	1	1	1	US	1	1	4	2	3	3	5	4	3	1	2	5	2	4	4	1	3	2	3	1	3	2	2	1	5	3	3	3	2	3	3	4	4	4	3	3	2	3	1	3	1	3	5	4	5	1	5	1	3	5
3	41	1	1	1	1	AU	1	5	1	5	2	2	2	2	2	5	5	2	5	2	5	5	4	2	5	2	1	2	4	2	4	2	4	2	3	2	4	1	4	2	4	1	5	2	5	5	5	1	3	1	5	3	5	5	5	4
13	45	1	2	1	1	US	3	2	4	2	5	2	5	2	1	1	4	4	2	2	1	2	2	1	1	1	1	5	1	5	1	5	1	5	3	4	4	2	4	1	5	1	4	1	5	3	3	2	4	2	4	1	4	1	2	4
3	43	1	2	1	1	US	4	2	4	3	4	2	4	3	3	3	5	2	5	2	4	5	5	5	4	4	2	4	1	3	3	4	2	3	3	4	4	2	5	1	4	1	5	2	4	4	5	2	4	1	4	1	5	4	5	5
12	22	2	2	1	1	EU	3	4	3	2	4	5	3	3	5	5	2	4	2	4	3	1	2	2	1	2	4	3	1	2	5	3	2	5	3	3	3	2	2	1	2	1	4	3	1	4	3	3	2	3	2	3	4	2	4	2
3	42	1	2	1	5	AU	2	2	4	3	5	2	3	4	5	4	2	4	3	4	3	3	3	2	2	2	1	4	2	4	3	3	2	5	4	3	4	4	4	2	2	2	4	2	4	4	4	1	3	1	3	3	4	4	5	5
3	46	1	2	1	1	CA	2	2	4	4	4	2	3	4	3	5	4	4	4	2	3	3	4	4	3	2	1	5	3	5	1	5	2	5	4	4	4	3	4	4	3	3	4	2	4	3	4	2	4	2	4	2	4	3	4	4
11	23	2	2	1	3	IT	3	2	3	4	3	4	2	3	3	2	4	3	4	1	4	4	4	4	4	3	2	4	1	4	2	4	2	3	4	4	4	1	4	2	4	1	4	1	4	4	4	2	4	1	4	1	2	3	2	4
3	20	1	1	1	1	US	2	4	3	5	1	3	2	4	2	5	3	4	4	2	3	1	3	3	3	3	1	3	1	5	2	4	3	3	5	2	4	3	4	2	1	5	5	1	3	5	4	1	4	1	4	2	5	5	5	5
4	22	2	2	1	1	IN	3	1	3	5	1	1	1	3	3	5	5	1	5	5	5	5	5	5	5	3	3	3	3	5	5	5	3	1	2	3	3	1	3	5	5	1	3	2	1	2	3	3	1	3	3	3	5	3	5	3
13	17	1	1	2	5	CA	3	3	3	3	3	2	3	3	3	3	4	4	3	3	3	3	3	3	2	3	3	2	1	3	3	3	2	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	2	3	3
3	18	1	2	1	1	US	2	3	4	4	3	3	3	4	3	4	5	4	5	2	4	4	4	3	3	5	1	4	2	4	2	5	3	3	2	3	2	5	5	4	1	5	4	5	1	4	5	2	5	2	5	1	5	5	5	5
3	27	2	2	1	2	ZA	1	4	2	4	2	4	1	3	2	5	1	4	2	4	2	2	1	2	2	1	1	4	1	4	2	4	1	4	4	4	3	1	4	1	4	2	4	1	4	4	5	2	5	2	4	1	4	4	5	5
3	48	1	2	2	2	AE	3	2	4	2	5	1	4	4	2	2	4	3	4	3	3	3	3	3	4	3	2	5	3	5	1	4	1	4	5	4	4	3	3	3	3	3	4	3	4	3	4	2	4	1	4	1	4	3	4	4
12	23	1	1	1	1	NG	3	5	4	5	3	1	1	5	3	5	1	5	5	1	5	4	4	3	5	1	2	5	1	4	5	1	1	5	4	5	2	4	5	1	4	4	5	1	4	4	4	1	5	1	5	1	4	5	5	5
13	52	2	2	1	1	GB	5	4	4	3	5	4	5	5	5	1	3	4	2	3	4	5	5	5	4	3	5	3	5	3	5	3	5	5	1	1	3	5	2	4	5	5	3	3	1	5	5	5	3	5	3	5	5	3	1	3
3	29	1	2	2	5	US	2	5	3	5	3	2	2	5	2	5	2	5	5	2	2	2	5	4	4	4	2	5	3	5	2	5	3	5	5	3	4	3	5	2	4	1	5	3	4	5	3	3	4	3	5	4	5	4	4	5
11	19	2	2	1	3	VN	2	4	2	2	2	4	1	4	4	4	1	4	1	1	2	4	5	4	4	4	4	3	2	3	4	1	5	4	2	3	1	5	4	3	2	4	3	2	2	4	2	2	3	3	3	3	4	2	5	3
13	19	2	2	1	1	IN	3	5	3	5	3	5	2	5	1	5	5	1	5	5	3	5	5	5	1	5	5	3	1	5	1	5	2	5	5	5	4	3	5	3	3	4	5	1	1	5	2	5	3	5	3	1	5	1	5	4
13	15	1	2	1	1	VE	2	3	3	3	4	4	3	4	5	5	5	1	5	2	5	5	5	5	5	5	1	4	3	5	1	5	1	5	5	4	4	5	4	5	1	3	5	3	1	5	3	1	5	1	1	2	5	1	3	3
1	22	2	2	1	1	VE	1	2	1	5	1	4	1	5	1	5	5	2	4	2	2	2	4	3	5	2	1	3	1	5	1	4	1	5	4	3	4	4	4	3	2	4	3	3	5	3	5	3	5	3	3	1	5	4	5	3
3	33	1	1	2	5	GB	2	4	4	2	2	3	2	5	4	4	4	4	4	2	4	4	3	2	4	3	1	3	2	5	1	4	2	4	5	4	4	4	3	3	2	4	4	3	3	3	5	4	4	4	4	1	4	4	4	2
4	22	2	1	1	1	PK	2	5	2	5	1	5	1	5	1	5	5	1	5	4	5	5	2	4	5	3	2	5	1	2	4	5	1	5	1	1	2	5	1	5	2	1	2	3	1	1	1	4	5	5	2	1	2	1	4	5
3	20	1	2	1	5	US	4	3	4	3	2	3	4	5	2	4	2	5	3	3	3	4	5	5	2	3	1	5	1	4	1	5	1	5	4	5	4	4	4	1	2	1	4	1	5	3	2	2	5	2	4	1	5	2	5	3
13	33	1	2	1	2	US	1	5	2	4	1	5	1	5	1	5	5	2	4	2	4	4	5	2	4	4	1	3	1	5	1	4	4	4	4	3	1	2	4	2	4	1	5	1	4	4	2	5	2	3	1	4	3	1	4	1
3	17	1	2	1	5	US	3	3	5	3	5	2	4	2	4	4	4	2	4	3	2	2	3	2	2	2	1	5	3	4	1	4	1	5	4	4	4	3	5	2	4	4	4	1	3	4	4	1	5	1	4	1	5	4	4	4
11	21	2	1	1	1	MY	3	4	4	4	3	2	2	5	1	5	5	3	2	1	2	2	1	1	2	4	1	5	1	5	1	3	3	2	5	2	5	1	2	2	1	4	3	2	5	3	3	1	2	1	3	3	1	3	5	2
3	43	1	1	1	1	US	3	3	4	3	3	3	3	4	3	4	2	3	3	3	1	2	2	1	2	1	1	3	1	4	2	4	2	4	3	3	4	1	4	1	3	2	4	2	3	4	4	2	4	3	4	1	4	4	4	3
13	22	1	2	1	5	US	1	1	5	1	5	1	1	5	1	5	1	5	5	5	1	1	1	1	1	1	1	5	1	5	1	5	1	5	5	5	5	5	5	1	4	1	5	1	4	5	4	1	5	1	5	1	5	1	5	5
11	21	2	2	1	1	PH	3	3	4	4	2	2	2	5	3	5	4	4	4	2	3	3	4	3	3	3	2	3	4	3	3	4	3	4	4	3	4	3	4	2	4	3	5	2	4	4	4	2	4	3	3	2	4	3	4	4
3	15	1	2	1	2	GB	3	2	3	3	4	3	4	4	3	4	5	2	5	2	3	4	4	4	5	2	2	5	2	5	2	4	2	5	4	4	5	3	5	4	4	3	5	1	5	5	4	2	2	2	3	2	5	5	2	3
3	16	1	2	1	1	AU	3	3	3	3	4	2	1	3	4	4	5	2	5	1	2	3	4	4	3	4	2	5	2	4	3	3	2	3	3	3	3	4	4	3	2	3	4	3	4	4	5	2	5	1	4	1	5	4	5	4
13	22	2	2	1	1	EU	5	4	2	5	5	5	1	4	3	5	5	5	5	2	5	5	4	4	5	3	1	5	1	5	2	5	4	4	5	4	4	3	3	2	5	4	5	2	4	5	3	1	5	3	4	1	4	1	3	4
11	25	2	1	1	4	US	4	2	4	1	5	3	2	2	4	3	2	5	2	5	4	1	2	2	3	2	1	4	1	5	1	2	2	3	4	4	4	4	2	2	5	3	4	1	4	5	4	1	4	2	5	1	4	4	4	4
6	18	1	2	1	5	US	4	1	4	1	5	1	5	5	4	1	2	4	2	5	1	1	2	1	3	1	1	4	1	4	2	5	1	5	2	4	3	2	5	2	4	5	4	1	5	5	4	1	4	1	4	1	5	4	3	5
8	14	1	2	1	1	CA	2	3	2	4	2	4	2	5	1	5	5	1	5	5	4	5	5	5	5	5	5	3	3	5	1	5	3	5	5	1	2	5	2	5	3	5	5	1	1	3	5	1	5	4	1	2	3	5	2	1
1	33	1	2	1	1	US	1	4	4	4	4	4	3	4	2	3	3	3	4	2	3	4	2	2	3	3	2	5	1	5	2	3	1	3	2	4	3	2	3	2	2	1	3	1	2	4	3	3	3	2	5	2	4	2	5	4
3	21	1	1	3	5	NL	1	4	1	3	2	3	1	4	1	5	5	1	4	1	4	5	4	4	3	5	3	3	1	3	3	4	3	4	4	3	3	2	5	3	2	4	3	3	2	4	5	1	5	1	5	1	5	5	5	5
3	22	1	2	1	2	NL	4	2	4	2	5	2	5	2	5	2	4	2	5	2	3	4	4	4	4	4	2	4	1	4	2	3	2	3	4	3	3	2	5	2	2	1	5	2	3	3	4	2	4	2	3	2	4	2	4	3
3	21	1	1	1	1	NL	4	2	4	2	4	2	4	3	4	3	4	4	3	4	2	2	2	2	3	2	2	5	2	4	2	5	2	4	4	3	3	4	4	3	4	2	4	2	2	3	4	2	4	2	3	2	4	3	4	4
3	36	2	2	2	1	DE	4	2	4	2	5	2	5	2	5	2	5	3	4	2	3	4	2	2	4	4	3	1	2	1	2	2	2	3	3	3	4	2	5	2	4	1	5	2	5	4	5	1	4	1	5	2	5	4	4	3
13	20	2	1	1	5	BD	4	2	4	3	5	3	4	3	4	1	5	2	5	3	5	4	2	4	5	3	4	4	4	4	2	4	2	4	4	4	4	4	3	4	3	5	1	2	3	4	3	4	3	3	4	2	4	3	4	3
13	23	1	2	2	2	US	3	1	4	3	5	3	2	4	2	3	4	3	5	3	4	3	3	1	3	1	3	4	1	4	2	5	2	5	4	3	4	2	5	2	2	5	4	1	5	4	2	3	4	3	4	1	4	1	5	4
3	38	1	2	1	1	CA	3	1	5	4	5	2	3	4	2	4	3	2	4	2	4	3	4	3	4	4	1	4	2	4	3	5	2	4	5	4	4	3	2	4	4	3	5	1	4	3	5	1	3	1	5	2	4	5	5	5
3	25	1	2	1	1	GB	3	2	5	3	4	2	4	4	1	4	4	4	4	2	5	3	3	1	2	2	1	5	1	5	1	5	1	4	5	3	3	4	4	2	2	4	3	1	3	4	3	2	5	3	3	1	4	2	4	4
3	22	1	2	1	2	US	3	1	5	2	3	2	5	5	2	4	2	2	5	4	3	5	4	2	4	2	1	5	3	5	1	5	1	5	5	5	3	3	3	3	4	3	4	3	3	3	3	4	3	5	4	4	4	3	3	4
3	16	1	2	1	5	US	2	3	4	2	4	4	4	4	5	4	5	4	5	2	4	3	4	4	4	2	4	4	3	3	3	3	3	5	2	3	5	1	5	1	5	5	5	3	5	5	4	5	4	3	5	2	3	3	5	4
3	23	1	2	1	5	US	3	2	3	2	3	1	2	3	4	4	2	5	4	4	2	2	2	1	3	2	1	3	1	5	1	5	2	4	5	4	3	4	4	1	4	2	4	2	4	4	4	1	2	2	2	4	5	3	5	2
13	24	1	2	1	1	US	2	3	3	4	1	2	1	5	1	4	4	2	5	3	4	4	4	4	4	3	1	4	1	4	4	4	2	4	4	3	3	1	4	4	5	1	5	2	4	4	2	4	4	4	4	4	4	1	4	3
3	17	1	2	1	5	US	2	2	2	4	2	3	1	4	1	4	2	3	4	4	2	4	4	4	5	2	3	3	2	3	3	4	2	3	3	3	3	2	3	3	4	4	3	3	3	3	4	2	5	3	4	1	3	4	3	5
5	17	1	2	1	5	US	3	4	4	5	2	1	1	4	3	4	1	5	4	4	5	2	1	1	1	1	1	5	1	5	1	5	1	5	5	5	4	2	5	1	4	1	4	1	2	5	3	3	4	2	4	2	5	3	5	4
3	17	1	2	1	5	US	3	4	3	4	2	5	3	4	3	5	3	4	4	2	3	4	5	4	3	4	5	3	3	5	3	4	3	4	4	3	3	4	2	2	2	3	3	3	4	2	2	3	2	3	2	4	3	1	3	2
13	18	1	2	1	5	US	3	1	5	3	5	1	5	5	1	3	3	3	5	4	3	3	2	3	3	2	1	4	1	4	5	5	1	5	5	5	4	2	4	2	4	2	5	3	5	4	2	3	4	3	3	2	3	2	5	3
3	17	1	2	1	5	US	3	4	3	5	1	4	2	2	2	4	5	3	4	5	3	4	4	4	3	4	2	4	2	5	2	4	2	4	4	4	3	5	4	3	2	4	4	3	4	4	4	2	5	2	5	1	4	4	4	5
4	16	1	2	1	5	US	3	1	4	1	4	1	5	2	5	2	2	5	2	5	2	1	2	1	2	1	1	5	1	3	2	4	2	4	4	4	5	2	4	2	4	2	3	1	3	5	3	3	3	3	3	4	5	3	3	3
3	17	1	2	1	5	US	2	3	4	3	4	2	3	3	3	4	3	3	5	2	2	2	3	2	3	3	4	2	1	3	3	3	3	4	4	3	3	3	3	2	2	4	4	3	3	3	4	3	4	3	3	1	1	3	4	3
3	17	1	1	1	5	US	2	4	2	4	3	5	1	4	2	5	4	5	5	2	3	4	4	3	2	3	1	4	2	5	2	5	3	5	4	4	3	4	3	3	1	4	2	3	4	3	3	2	3	3	4	2	4	3	5	3
13	16	1	2	1	5	US	4	2	5	2	5	1	5	2	4	2	1	5	1	5	1	1	3	3	1	1	4	4	2	4	2	4	2	4	4	4	2	4	4	4	4	3	3	3	1	5	3	2	3	2	5	2	4	4	2	5
6	16	1	1	1	5	US	3	2	5	2	5	1	3	1	5	4	2	4	2	5	1	1	3	1	2	2	4	3	2	3	3	3	2	3	3	2	5	1	5	1	4	1	4	3	3	3	5	1	4	1	4	1	5	5	3	5
5	17	1	2	1	5	US	2	3	3	3	2	3	3	3	4	3	4	3	4	3	2	3	4	3	3	3	4	4	2	4	2	4	2	3	4	2	3	2	4	2	3	2	4	2	4	3	2	3	3	2	2	3	3	2	3	2
3	18	1	2	1	5	US	4	1	3	3	3	1	3	1	5	4	2	4	4	2	5	1	3	1	3	1	1	4	3	5	1	5	1	5	5	4	3	1	2	4	2	2	2	3	2	2	2	1	4	1	3	2	4	3	4	4
3	17	1	2	1	5	US	2	3	2	4	2	4	2	5	2	5	5	2	5	2	4	5	4	4	5	4	2	4	4	5	2	4	4	4	5	3	4	4	5	3	2	2	5	3	5	4	4	3	5	3	3	1	5	3	4	3
3	19	2	2	1	3	NL	4	2	4	2	5	2	4	5	2	2	5	2	5	2	4	1	2	4	5	2	5	5	2	5	2	4	2	5	5	5	4	1	2	3	4	2	4	1	1	2	2	2	4	2	4	2	4	1	4	3
4	17	1	2	1	5	US	5	1	5	1	5	1	5	2	5	1	1	4	1	1	4	1	2	1	3	1	3	3	1	2	2	2	2	3	2	5	5	1	3	2	3	2	3	1	3	5	3	2	3	3	3	4	4	3	3	3
3	16	1	2	1	1	US	5	1	1	1	4	1	5	1	5	1	5	1	5	1	5	5	5	5	5	5	4	5	4	5	2	5	1	4	4	2	2	5	4	5	1	5	2	3	2	2	3	1	5	2	4	1	2	3	3	5
3	16	1	1	1	5	US	1	3	2	5	2	1	1	5	4	5	4	2	4	1	1	4	3	4	5	5	2	3	4	4	1	4	3	4	4	3	3	1	3	4	2	3	5	3	5	3	5	3	5	3	4	1	2	4	3	5
3	18	1	1	1	2	IT	2	5	3	5	2	4	1	4	2	5	2	5	2	4	2	2	2	2	2	2	2	4	3	4	2	4	2	4	2	2	4	4	3	2	4	4	3	2	4	4	4	2	4	2	5	1	4	3	5	5
5	18	1	1	1	5	US	5	1	5	1	5	2	5	3	5	1	4	3	5	2	4	2	4	3	3	3	3	5	4	4	2	5	1	4	4	4	3	4	4	2	3	4	3	3	4	5	4	2	5	3	4	1	4	4	4	5
3	17	1	1	1	5	US	1	4	1	5	3	5	1	5	1	5	3	2	2	2	3	3	3	2	3	4	4	1	2	1	5	3	5	3	1	3	1	4	3	2	1	4	3	5	4	3	3	3	5	3	1	2	2	2	4	1
12	15	1	2	1	5	US	3	1	2	3	3	1	2	2	3	5	5	3	5	2	2	5	4	5	4	3	2	2	3	4	5	4	4	3	5	4	3	5	5	4	1	5	3	3	3	3	5	1	4	1	5	1	4	5	5	3
6	17	1	2	1	5	US	2	4	4	5	3	4	1	4	3	5	4	3	5	2	2	5	4	3	5	4	1	4	2	5	1	5	3	5	5	3	4	2	3	4	1	3	4	3	4	3	5	3	2	3	3	5	3	4	5	2
11	27	2	2	1	1	PH	1	3	2	5	1	4	1	5	1	5	2	5	4	3	4	3	5	5	4	3	4	3	1	2	1	2	2	1	1	5	3	5	5	2	1	4	5	2	3	2	4	1	5	3	5	1	5	3	5	5
5	30	2	1	1	1	LY	4	1	4	4	5	1	3	2	5	1	2	4	2	2	2	2	3	2	2	2	1	4	1	4	3	4	2	3	5	3	4	2	4	1	3	3	3	3	3	4	5	3	4	3	5	1	5	3	3	5
3	59	1	1	1	2	US	3	1	5	2	5	1	4	4	3	3	2	5	2	5	2	1	2	1	1	1	1	5	1	5	2	4	2	3	4	5	4	4	4	1	3	2	3	1	3	5	4	2	3	2	4	1	5	4	5	4
3	41	1	2	1	1	US	4	2	3	4	4	3	2	4	2	5	3	4	4	2	3	2	2	3	3	3	1	5	1	5	1	5	1	5	5	5	5	4	4	2	2	4	4	2	4	4	3	2	5	2	5	1	4	2	5	4
3	18	1	1	1	5	US	2	3	3	4	3	2	2	4	2	3	1	4	3	4	2	2	2	2	2	2	1	4	2	4	2	4	2	4	2	4	4	2	5	1	4	1	4	2	4	4	5	1	3	2	4	2	5	5	4	4
3	17	1	1	1	5	US	4	1	4	2	4	2	4	2	4	3	4	3	5	3	3	4	4	3	3	3	3	4	4	4	2	4	2	4	4	3	3	3	4	3	3	3	4	3	4	2	3	3	4	3	4	3	3	3	4	4
6	41	2	1	1	2	ZA	2	4	5	3	4	4	3	4	2	4	1	5	2	2	2	2	1	1	2	2	4	3	1	3	4	3	4	3	4	4	2	1	2	1	3	2	3	2	4	2	4	1	5	2	4	1	4	3	4	4
11	27	2	2	1	4	US	3	3	3	3	4	3	3	3	4	5	5	4	5	3	5	5	5	5	5	3	2	4	1	5	2	5	4	5	5	5	4	4	4	2	4	4	2	1	5	3	3	3	3	3	4	4	3	3	5	4
3	47	1	2	1	1	GB	3	3	1	3	2	3	3	3	3	4	5	2	5	1	5	4	4	3	4	3	4	3	1	3	4	3	4	3	5	3	5	5	5	3	2	4	4	4	4	5	5	3	5	2	4	1	3	4	4	4
