# T, V, AP, RH, EP
14.62000000,46.18000000,1014.75000000,96.81000000,462.26000000
21.57000000,66.49000000,1014.76000000,68.19000000,455.18000000
14.57000000,37.86000000,1022.44000000,68.82000000,463.58000000
8.99000000,36.66000000,1028.11000000,71.98000000,481.03000000
13.84000000,41.26000000,1020.92000000,74.74000000,462.46000000
18.88000000,40.79000000,1004.98000000,92.65000000,459.06000000
23.35000000,47.01000000,1015.03000000,73.90000000,456.30000000
28.66000000,74.93000000,1014.04000000,51.26000000,440.79000000
22.07000000,70.72000000,1010.52000000,82.96000000,442.88000000
10.68000000,37.92000000,1009.59000000,65.05000000,474.03000000
22.21000000,69.71000000,1009.69000000,96.85000000,440.14000000
26.76000000,70.98000000,1007.64000000,90.51000000,437.83000000
22.88000000,50.23000000,1016.11000000,63.77000000,458.08000000
19.43000000,52.90000000,1017.16000000,67.41000000,458.46000000
8.27000000,38.56000000,1016.47000000,66.60000000,485.31000000
12.21000000,44.34000000,1017.98000000,86.17000000,475.06000000
14.53000000,39.00000000,1016.48000000,76.36000000,464.86000000
28.80000000,71.58000000,1010.51000000,59.87000000,434.82000000
12.59000000,44.34000000,1017.01000000,85.57000000,474.11000000
24.25000000,74.93000000,1013.07000000,69.31000000,445.44000000
10.65000000,41.78000000,1013.66000000,70.04000000,474.27000000
4.96000000,45.87000000,1007.32000000,98.78000000,481.88000000
20.95000000,48.14000000,1013.30000000,67.72000000,452.38000000
23.57000000,67.90000000,1006.08000000,70.12000000,446.72000000
8.83000000,36.25000000,1028.86000000,85.60000000,478.45000000
24.96000000,74.99000000,1008.25000000,80.52000000,440.91000000
15.00000000,41.17000000,1015.57000000,64.82000000,468.72000000
9.33000000,44.03000000,1011.73000000,86.04000000,474.15000000
24.17000000,71.58000000,1010.16000000,89.96000000,436.27000000
24.26000000,56.57000000,1013.86000000,70.35000000,442.90000000
22.69000000,49.21000000,1012.64000000,46.83000000,449.01000000
27.35000000,60.75000000,1008.98000000,67.56000000,435.14000000
14.20000000,38.62000000,1017.83000000,77.57000000,465.29000000
12.41000000,37.92000000,1008.09000000,65.23000000,470.49000000
10.37000000,37.50000000,1013.19000000,79.25000000,473.10000000
10.72000000,40.81000000,1016.51000000,80.26000000,474.64000000
9.33000000,36.30000000,1027.88000000,79.23000000,479.60000000
18.03000000,53.16000000,1013.10000000,81.42000000,457.73000000
21.97000000,68.12000000,1012.53000000,75.12000000,443.39000000
5.15000000,45.87000000,1008.02000000,98.36000000,479.61000000
12.15000000,45.01000000,1018.89000000,90.02000000,468.07000000
25.31000000,61.50000000,1009.31000000,63.31000000,437.03000000
21.29000000,47.45000000,1008.85000000,71.60000000,447.78000000
19.93000000,57.25000000,1010.60000000,89.34000000,455.15000000
14.26000000,42.32000000,1016.00000000,77.43000000,463.71000000
11.75000000,42.32000000,1015.28000000,77.25000000,470.44000000
22.56000000,66.48000000,1003.82000000,77.46000000,437.73000000
12.25000000,41.38000000,1021.81000000,59.00000000,474.77000000
30.98000000,67.48000000,1009.96000000,58.92000000,439.39000000
16.97000000,50.90000000,1012.31000000,82.65000000,463.28000000
18.87000000,44.06000000,1013.42000000,68.78000000,451.40000000
27.18000000,64.44000000,1012.81000000,61.27000000,440.30000000
22.12000000,69.71000000,1009.70000000,90.22000000,434.42000000
16.96000000,52.90000000,1019.61000000,81.86000000,460.20000000
25.23000000,61.86000000,1013.00000000,76.18000000,441.48000000
24.42000000,65.94000000,1011.25000000,65.04000000,439.63000000
18.46000000,42.18000000,1001.47000000,97.61000000,458.67000000
20.86000000,39.72000000,1001.73000000,56.38000000,456.27000000
21.19000000,42.48000000,1013.43000000,80.52000000,469.76000000
19.80000000,51.19000000,1008.25000000,91.98000000,446.66000000
23.75000000,68.51000000,1013.21000000,76.01000000,441.61000000
12.19000000,40.05000000,1014.65000000,85.10000000,472.68000000
10.20000000,41.62000000,1016.52000000,98.09000000,462.87000000
17.90000000,58.33000000,1013.60000000,85.81000000,452.28000000
14.56000000,25.88000000,1009.46000000,78.22000000,466.29000000
24.57000000,51.95000000,1005.80000000,70.07000000,448.15000000
14.49000000,41.16000000,1000.50000000,82.17000000,465.24000000
23.62000000,56.85000000,1011.11000000,64.44000000,442.96000000
13.67000000,38.53000000,1009.30000000,81.85000000,470.39000000
17.51000000,53.16000000,1013.13000000,82.86000000,457.45000000
26.05000000,73.88000000,1005.67000000,82.08000000,439.96000000
13.44000000,42.34000000,1018.00000000,96.65000000,459.60000000
23.54000000,70.32000000,1010.89000000,80.76000000,434.45000000
24.35000000,60.27000000,1017.60000000,75.45000000,441.74000000
17.98000000,59.15000000,1012.09000000,83.03000000,451.97000000
20.84000000,59.80000000,1016.96000000,75.05000000,451.13000000
11.73000000,37.92000000,1008.24000000,65.13000000,472.04000000
7.65000000,40.67000000,1020.14000000,72.37000000,491.10000000
17.48000000,43.14000000,1018.68000000,74.85000000,459.59000000
21.24000000,41.67000000,1012.60000000,49.27000000,459.81000000
30.69000000,73.67000000,1006.14000000,60.58000000,430.45000000
31.44000000,72.86000000,1003.74000000,61.45000000,433.59000000
14.65000000,39.28000000,1014.04000000,77.98000000,470.41000000
25.36000000,60.07000000,1015.06000000,66.11000000,439.73000000
6.07000000,41.14000000,1027.57000000,86.98000000,480.19000000
22.58000000,52.30000000,1009.04000000,78.99000000,445.60000000
17.29000000,44.63000000,1019.60000000,41.98000000,460.66000000
30.55000000,70.04000000,1010.51000000,49.37000000,429.56000000
32.69000000,72.86000000,1003.57000000,56.84000000,431.76000000
8.66000000,36.25000000,1028.22000000,86.96000000,479.66000000
10.35000000,40.27000000,1005.09000000,92.42000000,477.80000000
12.81000000,44.58000000,1016.49000000,80.76000000,475.50000000
8.64000000,34.69000000,1026.79000000,80.88000000,482.15000000
19.15000000,44.89000000,1009.60000000,74.52000000,451.09000000
17.58000000,39.63000000,1004.84000000,80.43000000,467.33000000
25.65000000,69.45000000,1013.95000000,50.42000000,436.24000000
10.36000000,41.46000000,1017.53000000,92.04000000,478.27000000
25.87000000,67.79000000,1011.16000000,79.88000000,445.87000000
31.53000000,70.94000000,1007.11000000,50.04000000,431.84000000
7.82000000,40.72000000,1022.17000000,88.13000000,481.52000000
16.57000000,43.70000000,1015.67000000,71.95000000,465.78000000
14.54000000,42.99000000,1009.27000000,90.88000000,468.93000000
32.56000000,68.14000000,1004.02000000,35.04000000,425.11000000
10.02000000,38.18000000,1017.43000000,68.40000000,476.83000000
22.75000000,58.79000000,1011.44000000,84.47000000,445.67000000
11.91000000,43.22000000,1008.75000000,76.57000000,472.88000000
15.60000000,44.68000000,1018.35000000,85.91000000,463.82000000
25.21000000,46.21000000,1010.87000000,59.35000000,439.55000000
22.46000000,48.41000000,1008.66000000,80.85000000,442.57000000
17.36000000,52.90000000,1015.42000000,69.97000000,458.66000000
29.85000000,61.85000000,1005.45000000,61.85000000,436.46000000
29.62000000,71.80000000,1011.05000000,63.13000000,438.55000000
19.23000000,45.01000000,1012.24000000,72.91000000,450.77000000
27.27000000,72.58000000,1009.25000000,89.31000000,428.93000000
15.16000000,50.88000000,1013.88000000,100.11000000,460.03000000
31.12000000,68.94000000,1006.05000000,68.46000000,431.92000000
31.96000000,71.29000000,1008.39000000,47.51000000,433.04000000
24.55000000,58.86000000,1015.22000000,60.53000000,445.80000000
25.60000000,73.67000000,1005.78000000,84.82000000,433.25000000
18.59000000,39.54000000,1008.56000000,68.61000000,462.56000000
17.69000000,46.36000000,1019.55000000,86.64000000,462.81000000
22.85000000,60.29000000,1017.29000000,61.92000000,448.58000000
23.47000000,51.30000000,1011.89000000,74.10000000,448.65000000
28.54000000,72.99000000,1007.42000000,67.87000000,432.00000000
20.48000000,39.72000000,1001.61000000,57.32000000,455.58000000
24.30000000,69.23000000,1013.17000000,59.91000000,440.56000000
9.54000000,41.17000000,1019.79000000,65.61000000,481.18000000
21.48000000,47.43000000,1006.88000000,63.54000000,449.20000000
22.79000000,68.63000000,1012.99000000,55.78000000,446.16000000
29.00000000,69.13000000,1001.22000000,52.96000000,425.50000000
20.01000000,59.87000000,1019.00000000,84.12000000,448.39000000
27.62000000,71.14000000,1011.60000000,52.80000000,434.72000000
16.72000000,44.34000000,1019.26000000,63.77000000,465.89000000
29.60000000,71.58000000,1010.34000000,52.56000000,434.64000000
17.51000000,58.86000000,1016.78000000,83.63000000,453.20000000
20.76000000,57.25000000,1011.01000000,90.31000000,444.85000000
34.62000000,69.05000000,1000.68000000,38.35000000,425.41000000
21.80000000,65.94000000,1012.02000000,63.52000000,448.66000000
16.22000000,50.88000000,1014.33000000,100.09000000,454.94000000
17.49000000,40.55000000,1001.73000000,73.15000000,462.37000000
14.65000000,35.40000000,1016.16000000,60.26000000,469.61000000
14.01000000,42.74000000,1029.16000000,68.31000000,466.15000000
11.58000000,41.74000000,1020.41000000,74.09000000,478.06000000
14.62000000,42.86000000,1015.56000000,84.50000000,470.79000000
25.56000000,60.32000000,1016.28000000,59.84000000,445.01000000
9.02000000,38.08000000,1019.02000000,69.98000000,478.32000000
28.43000000,68.08000000,1011.32000000,58.19000000,433.05000000
28.36000000,60.23000000,1010.05000000,53.03000000,441.08000000
23.74000000,52.30000000,1008.88000000,76.34000000,444.40000000
9.18000000,42.18000000,1017.40000000,87.30000000,475.57000000
28.69000000,67.25000000,1017.71000000,53.83000000,432.21000000
20.29000000,63.09000000,1019.03000000,76.07000000,448.22000000
14.21000000,39.16000000,1016.50000000,85.09000000,473.87000000
23.88000000,69.94000000,1007.48000000,61.00000000,440.63000000
7.41000000,40.81000000,1026.15000000,88.96000000,488.48000000
25.18000000,47.93000000,1002.92000000,60.33000000,441.29000000
18.97000000,44.78000000,1007.87000000,47.98000000,463.46000000
26.96000000,72.86000000,1004.86000000,59.17000000,441.12000000
12.25000000,40.75000000,1016.02000000,82.40000000,475.07000000
19.04000000,43.43000000,1009.25000000,68.74000000,453.32000000
12.42000000,38.25000000,1012.76000000,82.23000000,472.30000000
12.35000000,40.80000000,1027.35000000,72.69000000,476.88000000
24.60000000,67.69000000,1008.67000000,67.69000000,440.22000000
19.90000000,56.53000000,1020.52000000,78.05000000,456.48000000
23.25000000,63.86000000,1017.82000000,59.64000000,445.12000000
30.96000000,69.82000000,1009.60000000,51.55000000,438.74000000
13.72000000,45.09000000,1012.95000000,87.41000000,466.24000000
8.34000000,40.72000000,1023.62000000,83.75000000,483.14000000
25.74000000,59.07000000,1007.37000000,79.89000000,441.05000000
23.87000000,63.94000000,1019.02000000,44.28000000,445.11000000
13.93000000,44.47000000,1025.35000000,81.54000000,469.25000000
12.58000000,39.72000000,1017.85000000,57.74000000,471.24000000
25.79000000,70.40000000,1007.11000000,86.03000000,437.98000000
11.67000000,42.74000000,1025.92000000,79.57000000,474.75000000
26.33000000,64.45000000,1013.12000000,43.31000000,450.67000000
19.92000000,63.31000000,1015.02000000,82.71000000,443.54000000
19.36000000,68.61000000,1010.85000000,94.87000000,454.50000000
28.05000000,62.60000000,1017.01000000,46.46000000,449.73000000
8.77000000,40.46000000,1019.68000000,77.84000000,475.00000000
20.32000000,49.16000000,1007.47000000,91.12000000,443.59000000
28.44000000,69.84000000,1003.25000000,68.24000000,426.69000000
23.40000000,65.06000000,1014.32000000,67.38000000,442.70000000
15.85000000,49.69000000,1015.33000000,89.24000000,469.40000000
8.35000000,42.85000000,1010.46000000,90.13000000,483.63000000
12.80000000,44.90000000,1007.58000000,66.60000000,466.95000000
14.16000000,40.89000000,1010.78000000,82.86000000,471.15000000
31.66000000,73.91000000,1004.49000000,68.13000000,431.26000000
16.37000000,52.90000000,1015.14000000,73.11000000,461.15000000
12.35000000,44.20000000,1017.81000000,82.49000000,471.65000000
13.07000000,42.18000000,1014.98000000,87.77000000,461.71000000
26.93000000,56.90000000,1006.25000000,77.79000000,444.70000000
13.80000000,39.82000000,1012.37000000,83.69000000,473.56000000
22.57000000,68.30000000,1017.43000000,87.69000000,440.81000000
8.04000000,40.64000000,1020.64000000,89.26000000,477.78000000
14.10000000,43.34000000,1012.91000000,86.45000000,465.22000000
21.09000000,50.90000000,1012.42000000,69.09000000,456.09000000
16.61000000,45.87000000,1009.34000000,97.93000000,455.86000000
19.00000000,58.95000000,1018.05000000,83.38000000,451.96000000
12.33000000,39.28000000,1011.84000000,80.01000000,476.49000000
10.51000000,37.50000000,1010.70000000,96.29000000,474.24000000
17.20000000,58.49000000,1012.06000000,92.01000000,458.50000000
6.82000000,41.03000000,1022.12000000,87.63000000,489.64000000
5.71000000,41.31000000,1003.24000000,89.48000000,485.83000000
28.33000000,78.92000000,1011.15000000,70.04000000,432.67000000
5.76000000,40.07000000,1013.22000000,62.99000000,494.67000000
24.43000000,47.45000000,1007.68000000,65.18000000,446.45000000
25.06000000,52.36000000,1014.70000000,67.98000000,454.13000000
9.20000000,40.77000000,1011.88000000,89.86000000,479.82000000
13.95000000,71.14000000,1019.76000000,75.51000000,461.18000000
24.64000000,58.49000000,1011.20000000,72.67000000,444.95000000
27.11000000,69.59000000,1008.56000000,79.20000000,437.20000000
15.99000000,43.34000000,1014.20000000,78.66000000,465.96000000
19.64000000,56.53000000,1019.60000000,76.19000000,447.66000000
25.33000000,71.73000000,1009.78000000,77.78000000,435.23000000
3.40000000,39.64000000,1011.10000000,83.43000000,459.86000000
11.79000000,45.09000000,1013.16000000,89.17000000,469.49000000
10.39000000,40.22000000,1004.95000000,91.65000000,476.49000000
21.01000000,60.10000000,1010.93000000,78.60000000,450.99000000
23.04000000,59.43000000,1010.23000000,68.99000000,442.99000000
26.75000000,64.79000000,1017.79000000,54.31000000,438.40000000
26.09000000,49.30000000,1003.79000000,66.19000000,439.82000000
26.14000000,69.14000000,1007.10000000,88.27000000,439.03000000
19.35000000,39.39000000,1013.91000000,61.53000000,465.28000000
14.20000000,45.51000000,1015.36000000,74.85000000,465.35000000
27.00000000,73.42000000,1012.20000000,87.28000000,432.79000000
8.49000000,43.69000000,1016.93000000,85.63000000,483.62000000
31.63000000,65.74000000,1010.83000000,50.59000000,437.54000000
22.79000000,71.77000000,1005.75000000,90.91000000,435.53000000
12.19000000,44.63000000,1018.96000000,80.91000000,468.91000000
29.03000000,67.79000000,1010.67000000,55.42000000,444.09000000
26.69000000,79.74000000,1008.29000000,73.79000000,431.41000000
23.48000000,60.23000000,1011.91000000,79.48000000,437.44000000
26.92000000,78.92000000,1011.65000000,96.22000000,434.64000000
30.69000000,71.98000000,1004.53000000,65.86000000,430.33000000
29.74000000,56.90000000,1007.15000000,41.91000000,438.76000000
9.82000000,41.26000000,1007.71000000,96.69000000,478.02000000
11.35000000,40.73000000,1019.37000000,96.05000000,472.32000000
17.90000000,48.98000000,1014.17000000,80.40000000,453.02000000
30.28000000,74.67000000,1016.45000000,55.76000000,428.27000000
5.98000000,39.61000000,1017.27000000,84.86000000,482.17000000
29.88000000,68.08000000,1011.14000000,55.78000000,429.33000000
30.40000000,77.30000000,1002.44000000,59.42000000,438.43000000
26.48000000,73.06000000,1008.07000000,90.73000000,433.31000000
15.26000000,46.18000000,1013.68000000,98.58000000,463.60000000
29.12000000,74.87000000,1009.85000000,62.51000000,435.51000000
34.24000000,74.67000000,1016.24000000,25.56000000,425.58000000
23.39000000,69.13000000,1010.99000000,90.66000000,434.50000000
10.39000000,39.69000000,1003.31000000,89.60000000,473.00000000
14.48000000,44.06000000,1018.73000000,75.88000000,467.46000000
17.92000000,50.66000000,1012.62000000,93.00000000,456.84000000
29.26000000,69.34000000,1009.76000000,58.64000000,435.32000000
21.70000000,70.32000000,1009.12000000,91.30000000,438.52000000
29.40000000,57.19000000,1008.34000000,53.95000000,436.92000000
24.44000000,69.84000000,1005.34000000,80.37000000,430.30000000
25.42000000,67.25000000,1017.92000000,68.61000000,439.43000000
19.70000000,51.30000000,1014.88000000,88.10000000,454.94000000
30.21000000,79.74000000,1006.82000000,54.03000000,430.83000000
10.98000000,41.39000000,1017.54000000,85.31000000,476.31000000
13.42000000,38.91000000,1012.81000000,73.82000000,472.22000000
13.67000000,41.48000000,1017.51000000,63.54000000,463.97000000
33.34000000,69.88000000,1007.65000000,42.72000000,437.84000000
12.40000000,40.35000000,1011.46000000,79.49000000,476.44000000
28.06000000,70.04000000,1009.89000000,66.07000000,431.70000000
22.25000000,66.54000000,1004.64000000,89.15000000,437.19000000
7.01000000,37.80000000,1021.47000000,62.84000000,483.95000000
15.21000000,35.40000000,1016.31000000,58.26000000,468.18000000
10.44000000,37.83000000,1006.31000000,97.20000000,474.42000000
21.11000000,65.94000000,1009.83000000,71.91000000,448.77000000
6.22000000,39.85000000,1012.05000000,86.88000000,443.73000000
13.90000000,45.08000000,1023.29000000,83.43000000,465.31000000
8.95000000,38.56000000,1017.85000000,64.34000000,475.43000000
24.17000000,71.25000000,1003.90000000,90.36000000,435.66000000
24.04000000,72.43000000,1008.02000000,87.20000000,439.39000000
25.30000000,58.46000000,1015.91000000,69.71000000,439.25000000
11.02000000,41.26000000,1020.69000000,92.13000000,471.93000000
21.64000000,50.32000000,1008.41000000,86.32000000,442.52000000
9.47000000,36.54000000,1007.93000000,77.65000000,475.48000000
24.20000000,59.43000000,1009.69000000,62.30000000,440.66000000
25.44000000,61.25000000,1012.57000000,87.65000000,441.77000000
23.86000000,45.87000000,1007.71000000,48.73000000,446.67000000
14.43000000,44.47000000,1028.57000000,70.70000000,466.56000000
15.32000000,45.01000000,1013.30000000,83.72000000,459.31000000
15.79000000,50.88000000,1014.58000000,99.90000000,460.19000000
8.48000000,36.18000000,1013.31000000,75.15000000,480.63000000
25.67000000,69.88000000,1007.84000000,83.32000000,441.35000000
8.77000000,42.49000000,1010.70000000,86.78000000,469.10000000
7.38000000,44.71000000,1020.27000000,70.55000000,486.91000000
17.68000000,40.89000000,1011.24000000,61.37000000,462.08000000
25.65000000,78.92000000,1010.83000000,86.56000000,434.78000000
8.90000000,41.40000000,1030.83000000,85.63000000,472.95000000
21.40000000,59.21000000,1017.84000000,78.01000000,444.15000000
14.22000000,37.85000000,1011.24000000,88.49000000,471.05000000
15.99000000,43.50000000,1021.34000000,73.22000000,460.70000000
17.66000000,60.08000000,1017.22000000,86.96000000,456.62000000
13.78000000,40.00000000,1018.38000000,68.67000000,458.74000000
30.69000000,69.89000000,1013.90000000,42.85000000,431.01000000
10.94000000,39.04000000,1021.62000000,86.41000000,479.80000000
24.88000000,63.91000000,1009.41000000,77.75000000,447.28000000
23.89000000,48.41000000,1010.48000000,62.31000000,441.83000000
9.23000000,42.44000000,1014.34000000,94.20000000,481.29000000
12.36000000,45.09000000,1013.05000000,88.40000000,467.20000000
26.41000000,60.93000000,1007.16000000,66.02000000,436.71000000
19.63000000,52.72000000,1025.09000000,51.16000000,459.12000000
26.73000000,68.84000000,1010.75000000,66.83000000,440.45000000
14.77000000,39.16000000,1016.12000000,81.88000000,470.39000000
5.15000000,40.07000000,1012.27000000,63.31000000,495.35000000
30.36000000,74.87000000,1008.96000000,61.87000000,435.31000000
5.15000000,40.78000000,1025.34000000,95.84000000,483.03000000
28.03000000,60.23000000,1010.23000000,66.04000000,438.88000000
13.72000000,54.30000000,1017.89000000,79.08000000,467.05000000
15.52000000,36.99000000,1006.86000000,89.70000000,467.90000000
28.25000000,66.54000000,1011.02000000,43.77000000,439.67000000
12.07000000,40.81000000,1025.63000000,68.02000000,475.96000000
17.23000000,40.12000000,1013.52000000,81.55000000,456.20000000
29.45000000,68.24000000,1007.45000000,32.81000000,432.53000000
28.11000000,69.84000000,1004.68000000,67.08000000,427.33000000
20.63000000,43.77000000,1010.71000000,62.34000000,448.25000000
23.25000000,71.29000000,1008.05000000,71.36000000,442.21000000
17.73000000,40.55000000,1003.36000000,74.62000000,462.69000000
10.14000000,45.01000000,1018.12000000,94.32000000,473.56000000
6.74000000,36.08000000,1020.36000000,86.98000000,484.18000000
13.77000000,42.86000000,1030.72000000,77.30000000,471.38000000
23.59000000,59.43000000,1009.96000000,65.80000000,440.61000000
22.85000000,59.15000000,1014.74000000,63.92000000,448.61000000
23.64000000,60.95000000,1014.92000000,64.91000000,447.86000000
13.98000000,39.18000000,1009.61000000,89.12000000,467.97000000
19.13000000,50.78000000,1008.51000000,87.54000000,447.03000000
16.92000000,44.60000000,1017.34000000,58.75000000,460.17000000
12.60000000,40.35000000,1011.89000000,80.88000000,475.42000000
9.70000000,40.71000000,1025.63000000,80.34000000,483.19000000
11.49000000,44.63000000,1020.44000000,86.04000000,471.08000000
12.32000000,43.69000000,1016.26000000,83.18000000,471.60000000
10.04000000,41.62000000,1013.36000000,95.17000000,463.87000000
28.46000000,69.75000000,1009.46000000,79.75000000,435.75000000
28.41000000,61.47000000,1008.94000000,56.56000000,442.54000000
26.38000000,65.12000000,1016.10000000,47.57000000,441.07000000
30.10000000,67.45000000,1014.23000000,39.04000000,434.01000000
20.46000000,51.43000000,1007.31000000,93.25000000,444.88000000
26.91000000,71.64000000,1004.59000000,83.54000000,438.73000000
16.09000000,50.59000000,1015.69000000,84.41000000,463.64000000
15.25000000,43.02000000,1012.04000000,41.43000000,467.23000000
16.56000000,42.99000000,1007.48000000,74.45000000,464.62000000
27.40000000,69.13000000,1001.40000000,82.47000000,426.18000000
29.27000000,64.69000000,1006.85000000,55.79000000,438.23000000
23.25000000,72.99000000,1009.17000000,89.85000000,438.51000000
11.45000000,40.80000000,1027.74000000,78.60000000,476.28000000
21.58000000,67.25000000,1017.39000000,79.00000000,446.15000000
14.12000000,42.99000000,1007.13000000,78.16000000,468.45000000
27.52000000,67.90000000,1005.65000000,59.52000000,439.01000000
7.00000000,38.50000000,1014.09000000,81.32000000,489.52000000
8.62000000,42.49000000,1009.06000000,86.93000000,481.87000000
16.17000000,38.01000000,1022.19000000,70.99000000,462.54000000
12.20000000,44.77000000,1018.64000000,76.10000000,469.41000000
26.27000000,59.44000000,1012.23000000,58.77000000,443.67000000
22.59000000,59.43000000,1005.85000000,84.02000000,442.00000000
31.18000000,70.36000000,1006.38000000,56.74000000,438.46000000
7.79000000,43.13000000,1019.67000000,85.35000000,484.42000000
21.28000000,70.72000000,1010.29000000,86.22000000,445.54000000
19.97000000,59.21000000,1017.87000000,83.46000000,450.41000000
34.51000000,73.03000000,1013.73000000,39.42000000,439.80000000
16.34000000,36.99000000,1006.99000000,90.06000000,466.24000000
11.30000000,43.14000000,1019.56000000,99.83000000,469.73000000
24.98000000,60.32000000,1015.63000000,57.19000000,444.67000000
28.23000000,64.05000000,1011.98000000,75.23000000,442.30000000
10.27000000,52.75000000,1026.19000000,76.78000000,470.76000000
33.73000000,69.88000000,1007.21000000,42.93000000,434.83000000
21.87000000,66.86000000,1013.01000000,57.39000000,453.62000000
13.98000000,40.71000000,1022.72000000,71.83000000,474.46000000
16.96000000,63.31000000,1016.42000000,77.09000000,454.14000000
22.63000000,58.41000000,1013.69000000,90.32000000,445.43000000
19.02000000,47.45000000,1007.44000000,76.76000000,453.08000000
25.58000000,47.01000000,1014.50000000,63.53000000,454.39000000
12.95000000,41.38000000,1021.97000000,53.83000000,474.46000000
14.74000000,44.47000000,1028.29000000,67.87000000,462.92000000
31.23000000,66.75000000,1017.48000000,36.55000000,433.90000000
13.06000000,44.20000000,1018.95000000,85.68000000,469.02000000
20.40000000,54.90000000,1016.68000000,64.26000000,452.56000000
30.74000000,69.59000000,1008.69000000,68.04000000,437.81000000
13.24000000,39.16000000,1016.52000000,86.66000000,474.48000000
9.38000000,40.46000000,1019.29000000,75.77000000,474.10000000
25.59000000,72.43000000,1007.88000000,82.98000000,432.49000000
10.25000000,41.46000000,1020.65000000,87.07000000,481.94000000
14.03000000,41.79000000,1008.07000000,83.32000000,457.98000000
25.98000000,68.12000000,1011.36000000,66.86000000,439.00000000
5.60000000,38.91000000,1019.31000000,85.33000000,491.10000000
10.05000000,41.58000000,1021.35000000,95.19000000,469.03000000
16.39000000,58.59000000,1014.58000000,90.34000000,455.05000000
17.98000000,60.10000000,1009.61000000,84.11000000,452.57000000
10.16000000,41.79000000,1021.35000000,52.40000000,472.75000000
24.63000000,59.57000000,1010.45000000,85.36000000,440.67000000
23.96000000,46.93000000,1013.98000000,47.22000000,450.86000000
10.50000000,40.80000000,1024.06000000,76.05000000,482.85000000
20.60000000,66.86000000,1013.08000000,62.48000000,451.44000000
22.49000000,58.82000000,1009.73000000,85.19000000,444.11000000
13.83000000,38.73000000,999.62000000,91.95000000,469.81000000
16.03000000,65.46000000,1013.96000000,87.56000000,455.17000000
13.49000000,41.78000000,1010.66000000,63.34000000,467.92000000
19.13000000,59.21000000,1018.32000000,89.66000000,450.81000000
28.66000000,50.05000000,1006.08000000,47.74000000,435.94000000
20.56000000,43.79000000,1015.85000000,45.70000000,462.11000000
16.21000000,50.90000000,1012.46000000,84.45000000,462.68000000
18.28000000,44.71000000,1016.99000000,33.71000000,462.28000000
34.29000000,68.51000000,1009.58000000,32.25000000,427.62000000
8.83000000,41.26000000,1023.04000000,86.08000000,478.87000000
24.67000000,69.14000000,1006.25000000,88.51000000,440.03000000
9.75000000,52.72000000,1026.03000000,78.53000000,473.41000000
23.89000000,70.04000000,1011.16000000,84.90000000,433.71000000
18.90000000,60.07000000,1016.02000000,71.38000000,451.50000000
17.95000000,49.21000000,1012.05000000,59.44000000,455.10000000
28.82000000,71.43000000,1011.51000000,58.58000000,443.68000000
24.34000000,70.79000000,1006.82000000,85.66000000,433.83000000
29.76000000,57.19000000,1008.59000000,51.10000000,436.21000000
18.93000000,44.06000000,1017.58000000,68.23000000,454.75000000
29.19000000,65.71000000,1013.85000000,50.50000000,444.49000000
15.42000000,39.82000000,1012.89000000,83.54000000,469.90000000
23.43000000,60.32000000,1015.34000000,69.34000000,446.88000000
17.82000000,65.48000000,1019.64000000,86.60000000,449.21000000
32.00000000,73.17000000,1009.94000000,40.48000000,428.69000000
18.76000000,58.79000000,1016.66000000,88.22000000,453.44000000
29.34000000,70.94000000,1007.82000000,62.43000000,433.57000000
23.05000000,68.67000000,1006.69000000,76.43000000,447.34000000
28.85000000,66.54000000,1010.73000000,43.27000000,437.79000000
20.55000000,48.98000000,1016.10000000,63.89000000,452.52000000
23.69000000,73.67000000,1007.19000000,86.73000000,437.57000000
21.04000000,65.46000000,1017.22000000,63.02000000,452.12000000
15.62000000,35.40000000,1016.19000000,53.95000000,467.95000000
15.67000000,38.62000000,1015.76000000,66.29000000,463.17000000
22.00000000,59.54000000,1004.55000000,95.25000000,439.37000000
12.73000000,40.27000000,1005.68000000,68.77000000,475.61000000
19.95000000,58.46000000,1017.45000000,89.46000000,447.10000000
12.26000000,43.48000000,1016.41000000,72.95000000,467.83000000
16.90000000,38.58000000,1014.09000000,70.11000000,459.87000000
23.53000000,50.05000000,1005.63000000,78.40000000,443.71000000
15.08000000,42.77000000,1018.43000000,73.19000000,461.68000000
27.75000000,66.51000000,1015.42000000,39.00000000,433.08000000
13.01000000,41.17000000,1017.26000000,76.20000000,469.48000000
27.37000000,76.20000000,1006.03000000,67.07000000,435.64000000
5.51000000,41.03000000,1022.28000000,84.50000000,491.84000000
13.42000000,42.86000000,1013.88000000,85.13000000,473.27000000
17.35000000,52.72000000,1026.31000000,58.01000000,463.65000000
21.44000000,50.78000000,1008.87000000,87.56000000,443.30000000
21.52000000,66.51000000,1015.32000000,72.85000000,444.87000000
10.06000000,39.61000000,1018.22000000,70.22000000,471.86000000
9.92000000,40.64000000,1020.39000000,95.41000000,469.65000000
26.39000000,66.49000000,1012.96000000,60.35000000,433.36000000
12.11000000,41.17000000,1019.46000000,62.59000000,475.53000000
13.32000000,43.22000000,1009.45000000,75.30000000,466.83000000
27.14000000,75.23000000,1011.47000000,63.14000000,439.33000000
8.66000000,44.68000000,1022.99000000,95.45000000,479.62000000
22.52000000,67.32000000,1011.40000000,66.20000000,443.49000000
17.64000000,57.76000000,1016.28000000,85.04000000,455.75000000
