Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
923,2023-05-26,CUST923,Male,32,Beauty,3,300,900
924,2023-08-29,CUST924,Male,55,Beauty,2,50,100
925,2023-09-03,CUST925,Male,25,Electronics,1,300,300
926,2023-08-14,CUST926,Male,22,Electronics,1,30,30
927,2023-06-24,CUST927,Male,43,Electronics,4,500,2000
928,2023-04-05,CUST928,Female,35,Clothing,4,300,1200
929,2023-01-27,CUST929,Female,23,Beauty,3,25,75
930,2023-05-10,CUST930,Male,54,Clothing,4,50,200
931,2023-09-02,CUST931,Male,30,Beauty,4,30,120
932,2023-02-28,CUST932,Female,45,Beauty,4,25,100
933,2023-02-03,CUST933,Male,22,Beauty,1,30,30
934,2023-07-25,CUST934,Male,30,Beauty,1,500,500
935,2023-09-09,CUST935,Female,34,Beauty,1,50,50
936,2023-02-07,CUST936,Male,57,Beauty,4,50,200
937,2023-10-23,CUST937,Female,62,Beauty,1,500,500
938,2023-11-19,CUST938,Male,49,Clothing,4,50,200
939,2023-12-18,CUST939,Female,46,Electronics,1,300,300
940,2023-01-28,CUST940,Female,20,Electronics,1,30,30
941,2023-03-19,CUST941,Female,57,Clothing,2,25,50
942,2023-03-18,CUST942,Male,51,Clothing,3,500,1500
943,2023-10-16,CUST943,Female,57,Clothing,4,300,1200
944,2023-06-05,CUST944,Male,44,Clothing,2,25,50
945,2023-02-13,CUST945,Male,30,Beauty,1,25,25
946,2023-05-08,CUST946,Male,62,Electronics,4,500,2000
947,2023-03-02,CUST947,Male,50,Beauty,1,300,300
948,2023-10-13,CUST948,Female,23,Electronics,3,25,75
949,2023-08-02,CUST949,Female,41,Electronics,2,25,50
950,2023-11-07,CUST950,Male,36,Clothing,3,300,900
951,2023-11-02,CUST951,Male,33,Beauty,2,50,100
952,2023-11-13,CUST952,Female,57,Clothing,1,25,25
953,2023-04-26,CUST953,Male,45,Beauty,3,30,90
954,2023-09-25,CUST954,Female,50,Electronics,3,300,900
955,2023-07-14,CUST955,Male,58,Clothing,1,25,25
956,2023-08-19,CUST956,Male,30,Clothing,3,500,1500
957,2023-08-15,CUST957,Female,60,Electronics,4,30,120
958,2023-06-02,CUST958,Male,62,Electronics,2,25,50
959,2023-10-29,CUST959,Female,42,Electronics,2,30,60
960,2023-08-08,CUST960,Male,59,Clothing,2,30,60
961,2023-06-06,CUST961,Male,53,Beauty,4,50,200
962,2023-10-19,CUST962,Male,44,Clothing,2,30,60
963,2023-11-14,CUST963,Female,55,Beauty,1,50,50
964,2023-01-31,CUST964,Male,24,Clothing,3,300,900
965,2023-11-09,CUST965,Male,22,Clothing,4,50,200
966,2023-02-20,CUST966,Male,60,Electronics,2,500,1000
967,2023-04-17,CUST967,Male,62,Beauty,1,25,25
968,2023-11-17,CUST968,Female,48,Clothing,3,300,900
969,2023-04-19,CUST969,Female,40,Clothing,3,300,900
970,2023-05-16,CUST970,Male,59,Electronics,4,500,2000
971,2023-12-05,CUST971,Female,27,Electronics,4,50,200
972,2023-02-11,CUST972,Male,49,Beauty,4,25,100
973,2023-03-22,CUST973,Male,60,Clothing,1,50,50
974,2023-05-03,CUST974,Male,47,Beauty,1,30,30
975,2023-03-30,CUST975,Female,56,Clothing,4,50,200
976,2023-10-10,CUST976,Female,48,Beauty,2,300,600
977,2023-02-08,CUST977,Female,35,Electronics,3,25,75
978,2023-03-22,CUST978,Female,53,Clothing,3,50,150
979,2023-01-02,CUST979,Female,19,Beauty,1,25,25
980,2023-07-29,CUST980,Female,31,Electronics,3,25,75
981,2023-08-19,CUST981,Female,30,Electronics,2,30,60
982,2023-12-19,CUST982,Female,46,Beauty,3,30,90
983,2023-11-01,CUST983,Female,29,Clothing,1,300,300
984,2023-08-29,CUST984,Male,56,Clothing,1,500,500
985,2023-05-30,CUST985,Female,19,Electronics,2,25,50
986,2023-01-17,CUST986,Female,49,Clothing,2,500,1000
987,2023-04-29,CUST987,Female,30,Clothing,3,300,900
988,2023-05-28,CUST988,Female,63,Clothing,3,25,75
989,2023-12-28,CUST989,Female,44,Electronics,1,25,25
990,2023-05-25,CUST990,Female,58,Beauty,2,500,1000
991,2023-12-26,CUST991,Female,34,Clothing,2,50,100
992,2023-08-21,CUST992,Female,57,Electronics,2,30,60
993,2023-02-06,CUST993,Female,48,Electronics,3,50,150
994,2023-12-18,CUST994,Female,51,Beauty,2,500,1000
995,2023-04-30,CUST995,Female,41,Clothing,1,30,30
996,2023-05-16,CUST996,Male,62,Clothing,1,50,50
997,2023-11-17,CUST997,Male,52,Beauty,3,30,90
998,2023-10-29,CUST998,Female,23,Beauty,4,25,100
999,2023-12-05,CUST999,Female,36,Electronics,3,50,150
1000,2023-04-12,CUST1000,Male,47,Electronics,4,30,120
